GeneID,logFC,logCPM,F,PValue,FDR
4490,5.238062782,-2.734652331,23.12377138,3.68E-05,0.630307609
23475,0.49793237,2.335476464,22.24438177,4.44E-05,0.630307609
26866,5.93772045,6.717160622,22.49343129,7.82E-05,0.740482755
105379427,-4.502066345,-3.094152838,17.35650865,0.000220381,1
100188991,2.997370741,-3.746841865,16.85360885,0.000257008,1
84873,-6.672782161,-0.073682043,17.79590306,0.00028729,1
5252,-2.82192205,-2.121406133,16.20242087,0.00033717,1
56664,1.438089463,-1.535558547,15.26768169,0.000449029,1
692212,0.902227914,1.657606689,15.20818027,0.000482271,1
26865,2.82924401,3.996702,15.51805303,0.000602989,1
100189371,-2.60867439,-3.894306445,14.43966485,0.000606055,1
3854,-3.023174575,-3.767522276,14.0888667,0.000689445,1
158830,-3.180873264,-3.746599909,14.00013631,0.000712426,1
101928567,-3.194776853,-3.932221787,15.667721,0.000758117,1
2829,-3.190981331,-3.693120329,13.40034005,0.000890941,1
10410,0.563734245,2.226360942,13.29115792,0.0009283,1
100422951,-2.277423089,-3.613746582,13.27042576,0.000935581,1
100033434,0.678407914,2.415143513,13.1327901,0.001011101,1
6531,-4.916264401,-2.353381018,13.4357484,0.001044797,1
5473,4.887997614,0.032116071,13.60165189,0.001112505,1
338821,-3.016977023,-3.958936286,14.28163234,0.001154923,1
101929771,-2.629809854,-3.886926095,12.65457625,0.001182281,1
100189107,1.618677778,-2.095321543,12.58550947,0.001214013,1
51266,3.327730425,-3.102413145,12.5366285,0.001237021,1
51364,0.832216171,-0.543599937,12.37798683,0.001314964,1
100616209,-4.669136108,0.040886502,13.11459272,0.001316445,1
100033435,0.586857838,2.497602411,12.18421672,0.001417364,1
340900,-3.063353579,-3.939428396,13.51049094,0.001471809,1
102465513,-2.305096026,-3.82439869,11.98472301,0.001531761,1
120793,-2.474934137,-3.785366235,11.97538042,0.001537355,1
100288637,-2.01905762,-2.943020261,11.70939457,0.001706163,1
102724593,0.975684784,1.655703295,11.91920764,0.001730665,1
55229,-1.948037588,-2.3979501,11.60033744,0.00178102,1
4267,2.38488735,-1.540525893,11.83151339,0.001782282,1
100033437,2.088583171,0.966938777,12.1442446,0.001810791,1
4604,0.309344187,5.329868896,11.55474833,0.001813348,1
102466616,0.562184641,-0.306880612,11.549433,0.001817158,1
100616491,-2.160112798,-3.74149519,11.53406484,0.001828222,1
54886,-2.588797908,-1.817029629,11.68813666,0.001870774,1
9022,2.26843941,-3.185724279,11.43538386,0.001901007,1
162605,-3.025306775,-3.958557555,12.67350778,0.001928697,1
3108,-3.810475028,-3.762981824,12.64024764,0.001966948,1
101927992,-2.414684212,-3.803048468,11.33018531,0.001982031,1
101928273,2.910841659,-3.758981022,11.32608353,0.001985264,1
84520,-4.94719976,-3.347357829,13.0608445,0.002056631,1
101928283,0.615493881,0.450308034,11.17794923,0.002105902,1
135941,-2.368679226,-3.934868836,11.0626607,0.002205223,1
101927353,1.805453442,-2.462660481,11.04982377,0.002216589,1
10859,-2.920475791,-3.981056343,12.22759964,0.002234679,1
677838,0.484530635,4.177853974,11.08952197,0.00227008,1
4600,0.514009537,1.299943195,10.93756348,0.002318701,1
101060321,-2.706700152,-3.559091188,10.89967367,0.002354295,1
3122,-3.007107575,-3.643260566,10.87890482,0.002374053,1
116534,2.440830631,-3.768018788,10.85272702,0.002399211,1
171169,-3.49435272,-3.864542955,11.95020117,0.002451943,1
283601,3.401882865,-3.823244563,11.91725743,0.002479262,1
10045,2.387219083,-3.52794598,10.72945617,0.002521582,1
692108,0.817655507,-0.514716518,10.72440796,0.002526734,1
6871,1.553765622,-0.679089544,10.82186078,0.002569999,1
4495,0.604563053,2.09699179,10.67149341,0.002581419,1
102466866,-2.672093063,-4.027786,11.69004124,0.002677118,1
28646,2.485779273,-3.862800053,10.48733998,0.002781855,1
753,-0.174684144,7.01354946,10.4695151,0.002802124,1
100507436,-2.419309025,-3.5898101,10.35194495,0.002939847,1
57578,-0.992105836,0.314729794,10.35295221,0.002990133,1
4879,2.395179164,-3.495906601,10.28457929,0.003022019,1
26768,0.55488096,6.463736594,10.56866425,0.00303717,1
102724957,2.375117686,-3.897614869,10.2666786,0.003044266,1
100506188,2.148966981,-3.363258784,10.25317574,0.003061164,1
113230,0.358602918,1.97824897,10.24527124,0.003071103,1
100873748,0.454774454,1.208203083,10.15952376,0.003181169,1
101929194,3.079596486,-3.936158769,11.18094767,0.003187064,1
619570,1.167119097,-2.154097126,10.05518368,0.003320843,1
55640,0.643565453,0.375898048,10.0417966,0.003339235,1
629,3.401707297,-3.88434989,11.0222333,0.003367376,1
144776,-2.888373353,-3.982657056,11.01000996,0.003381724,1
293,-2.754701403,-0.778044058,10.36269157,0.003440141,1
101928971,-2.647042511,-3.722154434,9.911636899,0.003523863,1
400643,3.003573388,-3.624589715,9.904297436,0.003534595,1
100302165,-2.439302772,-4.055508439,10.87871175,0.003540196,1
3586,-1.548692381,-2.639408849,9.860034217,0.003600068,1
9510,-0.476751627,3.954869115,9.896321322,0.003675091,1
2219,1.549665929,-2.527717129,9.794851609,0.003698867,1
101928911,2.45415681,-3.745974018,9.791215953,0.003704463,1
81858,0.240872514,3.165814888,9.741093013,0.003782542,1
