GeneID,logFC,logCPM,F,PValue,FDR
FAM216B,7.0494592875269,6.26722337104134,736.627974633716,5.91888424460591e-09,2.11325837084036e-05
DNAH11,6.04789886782154,6.55291503792294,709.21600748805,6.84476958071646e-09,2.11325837084036e-05
SPAG17,6.41911450028759,6.55492263501708,663.517079354942,8.83407109350076e-09,2.11325837084036e-05
DNAH12,5.3569597688916,6.25704216373942,655.359655883784,9.26257034582544e-09,2.11325837084036e-05
DTHD1,6.59883904240579,6.00044126180265,639.09820229164,1.01977679760857e-08,2.11325837084036e-05
CP,4.72813113056538,6.16064891490866,621.489482903973,1.1348603499108e-08,2.11325837084036e-05
SPAG6,5.30511136881532,5.8405803360787,603.976323756377,1.26600878441823e-08,2.11325837084036e-05
ANXA1,4.7958910652101,6.74842940155056,595.867355506513,1.33318580177028e-08,2.11325837084036e-05
CFAP45,7.3006267254325,5.34926932477873,582.471212761042,1.45430373223095e-08,2.11325837084036e-05
CFAP157,6.21245238674575,5.17393652753907,566.177989939902,1.62091683014553e-08,2.11325837084036e-05
ADGB,6.5732010766252,5.10001434681037,566.174691750438,1.62095292333756e-08,2.11325837084036e-05
MYLK3,5.18062318864501,5.95781224267945,565.26549253709,1.63094128352483e-08,2.11325837084036e-05
CAPS,5.02289992381356,6.12871206062083,564.660028402064,1.63763583276086e-08,2.11325837084036e-05
DNAH9,4.82099366511278,7.35935800513604,553.077349174282,1.77262930981668e-08,2.11325837084036e-05
VWA3B,5.93505200906082,5.16813033187789,552.074095927867,1.78497032475371e-08,2.11325837084036e-05
DNAI3,5.76943038550385,5.16950821626671,533.294519887031,2.03728785885673e-08,2.11325837084036e-05
TEKT1,6.03334011285192,5.19971564361371,530.230789188295,2.08261619381729e-08,2.11325837084036e-05
LOC102725191,7.93833736890725,4.60904786284073,519.232316759088,2.25617184720212e-08,2.11325837084036e-05
CFAP43,4.35567623301089,7.29134150387799,517.31812704865,2.28821342763531e-08,2.11325837084036e-05
DNAH3,5.83128188253151,5.04495380619841,512.2834107065,2.37526590081848e-08,2.11325837084036e-05
FOXJ1,5.75532850842768,5.0356647257518,510.830690334089,2.4011559228531e-08,2.11325837084036e-05
YWHAE,4.88759016713711,5.387288413143,506.74711369798,2.47585920537267e-08,2.11325837084036e-05
CFAP53,4.67439062781499,5.32870878573302,488.249143119643,2.8533421992618e-08,2.32956781816252e-05
SPATA18,4.81879485046608,5.1969447226328,464.842102115697,3.44130555789183e-08,2.6153972865465e-05
RASSF9,5.85655976953994,5.04220831636966,460.702641246716,3.56067487132648e-08,2.6153972865465e-05
LRRIQ1,4.1211850288288,6.17261995940228,458.667381565947,3.62127646449083e-08,2.6153972865465e-05
FAM81B,5.30304971381732,5.0663274798056,450.084782707024,3.89157882280833e-08,2.69310954707531e-05
PIFO,4.10995071992142,5.43481692304368,441.231800180968,4.19755321428594e-08,2.69310954707531e-05
RSPH1,3.62647462545126,6.09624719419914,437.593871056621,4.33203721348473e-08,2.69310954707531e-05
DNAAF1,3.67871069428065,5.8321458788096,435.510473287777,4.41149975002819e-08,2.69310954707531e-05
HOATZ,7.66009219526594,4.14672881556848,434.621383831073,4.44596847158028e-08,2.69310954707531e-05
ARMC3,4.50875023264051,5.38814452672649,423.866107314591,4.89106500942286e-08,2.85690474831388e-05
SPAG8,4.29635663662819,5.16226367383319,420.964350508949,5.02065484579604e-08,2.85690474831388e-05
CFAP54,3.85919519106477,7.0899756168843,408.134289392149,5.64827354067773e-08,3.11950825137784e-05
ODAD1,5.81564167998131,4.7925358048124,389.70165412262,6.73359960049814e-08,3.52440558190811e-05
ODAD2,4.35950126583837,5.0090665274172,389.349698987677,6.75676860947343e-08,3.52440558190811e-05
