SYMBOL,logFC,logCPM,F,PValue,FDR
AGKP1,11.929262049903224,4.14059976315356,24.660748276007528,1.2229968096214278e-5,0.07867538476294646
MAPK15,8.127176183289045,2.9071476329823898,21.10734413579811,3.859765700782402e-5,0.12414936376566595
DUSP5,-2.9291327290430655,4.970845892907921,19.04215042873608,8.025348233999107e-5,0.17209021729772087
LILRB5,5.585669175271241,2.8082691787887755,15.57715891643182,2.9253775503560874e-4,0.47047384453601776
RGS2,-2.8543347508526673,7.28250001641018,14.669204165203631,4.167452689063892e-4,0.5361844629749603
CT45A5,16.14963241060002,0.7302755740187628,12.872690298755517,8.732427751826616e-4,0.7045304983489684
NBPF8,1.600490765322264,6.349277923751375,12.472354990019035,0.0010098877286235765,0.7045304983489684
HGFAC,4.761684691869686,0.8806790635182051,11.457804461940194,0.0015428114339280001,0.7045304983489684
ENPP7P11,3.2925814959792996,1.38130697996755,11.454103376277805,0.001545227076849599,0.7045304983489684
EGR4,-4.363191206318067,2.9975241660288257,11.38667122514337,0.001589945879360911,0.7045304983489684
TMEM262,3.041006580034692,1.9668375440671766,11.187643367843645,0.0017300925404051379,0.7045304983489684
MDC1,5.861648536217811,7.881586001748259,11.090270770223286,0.00180336079181301,0.7045304983489684
LILRB3,9.805642453120818,1.510698416080852,10.888465137106207,0.001965857251808597,0.7045304983489684
LOC102725035,9.805642453120818,1.510698416080852,10.888465137106207,0.001965857251808597,0.7045304983489684
LOC107987425,9.805642453120818,1.510698416080852,10.888465137106207,0.001965857251808597,0.7045304983489684
LOC107987462,9.805642453120818,1.510698416080852,10.888465137106207,0.001965857251808597,0.7045304983489684
PPP1R8P1,2.1466177499317647,2.9562398158694725,10.346631200071757,0.0024836279832395683,0.7045304983489684
NFIL3,-2.0144511075199243,5.618255208024727,10.19116302221545,0.002657520467312408,0.7045304983489684
KRT18P4,3.3787585447521558,2.103210738534895,10.150225682280313,0.0027054215331879863,0.7045304983489684
SIK2,-1.059399309247924,9.4483359321497975,10.148559392940015,0.002707390527905011,0.7045304983489684
ASS1P2,3.10786065255248,1.8770943727135465,10.100282239436185,0.002765101784341484,0.7045304983489684
DUSP1,-2.5850462597951878,6.6356850678090655,9.959235756121322,0.002941297935918327,0.7045304983489684
PCDHB2,-1.5344165219780568,5.154263739893282,9.92767277379708,0.0029823315207613073,0.7045304983489684
POLG2,1.1201581454325116,5.388383378811016,9.868300718811225,0.003061170391020343,0.7045304983489684
OR2T29,10.698602739191877,0.828581067932738,9.86227137128882,0.003108204906760408,0.7045304983489684
DUSP6,-2.7214175169753436,7.869874849665998,9.723936424151532,0.003262225374114213,0.7045304983489684
LOC100422325,-2.8078316811623996,2.0940122370369405,9.528203775025824,0.003557450680142202,0.7045304983489684
TNP1,3.7893317575095615,1.0295699367217488,9.328710255861274,0.003887669593366721,0.7045304983489684
ITGB3,2.219462422357259,4.018531593481945,9.31405804835472,0.003913171924240815,0.7045304983489684
PPP1R12BP2,10.545015270637133,0.6327814055221718,9.45242746016586,0.003981897554399355,0.7045304983489684
DPY19L2P2,10.37125094812543,2.2977315527032176,9.236509129969619,0.004051133865754371,0.7045304983489684
LOC644669,2.1321893141944983,5.243718671057763,9.198856725112217,0.004119970799564233,0.7045304983489684
OR4A49P,4.794671533994572,0.7588737200537394,9.198588784435023,0.00412046507758024,0.7045304983489684
KCNA1,-1.7137098962944972,8.965911189027135,9.184794842965474,0.004145996342604925,0.7045304983489684
ADAMTS15,2.4647599730290475,2.1808730985388673,9.055435426151988,0.004393760012811517,0.7045304983489684
RPL28P2,3.5208228838734663,2.0381474719818975,9.053134742959545,0.004398306206641911,0.7045304983489684
ACTN4,2.4509299865744647,5.920036404125574,9.012835446182232,0.0044787531914552104,0.7045304983489684
FAM43B,-1.7856791241745602,4.118919853024627,9.005397804170553,0.004493770441503246,0.7045304983489684
HSPA8P7,-3.3352301629860417,1.1723468779599673,9.003853634128285,0.004496894950127314,0.7045304983489684
BCL2L2-PABPN1,3.1076937801162106,5.74629543958456,8.981820000141584,0.004541730367513056,0.7045304983489684
LOC101929777,5.8478141830686825,4.997024797347029,8.966280246959407,0.0045736368129816055,0.7045304983489684
ARC,-3.3357544756902335,4.971368888533401,8.934835253015581,0.004638930239978799,0.7045304983489684
GPR3,-2.6768714611762676,3.6851077686325917,8.901475734052786,0.004709282050210733,0.7045304983489684
TRIB1,-2.1580496127953053,6.317781332312223,8.798297613246207,0.004934136442018232,0.7213931757159839
RPL32P27,3.1721522566509255,1.90720347110695,8.704403158680245,0.005148680697458796,0.7236831764552752
MANSC4,2.6732310696963593,2.9191791184702582,8.645824798455093,0.005287531572990392,0.7236831764552752
FAM74A4,13.317173490556192,0.49374062900791993,8.671766984696223,0.0053364113679425,0.7236831764552752
EGR1,-3.084277753158044,7.119863762012593,8.533116233514406,0.005566004420598964,0.7236831764552752
PALM3,3.561032796779943,1.8141057479622558,8.492850001475492,0.005669235119167517,0.7236831764552752
EGR3,-1.8826656676596019,7.697811964065236,8.490459661282511,0.005675426882346131,0.7236831764552752
DCP1A,-0.9547444185605085,7.2708267434903675,8.39146359576198,0.005938278625034992,0.7236831764552752
CCN2,-2.9739600261485926,5.452226047846731,8.276604039662262,0.006259562410892667,0.7236831764552752
PLVAP,2.77990239265516,2.5769831076246055,8.2697067543483609,0.006279434731289397,0.7236831764552752
ZNF583,0.987669563322939,5.706052411519681,8.259783417454749,0.006308143444088941,0.7236831764552752
LOC100132834,1.9438972075163414,3.1323850255961774,8.177775012301655,0.006550810776773276,0.7236831764552752
ZNF324B,1.1247116493560156,5.115213717141539,8.173936360891272,0.006562410126675182,0.7236831764552752
CBY3,8.765144006723297,0.755273204724287,8.110871457482716,0.006818814104408703,0.7236831764552752
ANKRD37,-1.575733903487061,5.2668616646857345,7.978795777449038,0.007181849052212321,0.7236831764552752
EFCC1,2.2618347967384804,2.758031843405621,7.928658485614642,0.007350852956506171,0.7236831764552752
