SYMBOL,logFC,logCPM,F,PValue,FDR
AGKP1,-3.892529901086736,3.792118787272454,162.1625475159819,4.722535987367702e-16,3.1447367139881528e-12
TMSB4Y,-4.427786214855484,3.8642389687003225,97.51390607855583,6.043508448008496e-12,2.0121861377644288e-8
USP9YP14,-3.8245915424760377,2.4759717306523603,87.64935818333154,7.679970775900558e-11,1.7046975132240603e-7
ZNF839P1,-3.1223906364260587,2.215205188452066,76.04696370446722,1.261945798441751e-10,2.1008242679559052e-7
MTCYBP2,-3.2435636817157176,1.085020483333084,63.532863123327715,8.155397452022759e-9,1.086135832660391e-5
XKRY2,-2.9712219711200762,-0.0063966086344955314,38.965937669877185,9.229139624975597e-7,0.0010242806793785415
OFD1P4Y,-2.239239197709892,1.5459054663336984,27.327526931737665,9.254139712388382e-6,0.008803330906399176
USP9YP1,-4.191865729087023,-0.7312906879553753,24.097720684293897,1.9564567453943556e-5,0.01628505683447627
USP9YP2,-2.838180763201847,1.2450356914681335,21.556277659914766,4.397695532938173e-5,0.03253806061537255
OFD1P7Y,-3.321703668408798,-0.278171910451608,20.971280515139618,5.073856159128188e-5,0.0337868081636346
WNT10A,-0.659865863074162,2.7765672107785173,13.990725373583437,5.478210649398533e-4,0.3316309519485894
PPP1R12BP1,-1.9781470109684156,2.0295299188778135,12.10025167824008,0.0011826742742907731,0.6562856660418548
RPL10P6,-2.9418505261198855,-0.488352815560971,11.82161036201346,0.0015560625675829132,0.7557423780398194
PHB1P15,-4.634134400551366,-0.6480938052986176,12.302730175347032,0.0015888862130286035,0.7557423780398194
PPP1R12BP2,-1.9947831208855689,0.1456267436511936,11.103366010522846,0.0018268654406116244,0.8110064646021872
METTL25,-0.4552431578798299,7.326624881701147,10.716131747410111,0.0021233277781902904,0.8157738718730583
CUBNP3,-1.8401085673594988,0.6417042914578764,10.68455001352333,0.0021523687807220447,0.8157738718730583
OR2J2,-0.7602705296681198,4.303030997674806,10.6283147176624,0.0022051253482076962,0.8157738718730583
OR2T4,-3.444655316183705,0.3213243565609649,10.557802460606684,0.002414803455095594,0.846325063551661
BMS1P15,-1.7850967096004655,0.460812866049942,9.827226305050113,0.003125276555084853,0.9999821578872531
USP9YP28,-3.9950096580495686,1.2273656278082266,10.412549335672416,0.0034534068771550374,0.9999821578872531
MCCC2,0.5218457693726091,6.5931774876697125,9.49157553887178,0.003624859440050707,0.9999821578872531
HSFY3P,-0.6413509703674531,2.698138289352579,9.261927779670119,0.004015031182491882,0.9999821578872531
GREM1,-0.5117183533258688,8.753909393412762,9.2197725118385,0.004091370870432111,0.9999821578872531
RPL5P8,1.6264248419889056,0.31365247435986887,9.138259276339852,0.004243387027716453,0.9999821578872531
MRPL12,-0.5634321354949322,4.291165637683501,8.941560228418112,0.004635449546738154,0.9999821578872531
SPESP1,-1.187309714454276,3.1217680754616874,8.921340682542946,0.004677878011260547,0.9999821578872531
OR7E125P,6.999046609783865,0.8694534274887746,8.99773666724395,0.0047371337266539,0.9999821578872531
RASD1,0.771048711610074,6.304864125020894,8.47050829544028,0.005739392446347227,0.9999821578872531
ATAT1,-0.3653511488503432,8.007155838287474,8.458946446407799,0.005769772940010668,0.9999821578872531
TBC1D3D,-5.525189913845242,2.078907282472305,8.542906614805512,0.005869219787543058,0.9999821578872531
KCTD10P1,1.0935204206149691,2.289046908343735,8.323575133581777,0.006138482055733217,0.9999821578872531
USP9YP5,-4.747802283596175,-0.6802450896657702,8.87933443422709,0.006300706891319756,0.9999821578872531
XIRP1,-0.9560818072269112,0.7515623970200149,8.265236376828419,0.00630503233401679,0.9999821578872531
FZD7,0.7891932176197585,3.3519212759450223,8.054767431486859,0.006947007855542386,0.9999821578872531
SI,-1.5029212904736104,0.11772749248197263,8.007967165801412,0.007099002420334741,0.9999821578872531
YBX2,-0.8211204981077443,2.3298062912667947,7.7474879775247,0.008012267355980845,0.9999821578872531
CIR1P2,-1.1227186939713132,1.1473218467688073,7.651349639895883,0.008380293914889913,0.9999821578872531
DUSP5,0.7032357296419307,4.711823850295201,7.627208146838747,0.00847551248668782,0.9999821578872531
KRBOX1,-0.5594212717086186,2.773409944725388,7.624386091938315,0.008486718261490186,0.9999821578872531
MTRNR2L8,-1.1964535021709595,8.710108808566288,7.582242037755425,0.008655955788237286,0.9999821578872531
GOT2P3,1.4540590123882946,0.7820069930164816,7.559630449287432,0.008748236952728985,0.9999821578872531
OR10C1,-4.961505326160793,-0.7717861716408879,8.244959381278743,0.008810483082271335,0.9999821578872531
SHMT1,7.634093412927234,1.2582394310083458,7.459080392567011,0.00949734158153166,0.9999821578872531
PPBP,3.385837688116223,1.6705004036840925,7.355478623977296,0.009630522297600011,0.9999821578872531
ALPK3,-0.37067219579584365,4.9257502917520934,7.334415135151661,0.00972681363870191,0.9999821578872531
PROK2,1.631303237226849,0.1588970896531746,7.262031413345638,0.010065625638750674,0.9999821578872531
LOC102724428,1.6843423679831904,4.148895428038399,7.201926007200734,0.010356541487146717,0.9999821578872531
RPL17P23,1.0375200340238384,1.1868502276623192,7.034849832179843,0.011213403533993933,0.9999821578872531
BMS1P16,-0.9425999329812135,1.897936223426272,6.958353810137419,0.0116307217721902,0.9999821578872531
TMEM251,-0.33422060323187563,8.282477291946828,6.868900609002713,0.012139891153933236,0.9999821578872531
MTRNR2L12,-1.0665893857563669,10.29573732153741,6.750478203424882,0.012850933935165707,0.9999821578872531
MTRNR2L2,-1.0665893857563669,10.29573732153741,6.750478203424882,0.012850933935165707,0.9999821578872531
NPIPB14P,-0.5316555145607456,5.121057368855411,6.736042112185013,0.012940613542970787,0.9999821578872531
DLGAP2,-0.5385279999602586,10.290766398185191,6.699648158542141,0.013169685486187858,0.9999821578872531
IL3,1.9868762358525025,-0.06561866895660279,6.673841239354939,0.013334748353223303,0.9999821578872531
TEX22,0.9261001280725862,1.3513684499888285,6.671130337404881,0.013352215576240887,0.9999821578872531
PHLDA2,-1.4227012121810483,0.2457313325232219,6.476193912770402,0.014674825324168332,0.9999821578872531
YBX1P4,-1.0579823059560705,0.5505012119257777,6.4714358831307175,0.014708812502855413,0.9999821578872531
NHLH2,-0.6531450797419049,3.356637774813815,6.465144050838944,0.014753885406791175,0.9999821578872531
GRM5P1,-0.3930242780257005,7.02495009248406,6.418486223572633,0.015092783889043036,0.9999821578872531
