Name_GeneSymbol,NAA,PFC
PAX8,2.54892698930223,0
FUT1,1.46707324727681,0.974120865192159
FOSL1,1.30149416385167,0
SPDEF,1.09937467970594,0
CCL2,0.776544012527721,0.466335164377213
MUC1,0.69673061366792,0
HMGA2,0.412613764621917,0
DENND2D,0.379400710378661,0.40124052682436
ORC1,0.374990961463559,0.378901610539515
BMP4,0.339189987321903,0
ITGAE,0.256049619495323,0.462304186481103
CRTAP,0.243474253852321,0
PLP2,0.2392118440809,0.656181428881522
GATA2,0.236919504558768,0
SYK,0.232298376635873,0
DFFB,0.218042602719578,0
TSC22D3,0.203118591373967,0
STXBP2,0.200189406131478,0.344877030285114
PSMB8,0.189891164920099,0
PPARD,0.18932942477179,0
ICAM1,0.182095206251788,0
BTK,0.181167907268247,0
CDC45,0.180423822103163,0
TLR4,0.174216725480609,0
CASP3,0.166385155638388,0
SLC27A3,0.162732352336371,0
SUV39H1,0.15967248429727,0
TCTN1,0.158109713918757,0.206871402956467
WFS1,0.157639826517958,0
CHEK1,0.15695782747824,0
NFKBIE,0.149520268769633,0
ST7,0.149078220441507,0
IL4R,0.148880914996899,0
CD44,0.145345188592876,0
C2CD2,0.142623685505289,0
IGFBP3,0.141582712209798,0
LIG1,0.135345016059662,0
SHC1,0.134973784286867,0
SPTLC2,0.133958526353926,0
HPRT1,0.130262522056107,0
TSPAN4,0.129434781561715,0
PHKA1,0.129201157662242,0
CASP2,0.128896145343481,0
RRP8,0.127141825487437,0
IKBKE,0.12662567456145,0
GALE,0.125741898482541,0
FAM57A,0.124694111355153,0
CSNK2A2,-0.000711694205241185,0
EGF,-0.000730703468663423,0
RFC2,-0.000886774050219305,0
CSRP1,-0.00114939625222143,0
BACE2,-0.00115921226905283,0.487798977779208
MAP4K4,-0.0012102459431121,0
CBLB,-0.00128350847500883,0
NUP62,-0.00159596583299484,0
ZDHHC6,-0.00164808867038169,0
EPRS,-0.00181260085216646,0
STAP2,-0.00222933283176975,0.199814846856416
ZNF318,-0.00233495909646661,0
PHKG2,-0.00236235919790635,0
CNPY3,-0.00248233528799929,0
ABCC5,-0.00303324683581266,0
GABPB1,-0.00303609342222067,0
GNAI2,-0.00309336995182308,0
SHB,-0.00320363113525822,0
TCFL5,-0.00357826540083623,0
UTP14A,-0.00372257783597568,-0.0105651800735319
TBC1D9B,-0.00413471394455957,0
COG4,-0.00435756748019331,0
TP53BP1,-0.00477015017782541,0
NFE2L2,-0.00487196105792665,0
CANT1,-0.00490661357464664,0
APPBP2,-0.00505618501358186,0
TIMP2,-0.00569604734619046,0
NFATC3,-0.00573567593802465,0
MOK,-0.00578611003275227,0
NENF,-0.00590993765233506,0
MRPS2,-0.00638614382348117,0
GDPD5,-0.0067672643989096,-0.00851987152772803
MPC2,-0.00683497722542215,0
ARID5B,-0.00728039196415991,-0.00581906819492234
FGFR4,-0.0074243881567735,0
FBXL12,-0.00746989681661182,0
ELOVL6,-0.0077062867102301,0
EIF4G1,-0.00771645845922533,0
ITFG1,-0.00772049007470247,0
SLC11A2,-0.00786518974354609,0
TSKU,-0.00793598110408899,0
CREB1,-0.00849860319333793,0
RASA1,-0.00881074022765066,0
YKT6,-0.00885768598908984,0
DUSP22,-0.00902372814729815,0
PECR,-0.00913354374710996,0.183814131459857
FAM63A,-0.00926328365589851,0
IL1B,0,0.834678706269894
RPS6,0,0.764272346077411
DNAJB6,0,0.635769370172817
MYBL2,0,0.609346127868084
POLR2K,0,0.549680559450205
PGAM1,0,0.528967427245117
PNP,0,0.456331725884029
LSM5,0,0.42517572883857
STMN1,0,0.423223152376964
TRIB3,0,0.416081250857228
PHGDH,0,0.412811340564269
CXCR4,0,0.404946483812895
GLRX,0,0.396019014575688
GATA3,0,0.392536521698588
HSPA8,0,0.362977246581965
BNIP3,0,0.295084710082896
HSPD1,0,0.294740173574487
SCP2,0,0.266584023679482
TBC1D31,0,0.239311040051221
ETV1,0,0.237772497173986
RUVBL1,0,0.233417691860666
HSPA1A,0,0.232221253777849
GNPDA1,0,0.224485745769122
MAPK1IP1L,0,0.218455947870408
RNPS1,0,0.213500175220294
LYRM1,0,0.207172127670223
CYCS,0,0.204928095291214
