Name_GeneSymbol,AI,CG,DLPFC,NAA,OFC,SUB
IER3,2.94142797281125,1.39181890090728,1.009481791,0,0,0.912355535920399
PLSCR3,2.49842754666291,0.420217839097973,0,0,0,0.677793174726327
HSPA1A,1.58176173557918,0,0,0.675102444308093,1.118850806,0
TIMM22,1.21356186039052,0,0,1.15299404727905,0,0
CDK7,0.994602431947859,0,0,0,1.016615023,0
IL1B,0.768972707716182,1.51660206963535,1.212133345,0,0.816820143,0.508745823438836
TSTA3,0.738257897164423,0,0,0.981086926899067,1.644037699,1.15282580023966
BIRC5,0.71977545860556,0.473902552293871,0,0.592896008962253,0,0.663015478284265
MYCBP,0.708067069540211,0.967113046150151,0.476002779,1.3772299425682,0,0
ADRB2,0.6126594937338,0.595610165731575,0.342801597,0.353601420124416,0.522879156,0.386980404959328
INTS3,0.595045230458294,0,0,0,1.211401188,0
CSNK1E,0.570170518001696,0,0,0,0,0
IGF2BP2,0.553844880415686,0,0,0,0,0
CDC20,0.543226452936791,0.486548115603156,0,0.487787261615193,0,0.510156343885441
UBR7,0.538213840352316,0,0,0,0,0.604125479853061
TBXA2R,0.537158772385088,0,0.370126632,0,0.743311186,0
TOP2A,0.531600428010802,0,0,0.371122096435227,0,0
GATA2,0.511506947070362,0,0,0.366545374486906,0,0.428715877376899
TERT,0.507420112743217,0,0.415588632,0.287501602622678,0,0.59296481293707
S100A4,0.507167142897954,1.60792384423759,0,0,0.390487567,0.471223321282979
LSR,0.506451335377896,0,0,0,0,0
MYL9,0.490531581823347,0,0,0,0,0
HMGA2,0.488766649831541,1.1886707027708,0,0,0,0
PLK1,0.481472596191772,0,0,0,0,0
CCDC85B,0.461007275420225,0,0.41659934,0.299309254514265,0.730363571,0
STAP2,0.3987212312289,0,0,0,0.464079874,0
CDKN2A,0.391580831344141,0,0,0.29062365023783,0,0
MYBL2,0.380765943294899,0,0,0,0,0
PTPRK,0.360897810494263,0.903712729381631,0.532180423,0,1.854217484,0
IKZF1,0.353321396354719,0.510287105997778,0.460912459,0,0.659511515,0.526743897988741
PRR15L,0.349883828703364,0,0,0,0,0
CASP10,0.346301497484801,0,0,0,0,0
KIF20A,0.345291912967075,0.379389689977275,0,0,0.47169702,0.349934961831197
S100A13,0.336342728845171,0.398622534182541,0,0,0,0.435930653599063
GPER1,0.334933448130361,0,0,0.294765097144,0,0
BAD,0.334679026495864,0,0.532800172,0.451350343009177,0.768958026,0
PTPN6,0.326385193849304,0,0,0,0,0
RAC2,0.293220190943501,0,0,0.289538041029342,0,0
PRKCH,0.281353170785641,0.410431478043342,0,0,0,0
TFAP2A,0.280071907196733,0,0,0,0,0.711519119734176
DUSP14,0.278609399738589,0,0.316602003,0.444905801463985,0.471117787,0.649812661403311
CCNB2,0.268646861481958,0,0,0,0,0
LAMA3,0.267900356631446,0,0,0.296011880308296,0,0
LYN,0.258705369262403,0,0,0,0,0
POLG2,0.248752102327063,0,0,0,0,0
CRYZ,0.247272401797907,0,0.536633294,0,0.416766753,0.283909542356334
CASP7,0.242333294316531,0.384265152450269,0,0,0,0
IL4R,0.23681601921472,0,0,0,0,0
ABL1,-0.000343334007049255,0,0,0,0,0
RNPS1,-0.000439294988048464,0,0,0,0,0
ELAC2,-0.000645178136869698,0,0,0,0,0
RSU1,-0.000765017940946702,0,0,0,0,-0.00364360336043424
YKT6,-0.000863802254691183,0,0,0,0,0
MTA1,-0.00128165509465597,0,0,0,0,0
AMDHD2,-0.00141994105664819,0,0,0,0.363444387,0
FIS1,-0.00163585778083863,0,0,0,0.354992762,0
SLC35A3,-0.00165081121552048,0,0,0,0,0
TMEM50A,-0.00199030152992454,0,0,-0.0138629195539077,0,0
HDAC2,-0.0024227601279179,0,0,0,0,0
PAK6,-0.00254839226619154,0,0,0,0,0
NOLC1,-0.00274504803021299,0,0,0,0,0
IGHMBP2,-0.00278457298240958,0,0,0,0,0
SSBP2,-0.00315036249937528,0,0,0,0,0
TOPBP1,-0.00337856999930671,0,0,0,-0.013082308,0
EIF4G1,-0.0033791863651673,0,-0.009890419,0,0,0
ATG3,-0.00362854519910248,0,0,0,0,0
RFNG,-0.00416479076417685,0,0,0,0,0
MSH6,-0.00422224238850003,0,0,0,0,0
PPP1R13B,-0.00436382471456746,0,0,0,0,0
RAB21,-0.0044090100697468,0,0,0,0,0
PARP2,-0.00450973325259808,0,2.92E-06,0,0,0
UFM1,-0.00529561658303824,0,0,0,0,0
