Name_GeneSymbol,AI,CG,DLPFC,NAA,OFC,SUB
XPO7,-0.0139854368596152,0,0,0,0,0
SUPV3L1,-0.0146159596972605,0,0,0,0,0
POLR1C,-0.0151954665784039,0,-0.00579581188670794,0,0,0
CASP7,-0.0152331168119828,0,-0.0062919451940597,0,0,0
PHKB,-0.0156881372303755,0,0,0,0,0
UGDH,-0.0178166854054599,0,0,0,-0.002829706,0
SPAG7,-0.0180140960980049,0,0,0,0,0
TSC22D3,-0.01868359337565,0,0,0,0,0
IKZF1,-0.0187377627261848,0,0,0,0,0.199481748499137
MRPS2,-0.0189585352578156,0,0,0,0,0
RTN2,-0.0195129985430364,0,0,0,0,0
USP6NL,-0.019735315887635,0,0,0,-0.000697278,0
ZFP36,-0.0199545124366122,0,0,0,0,0
FYN,-0.0206830838482158,0,0,0,0,0
MAT2A,-0.0209647759298042,0,0,-0.00188568211018384,0,0
MTF2,-0.0221621261604869,0,0,0,0,0
SPDEF,-0.0224049330480233,0,0,0,0,0.573371169212877
CRTAP,-0.0228751946551751,0,0,0,0,0
POP4,-0.0232443365392229,0,0,0,0,-0.00501656488755053
LRRC16A,-0.0237784304564469,0,0,0,0,0
HERPUD1,-0.0242539636493288,0,0,0,0,0
RPP38,-0.0242566642267115,0,0,0,0,0
SLC27A3,0,2.1702536922264,0.489407410483,0,0,0.219113697460373
DNAJA3,0,1.96770495983203,0.498564003274397,2.9366114647401,0,3.85414906691332
PDLIM1,0,1.34519227674871,0.335904783754914,0,0,0
ST6GALNAC2,0,1.21136998795465,0,0.471369506970202,0,0
CCDC92,0,1.09346449051192,0.249174934644781,0,0.307671557,0
PLP2,0,0.97270948130236,0.268557290782249,0,0.384542777,0
PTPRK,0,0.924727960573452,0,0,0,1.32224894256245
DUSP14,0,0.812296897048099,0,0.200519241513258,0.584363343,0
GRB7,0,0.807345262407055,0,0,0,0.226035904018838
SCAND1,0,0.80051254235443,0,0.172663695494871,0.32373049,0
PTPRC,0,0.770165886001464,0,0.155925651757323,0,0
EPHA3,0,0.721811100602641,0,0,0,0.482932153689397
DSG2,0,0.70882438631158,0,0.28359076417932,0,0
CEBPA,0,0.707084925127323,0,0,0,0
TBXA2R,0,0.697398182050855,0.437873420249455,0.41117033115662,0,0
DENND2D,0,0.615174155970893,0,0.172060867245261,0,0
RUVBL1,0,0.614501520549176,-0.00984414927215411,0,0,0
HMG20B,0,0.59244741473897,0,0,0,0
NT5DC2,0,0.573038443831692,0,-0.00277762270319745,0,0
SPR,0,0.553614486177068,0.248584786597134,0,0,-0.00844577888974817
HSPB1,0,0.541565781576801,0.41094138874811,0,0,0
ICAM3,0,0.534994075305996,0,0,0.315450497,0
CEBPD,0,0.491596537335633,0,0.359242193250092,0,0
IFRD2,0,0.491306200130189,0,0,0,0
CCNA1,0,0.485361177183413,0,0,0,0
CDKN1A,0,0.477174572360266,0,0,0,0
ALDOA,0,0.461376191632307,0,0,0,0
PPIC,0,0.460200106235317,-0.000545993541700878,0,0,0
BAX,0,0.456234711679985,0,0,0,0
CDC45,0,0.45075481986677,0,0,0,-0.00323364599683712
ADGRE5,0,0.446155214802404,0,0,0,0
ATP6V0B,0,0.442426605412081,0,0,0,0
GALE,0,0.435820543564382,-0.00939486488968747,0,0,-0.00737518224191839
TCTN1,0,0.433089985572577,0,0,0,0
GRN,0,0.422691027720671,0,0,0,0
PUF60,0,0.416784217185061,0,0,0,0
MYC,0,-0.000552908151804492,0,0,0,0
HSPA8,0,-0.000846569873832767,0,0,0,0
CALU,0,-0.00229371797017759,0,-0.00660078779734216,0,0
WDTC1,0,-0.00351753000323663,0,0,0,0
CLPX,0,-0.00365011493481253,0,0,0,-0.00264461564137538
INPP1,0,-0.00383977181459531,0,0,0,0
PSMD10,0,-0.00445464249946518,0,0,0,0
ENOPH1,0,-0.00513152770202655,-0.00751201138688541,0,0,-0.00340014640388443
ACBD3,0,-0.00514194467257489,0,0,0,0
DNMT1,0,-0.00542108495717985,0,0,0,0
STAMBP,0,-0.00556656084899154,0,0,0,0
TATDN2,0,-0.00721107764308442,-0.000699231730385883,0,0,-0.00258338585339717
POLG2,0,-0.00730172148519816,0,0,0,0
ERO1L,0,-0.00748255929839524,0,0,0,0
KIAA0196,0,-0.00763259196921303,0,0,0,0
HSPA4,0,-0.0082893560036128,0,-0.00173674412148505,0,0
PLOD3,0,-0.00845769610623122,0,0,0,0
PDS5A,0,-0.00876338775459525,0,0,-0.009170222,0
ALDOC,0,-0.00881625490678226,0,0,0,0
HDGFRP3,0,-0.00990411091125596,0,0,0,0
NR3C1,0,-0.0109532049574183,0,0,0,0
MYCBP2,0,-0.0126290228492519,0,0,0,0
TRIM13,0,-0.0127127745618111,0,0,0,0
SLC35A3,0,-0.0129327124067895,0,0,0,0
FEZ2,0,-0.013188319467084,-0.00151921909249807,0,-0.00181101,0
PMAIP1,0,-0.0140989062099745,0,0,0,0
SLC35F2,0,-0.0147131604045704,0,0,0,0
ETS1,0,-0.0160537329716286,0,0,0,0
FKBP4,0,-0.0160780824734322,0,0,0,0
SLC25A13,0,-0.0173302809619722,0,0,0,0
CHIC2,0,-0.0175254109402235,0,0,-0.002050624,0
CHERP,0,-0.0177569033478236,0.265550698809754,0,0,0
SKP1,0,-0.0180494845862392,0,0,0,0
MYO10,0,-0.0195597180849847,0,0,0,0
DHRS7,0,-0.0204467601984233,0,0,0,0
CYTH1,0,-0.0214766831350152,0,0,0,0
GNA11,0,-0.0219069365822642,0,0,0,-0.00811359150183574
TLE1,0,-0.0225836874842729,0,0,0,0
NNT,0,-0.0236880088291975,0,0,-0.005326893,0
EDEM1,0,-0.0240023099348995,0,0,0,0
UBE3C,0,-0.0250281573605756,0,0,0,0
RPS5,0,-0.0255932840453076,0,0,0,0
NUP133,0,-0.0256207382999933,0,0,0,0
ARPP19,0,-0.0258562487717525,0,0,0,0
CPNE3,0,-0.0267399722675079,0,0,0,0
KAT6A,0,-0.0274215549614246,0,0,-0.005973109,0
HLA-DMA,0,0,1.07589265598161,0,0,0
CD44,0,0,0.657178894115304,0.692570053324848,0,0
PIP4K2B,0,0,0.648053841804629,0,0,0.38686843511024
AURKB,0,0,0.544980012102524,0,0,0.718879920996184
CSNK1E,0,0,0.402476089997942,0,0,0
CCL2,0,0,0.365542888200026,0.569673021528004,0,0
IKBKE,0,0,0.362397822454731,0,0,0
BMP4,0,0,0.349373848907583,0,0,0
TFAP2A,0,0,0.341832996830705,0,0,0
BACE2,0,0,0.306473786590998,0,0,0.227309111030316
MYCBP,0,0,0.297077854213064,-0.00180850999714787,0,0
ENOSF1,0,0,0.295230830984334,-0.00576581615158933,0,0
EIF4EBP1,0,0,0.293194327254155,0,0.270709054,0
NET1,0,0,0.293094301456498,0.166053624457941,0.245668722,0.238444766067129
CXCR4,0,0,0.284344674417608,0,0,0
ERBB2,0,0,0.275809121454596,0,0,0
RPS6KA1,0,0,0.266294686577573,0,0,0.205174618531509
FCHO1,0,0,0.265067525069567,0,0,0
NOL3,0,0,0.264310084853562,-0.00276448975818655,0,0
LSR,0,0,0.26047203632026,0,0,0
TGFB3,0,0,0.256412133947087,0,0,0
IQGAP1,0,0,0.248026737885612,0,0,0.239646578124027
STXBP2,0,0,0.244130858358716,0,0,0
PYGL,0,0,-0.000547791297327942,0,0,0
APP,0,0,-0.0017625080963601,0,0,0
RALA,0,0,-0.0021709070556311,0,0,0
PAPD7,0,0,-0.00271093308332644,0,0,-0.00279947273032592
DNAJB6,0,0,-0.00289992583119949,-0.00564570156164877,0,0
ME2,0,0,-0.0029785810807589,0,0,0
ST3GAL5,0,0,-0.00301249398847383,0,0,0
HAT1,0,0,-0.00342547366822905,0,0,0
VGLL4,0,0,-0.0037170346169433,0,0,0
EED,0,0,-0.00397915330885749,0,0,0
ACLY,0,0,-0.00399918063301893,0,0,0
CYB561,0,0,-0.00407758138498868,0,0,0
TMED10,0,0,-0.00413704431458835,0,-0.003094125,-0.010034774305244
SACM1L,0,0,-0.0043095008225245,0,0,0
TOR1A,0,0,-0.00435936897076197,-0.00634096770018748,0,0
SATB1,0,0,-0.00442913846677346,0,0,0.275955801515417
BID,0,0,-0.00494306807351005,0,0,0
MPC2,0,0,-0.00593347440043517,0,0,0
DPH2,0,0,-0.00599291341088972,0,0,0
DCUN1D4,0,0,-0.00612332040484739,0,0,0
ADH5,0,0,-0.00618074558615846,0,0,0
EXT1,0,0,-0.006461284362787,0,0,0
BPHL,0,0,-0.00654781037012953,0,0,0
JUN,0,0,-0.00659526754998899,0,0,0
CCNE2,0,0,-0.00692732839498419,0,0,0
GAPDH,0,0,-0.00749491002250243,0,0,0
RAI14,0,0,-0.007501602116603,0,0,0
PRKCQ,0,0,-0.00755484513147307,0,0,0
CXCL2,0,0,-0.00762617940504949,0,0,0
MFSD10,0,0,-0.00839413471112753,-0.000218529794727124,0,0
CEP57,0,0,-0.0088020220759346,0,0,0
PDGFA,0,0,-0.00909397632696007,0,0,0
TRAM2,0,0,-0.00951905521526284,0,0,0
GNB5,0,0,-0.0098735752714391,0,-0.008044045,0
NUP93,0,0,-0.0101138946457206,0,0,0
CRKL,0,0,-0.0105793068647912,0,0,0
ABCF1,0,0,0,4.05578472196209,0,1.24792978828655
CDK7,0,0,0,0.621686063484417,0,0
UBR7,0,0,0,0.614693924705634,0.496094507,0
CD58,0,0,0,0.349341862794697,0.261162097,0
BIRC5,0,0,0,0.325112823835145,0,0
BUB1B,0,0,0,0.319934604307624,0,0
HOXA5,0,0,0,0.28775176320646,0,2.5658268140686
FAS,0,0,0,0.240492041691208,0.26019799,0.420195078183197
TOP2A,0,0,0,0.236840050616497,0,0
PCK2,0,0,0,0.229683533537796,0,0
LOXL1,0,0,0,0.228061089707459,-0.005118214,0
ABHD4,0,0,0,0.217845789023934,0,0
PRSS23,0,0,0,0.20549967244962,0,0
DDB2,0,0,0,0.197506271729392,0,0
PPARG,0,0,0,0.184553365169604,0.278695331,0
IL13RA1,0,0,0,0.183660875966624,0,0
MTHFD2,0,0,0,0.163520836425806,0,0
PROS1,0,0,0,0.160019369222039,0,0
EBP,0,0,0,0.157239447793206,0,0
EGF,0,0,0,0.156921603487415,0,0
PLA2G4A,0,0,0,0.155926421747487,0,0.292222993543501
CRK,0,0,0,0.154976972998662,0,0
CAT,0,0,0,0.152669561530339,0,0
PIK3R4,0,0,0,-0.000384888224194746,0,-0.00415426192984429
SENP6,0,0,0,-0.000521916903118042,0,0
CSRP1,0,0,0,-0.000545296731770649,0,0
FOSL1,0,0,0,-0.000715396655664775,0.25956474,0
BLVRA,0,0,0,-0.000930312008916825,0,0
LRRC41,0,0,0,-0.000936327007169915,0,0
LGALS8,0,0,0,-0.00113825867072473,0,0
BECN1,0,0,0,-0.00120711597390221,0,0
APPBP2,0,0,0,-0.00128627054392387,0,0
MAP2K5,0,0,0,-0.00148336989391446,0,0
PRR7,0,0,0,-0.00166549021530362,0,0
HSPD1,0,0,0,-0.00172789199698577,0,0
BAD,0,0,0,-0.00180874981884894,0,0
CGRRF1,0,0,0,-0.00213389137550259,-0.001748507,0
TRIB3,0,0,0,-0.00225461795331912,-0.001035949,0
GTPBP8,0,0,0,-0.00227301638757038,0,0
CAPN1,0,0,0,-0.00303537329223476,0,0
CDK6,0,0,0,-0.0035410714844199,0,0
CTTN,0,0,0,-0.00397783318850699,0,0
MAPKAPK3,0,0,0,-0.00404515498460146,0,0
STK10,0,0,0,-0.00404914899252801,0,0.200188109566602
CDH3,0,0,0,-0.00432079085690807,0,0
RASA1,0,0,0,-0.00451251830164681,0,0
EFCAB14,0,0,0,-0.00465986845259977,0,0
MAP7,0,0,0,-0.00498696653894023,0,-0.00635989604431047
IGF2R,0,0,0,-0.00531438677730836,0,0
BRCA1,0,0,0,-0.00546069460934683,0,0
NMT1,0,0,0,-0.00557102171237232,0,0
MCOLN1,0,0,0,-0.00569202290855677,0,0
SPTAN1,0,0,0,-0.00572516768941567,0,0
TIPARP,0,0,0,-0.00598401720545807,0,0
SGCB,0,0,0,-0.00604925836042097,0,0
PRKCD,0,0,0,-0.00616784508705394,0,0.203182769237507
FZD1,0,0,0,-0.00630175049945038,0,0
RRS1,0,0,0,-0.00651561734663105,0,0
ZNF274,0,0,0,0,6.59E-05,0
HOXA10,0,0,0,0,1.88994454,0
MYBL2,0,0,0,0,1.11056051,0.51883585417819
E2F2,0,0,0,0,0.93973063,0
STAP2,0,0,0,0,0.545766228,0
IER3,0,0,0,0,0.292944525,0
CD40,0,0,0,0,0.288843546,0
PLK1,0,0,0,0,0.265786467,0
FAH,0,0,0,0,0.251442428,0
FBXL12,0,0,0,0,0.235154116,0
ORC1,0,0,0,0,0.218523489,0
PLSCR1,0,0,0,0,0.210243874,0
HMOX1,0,0,0,0,0.206123446,0
CASP10,0,0,0,0,0.200229156,0
TSKU,0,0,0,0,0.192791455,0
BAG3,0,0,0,0,0.192044677,0
UBE3B,0,0,0,0,-0.00046871,0
HYOU1,0,0,0,0,-0.000894953,0
NVL,0,0,0,0,-0.001357372,0
CLTC,0,0,0,0,-0.001414266,0
RHEB,0,0,0,0,-0.00166235,0
MLLT11,0,0,0,0,-0.00205001,0
FBXO21,0,0,0,0,-0.002306447,0
TRIB1,0,0,0,0,-0.002602749,0
KLHL9,0,0,0,0,-0.003117592,0
MBNL1,0,0,0,0,-0.003130958,0
CAMSAP2,0,0,0,0,-0.003241598,0
AKT1,0,0,0,0,-0.003298952,0
DDR1,0,0,0,0,-0.003487464,1.33603469164477
DNAJC15,0,0,0,0,-0.004058775,0
KIF20A,0,0,0,0,-0.004890695,0
PTGS2,0,0,0,0,-0.005255768,0
PPARD,0,0,0,0,-0.00589075,0
RNPS1,0,0,0,0,-0.005921704,0
SESN1,0,0,0,0,-0.006119579,0
SCRN1,0,0,0,0,-0.006263102,0
S100A13,0,0,0,0,-0.006721761,0
HEATR1,0,0,0,0,-0.006746278,0
FAM57A,0,0,0,0,-0.006771408,0
TXLNA,0,0,0,0,-0.006820469,0
UBE2J1,0,0,0,0,-0.007195385,0
SMNDC1,0,0,0,0,-0.007313907,0
CDC42,0,0,0,0,-0.007563184,0
CBLB,0,0,0,0,-0.007698527,0
ZNF395,0,0,0,0,-0.008518046,0
DYRK3,0,0,0,0,-0.009137946,0
LYPLA1,0,0,0,0,-0.009256024,0
MEF2C,0,0,0,0,0,0.444621346307373
CDC20,0,0,0,0,0,0.412755595771675
FUT1,0,0,0,0,0,0.309574231086222
VAV3,0,0,0,0,0,0.30392994418629
CCNB2,0,0,0,0,0,0.289662547840138
PLEKHM1,0,0,0,0,0,0.27743677547662
SYK,0,0,0,0,0,0.244290476901985
GPER1,0,0,0,0,0,0.233005229832671
PAK1,0,0,0,0,0,0.226693547922199
CSK,0,0,0,0,0,0.217689833697968
TGFBR2,0,0,0,0,0,0.207551199914436
ISOC1,0,0,0,0,0,0.203453385015704
EDN1,0,0,0,0,0,0.196712398768233
PLS1,0,0,0,0,0,0.194871804203241
PRKCH,0,0,0,0,0,0.194095796743283
GNA15,0,0,0,0,0,0.193777983191468
MAP4K4,0,0,0,0,0,0.190853557984115
EVL,0,0,0,0,0,0.189469123307028
MBNL2,0,0,0,0,0,-0.000105475078998381
UBE2A,0,0,0,0,0,-0.000118382391260595
HADH,0,0,0,0,0,-0.000165223801673406
TCEAL4,0,0,0,0,0,-0.000416031329356676
ITGB1BP1,0,0,0,0,0,-0.000803612682062856
IPO13,0,0,0,0,0,-0.000807398219226625
POLD4,0,0,0,0,0,-0.00102299697694801
LSM5,0,0,0,0,0,-0.00192990408995135
CTSD,0,0,0,0,0,-0.00247915190517879
CYCS,0,0,0,0,0,-0.00253819615266982
PIK3C3,0,0,0,0,0,-0.00333229626022421
FBXO11,0,0,0,0,0,-0.00352651817136779
SMC3,0,0,0,0,0,-0.00398471893963317
EXOSC4,0,0,0,0,0,-0.00425313042830723
BCL2,0,0,0,0,0,-0.00470071148054323
AGL,0,0,0,0,0,-0.0051584572580107
GNPDA1,0,0,0,0,0,-0.00523072675298294
TPD52L2,0,0,0,0,0,-0.00528340562668846
RBM6,0,0,0,0,0,-0.0055206052642014
CIAPIN1,0,0,0,0,0,-0.00628119488462372
ELOVL6,0,0,0,0,0,-0.0063584701250002
RRAGA,0,0,0,0,0,-0.00687547722246496
BNIP3,0,0,0,0,0,-0.00687947760402114
PARP1,0,0,0,0,0,-0.00716722010424428
PCM1,0,0,0,0,0,-0.00773858705952087
ZMYM2,0,0,0,0,0,-0.00781509474488372
TERF2IP,0,0,0,0,0,-0.00871666604992911
VAT1,0,0,0,0,0,-0.00922143050996835
POLR2K,0,0,0,0,0,-0.00926311134360225
HDAC2,0,0,0,0,0,-0.00955376723967671
MAPK1IP1L,0,0,0,0,0,-0.0100972212030983
OXSR1,0,0,0,0,0,-0.0103449802172501
PMM2,0,0,0,0,0,-0.0105230553184814
