Name_GeneSymbol,AI,CG,DLPFC,NAA,OFC,SUB
SRC,-0.00934522944389446,-0.0394185425319145,0.013315539,-0.143266181783099,0.044160138,-0.26307664548906
XPO7,-0.0140013460289088,-0.0634289733749781,0.105375515,-0.0669853823150342,0.023812355,-0.0658030473182714
PIN1,0.0410442568772174,0.0934017522184265,0.179304471,0.0480799964532279,0.426944602,-0.114655432066542
NGRN,-0.0316316390792657,-0.0277977743645597,0.163632927,-0.0893369131117067,0.267541521,-0.042117432334471
CSRP1,-0.100202533397113,0.162234120884542,-0.297525917,0.0647518788072427,0.074533792,0.169014786829068
FCHO1,0.0349483161742642,0.170387856907085,0.000624418,0.299903850177112,-0.057053921,-0.0945631576397154
SLC35F2,-0.0233734534341772,-0.0525261405528369,0.062999891,-0.272905554506822,0.02901328,-0.000974699745181072
AMDHD2,-0.00141994105664819,-0.162340646173255,0.025739928,0.122701360991785,0.363444387,-0.145238417410351
PPP2R3C,0.0290104397388748,0.0174535449489434,0.12875191,0.00200149521582299,0.157816092,0.142288822067298
PNP,0.0762396455759261,0.119881981987512,-0.029859405,0.0303348569617927,0.28902367,0.341236647675299
DUSP22,0.0607804269401317,0.0771355419042663,0.104688111,0.0259636456436198,0.039874429,0.0249457941444331
SLC25A46,-0.107298392560611,-0.00890461644843718,0.3315212,-0.00863005588973837,0.205569491,0.149282360910995
CAMSAP2,-0.0494472619812975,-0.0696483693010013,0.187946895,-0.0270748173937174,0.003833847,0.0115388377603793
ZNF589,0.0980296599360742,0.0133931535373379,-0.151567341,-0.053244422036034,-0.192885114,-0.0594533583463919
SMNDC1,-0.0703367870485919,-0.0653752235864392,-0.106570987,-0.0789570113973942,-0.022692113,-0.0805031650229992
MAN2B1,-0.0566157288181652,0.101121609710624,-0.119789791,0.0639084408171028,-0.018625181,-0.0647596142293768
FHL2,-0.179253902104979,-0.102425197696377,0.066928113,-0.332204588506949,-0.012339785,-0.175137472652972
HYOU1,-0.0689069077683173,-0.103731121292145,0.028497826,-0.136051421880999,0.007596022,-0.0964912871913064
MBOAT7,-0.0387129067033063,0.127655859554388,-0.439948214,-0.857060879690685,-0.116921882,-0.33715660641951
MKNK1,0.213808029180828,-0.0139577849548033,-0.194401661,0.00735550084951663,-0.04716308,-0.0192487108500567
ICAM3,0.108817054814762,0.11922041301241,0.131523717,0.290594420804703,0.192830739,-0.0678867459351071
P4HTM,0.00652597908260532,-0.0418247340065267,0.059144727,-0.0503786953096281,0.199097258,-0.126246566613618
CBLB,0.083495948831397,0.0855228728779471,-0.134521348,-0.0377361678609583,-0.155306054,0.158723668096093
NFE2L2,0.0487198250924554,0.135322154264162,-0.04760967,0.0920209289229954,0.060785953,0.165161994627903
RAB11FIP2,-0.0429296335886381,-0.103443206655801,0.158581,-0.0672545477467784,-0.009284479,0.0324420511554889
SLC35A1,-0.02377803064281,0.00624301224051942,0.017559457,-0.00487444794157749,-0.025684396,-0.00504492346135026
GNAI1,-0.0417402695922446,0.0695272837753176,0.34451487,0.00340339897172732,0.125890306,0.22661898281385
HPRT1,-0.184291345612133,-0.175036510713057,-0.03154032,-0.201917604661548,-0.010656151,0.0415234999750398
PLCB3,0.112032638778422,0.0950013080472695,-0.096752206,-0.248316913287667,0.239243471,-0.182561050860068
ALDH7A1,0.106522674706762,0.0744763070934508,-0.292525183,0.0287554515271092,-0.039408534,0.00976786646584031
PLSCR3,2.49842754666291,0.420217839097973,-0.343219177,-0.438824807140234,0.335085776,0.677793174726327
EPN2,0.0522028802885243,-0.0194040899591983,-0.008141899,0.144724778251891,-0.050770429,-0.106782934745206
APP,-0.0362057657942357,-0.0709033850876268,0.150827968,-0.0636096120089022,-0.084247161,-0.0336133316552567
SMARCA4,-0.082436086039851,-0.177323617165857,-0.232972793,-0.161015355615295,-0.340139646,-0.25264367342167
TIMM22,1.21356186039052,0,-2.188664831,1.15299404727905,0,0
TIMP2,-0.0339034100749799,-0.0460967173921008,-0.091187346,-0.237715963033404,-0.273825505,0.00177771505265134
PLA2G15,0.0876822865912457,0.00241943441760358,0.138530106,-0.101589513549314,0.365352989,-0.0443951895812822
