Name_GeneSymbol,NAA,PFC
SRC,-0.0421764407068706,-0.108394052873733
XPO7,0.0268536928767183,-0.0291732276230004
PIN1,-0.0302565134652133,-0.032979959476199
NGRN,0.0646403335121083,0.126785352649103
CSRP1,-0.00114939625222143,-0.20151314547143
FCHO1,0.0481400283463356,0.0539692644502315
SLC35F2,0.0466987649725608,-0.00964449645054404
AMDHD2,0.0996961419340071,0.0848940924947826
PNP,-0.0100888527441158,0.456331725884029
DUSP22,-0.00902372814729815,-0.0616917135175688
SLC25A46,-0.0265163081049998,-0.0288948704937681
CAMSAP2,-0.0354877952395425,-0.0276796811225813
SMNDC1,-0.0819720678902405,0.018935237616381
MAN2B1,0.114240142487166,0.175815057645424
FHL2,-0.4181048871576,0.0204468380649673
HYOU1,-0.110473175934575,-0.126223262400831
MBOAT7,-0.0213366850173318,-0.0227278844682056
MKNK1,-0.0392713572072908,0.0579152488062244
P4HTM,0.0256278727239495,0.055097983774577
CBLB,-0.00128350847500883,-0.0172199726540317
NFE2L2,-0.00487196105792665,-0.0814535302682716
RAB11FIP2,0.0225442662071258,0.0103756108301776
SLC35A1,0.0260835865634034,-0.0365336015585967
GNAI1,0.0143920363492991,0.0180342033898749
HPRT1,0.130262522056107,-0.0180376543364916
PLCB3,-0.145656282380572,-0.221128100475928
ALDH7A1,0.0378156058433584,-0.0294810300526544
PLSCR3,-0.0388859086049659,-0.099047014408265
EPN2,-0.0491621743913506,-0.0418899871901075
APP,-0.0451822572037305,-0.11637801426316
SMARCA4,-0.0576154823854751,-0.10223382170528
TIMM22,0.0202762970852395,-0.0250195573774638
TIMP2,-0.00569604734619046,-0.0759810720315993
PLA2G15,-0.0322002007461898,0.0164130433494398
RPA3,0.0771769149398091,0.141888857911191
NR2F6,-0.130111106422014,-0.0806573300220865
YTHDF1,0.0493648653287848,-0.0869340796908122
PPP1R13B,0.00780156213073861,-0.0360514150869169
KLHL9,-0.0907791439973319,-0.0326879931667944
COG7,0.0235904471796606,-0.0470123553754639
TIMM9,0.0680787575886628,0.0751264798231902
HS2ST1,-0.0189271041909227,0.00117212892195574
HIST2H2BE,0.0360800244586486,-0.097076823392659
GOLT1B,0.0334184307173067,-0.066468401208737
HADH,0.0652059126088876,-0.0104853668824295
SSBP2,0.0672821066481924,-0.0546717974678056
VPS28,0.0565664510430089,0.000283641038203233
RPN1,0.0132018898886888,-0.0827323766663535
MAST2,-0.117104453338055,-0.0879445637305855
SUPV3L1,0.0446376213226241,0.0311097415375229
NMT1,-0.025304582541722,-0.0791913818732045
CCNA2,0.080423334881765,0.0920068713820674
PIK3R3,-0.0659115028148107,-0.0236455664027417
ABL1,0.0346493386116454,-0.0797620224245177
TOPBP1,-0.0338242299489467,-0.0168278520802079
IFNAR1,0.0572854248571795,0.00593850967624992
CDC20,-0.153306427388188,-0.367496538191516
MEST,0.0278568374713324,0.0764475287751794
LSM5,0.0279827379980193,0.42517572883857
CDK4,0.0545161021326576,0.0576589021155029
S100A4,-0.149183877963082,0.15743346219648
YKT6,-0.00885768598908984,-0.0902882211601448
HLA-DMA,-0.0153924088156291,-0.100601303639065
PHKG2,-0.00236235919790635,0.0619148344316318
PPARD,0.18932942477179,-0.250041521765165
DNAJA3,-0.032922610037127,-0.033599082288643
CASP3,0.166385155638388,0.141369539700386
NUDT9,0.0341760430452435,0.0220426349951445
