Name_GeneSymbol,NAA,PFC
SRC,0.00947523905487784,0.0119906222240412
XPO7,-0.0299233752172868,-0.111481911308578
PIN1,0.0959199766050986,0.178088695015128
NGRN,0.0850510909999699,0.0796563903274422
CSRP1,-0.0360134101164019,-0.00360269677303386
FCHO1,-0.0960711733563932,0.0922271995115831
SLC35F2,0.0137537819195698,-0.128280090450924
AMDHD2,-0.0586345068666255,0.23635363698282
PNP,-0.10986972480036,0.739881173629385
DUSP22,0.14128280540921,0.0383956871733088
SLC25A46,0.084377827548698,-0.118638644623836
CAMSAP2,-0.0162690420386336,-0.0869403398613535
SMNDC1,-0.0813464518332093,-0.00510212692574534
MAN2B1,0.0250681712391251,0.121612886243993
FHL2,0.729847864315014,0.0444763749862675
HYOU1,-0.0266781206489002,-0.0287099150900906
MBOAT7,-0.12624102343496,-0.0488032391125486
MKNK1,-0.0311355106534631,0.00247387048066754
P4HTM,-0.0326920148491225,0.116569151191232
CBLB,0.104442516460092,-0.0221448075384512
NFE2L2,-0.128636923484655,0.0291540325549236
RAB11FIP2,0.00557657739578346,0.018474235727981
SLC35A1,0.137157581210142,0.0927440115010507
GNAI1,0.0102655375091065,0.0334021769492774
HPRT1,0.0947777841146874,-0.0575122449001101
PLCB3,-0.141745586487768,-0.0862019223699076
ALDH7A1,0.0953041512983464,0.0189206264555405
PLSCR3,-0.117873600342636,0.208177410241481
EPN2,-0.0323009743340807,-0.0561989572192211
APP,-0.0316425957686597,-0.14883518714147
SMARCA4,-0.0846363189471591,-0.109406005851787
TIMM22,-0.00825444111284108,0.0169602398991079
TIMP2,-0.00242402806659822,-0.0774955609117393
PLA2G15,-0.0954251589983196,-0.164076847679749
RPA3,0.22286714347945,0.0882693137303187
NR2F6,0.00568889798291382,0.308316245724772
YTHDF1,-0.014091508091363,0.0179060953147315
PPP1R13B,-0.0350499068093957,-0.0561134236096246
KLHL9,-0.0372301406081949,0.00454386517317312
COG7,-0.0204978399098193,-0.0215968301105059
TIMM9,-0.0924601322527493,0.0449577029454053
HS2ST1,0.00366000602784966,-0.0280173076702038
HIST2H2BE,-0.154265483437394,-0.111310200693316
GOLT1B,0.0642384160663523,-0.0872907888167572
HADH,-0.0148788126582625,0.104115015176382
SSBP2,-0.00673568125339507,-0.120917284160369
VPS28,-0.0665555784426371,0.000763256253580228
RPN1,-0.0143371978982068,-0.0248436622558941
MAST2,0.0427497896114795,0.000441765602198282
SUPV3L1,0.0102656660486887,0.0250595687060166
NMT1,0.0563766476049387,0.0541832757631727
CCNA2,-0.207595652234908,0.125174381503257
PIK3R3,0.0923776178431817,-0.0203211844305973
ABL1,-0.128065746213467,-0.0395986851488318
TOPBP1,-0.0399635664838047,-0.0332318888758935
IFNAR1,0.0546318747135189,0.0294600696025353
CDC20,-0.58461699523263,0.444023628592825
MEST,-0.118497115784041,-0.0695757951155115
LSM5,-0.101543564542353,0.142182288636028
CDK4,-0.0659258309451904,0.116991506940281
S100A4,-0.131597195595559,0.3001537263739
YKT6,0.0248417528729777,0.0883378314674831
HLA-DMA,-0.0726775046319738,0.0660226603991507
PHKG2,-0.0251635359715618,0.201656489243469
PPARD,0.212843131418912,-0.0075947887692995
DNAJA3,0.0227241717396906,0.00657926530070221
CASP3,0.133954929486677,0.212156038462869
NUDT9,0.0179606401921125,-0.0106698758553619
CTSD,0.0418709946523594,0.0255427935872927
TMEM2,-0.110499862006865,0.0214025469576665
WDTC1,-0.023205758983552,-0.0307750100333008
MOK,-0.185821854325486,0.0589274447256534
EAPP,0.0513721924084442,0.00809370210854979
FAH,0.014163828203316,0.173957111113004
KIAA0100,-0.0317377519980521,-0.0751011038185473
CETN3,0.121247238630177,0.0194782019675961
HMGCS1,0.130290931641089,-0.103071452880781
CDC42,0.0372331477991082,-0.0270277396217667
GLRX,0.37442897443706,0.187609611399937
MFSD10,-0.16087766486162,-0.0436752145956979
PAPD7,-0.0109638043205082,-0.108954434229206
PRUNE,-0.00991799269019972,0.0287054355685008
TSPAN6,-0.0680379151522513,0.0555988426622193
PAICS,0.0971860600575546,0.100922591063686
GTPBP8,0.0301268110516914,0.0775063213736539
TGFB3,-0.0370924857912329,-0.132621886754927
ANXA7,0.0898113184931554,0.0116408995562639
PRKAG2,-0.101674002463587,-0.144604358704209
MCOLN1,-0.0237967650642395,0.0402775222689864
SDHB,-0.0100300959011672,0.142935629241628
LGALS8,0.0971329168555216,0.0342496880722668
GPER1,-0.0016390904738111,0.0281577721021622
MYCBP,-0.000777589335104211,0.0181055454911099
SLC1A4,-0.113411859658612,-0.147768827497284
GFPT1,-0.133363456331536,-0.0520201537036362
KDM5A,-0.00212882301424274,-0.103328304540499
NOTCH1,-0.162035932643822,-0.0780568916759336
LAP3,-0.047694815827945,-0.00284541621077169
ST3GAL5,0.017895268635823,0.0402850029275158
PRR7,-0.240463121411061,0.194378441354237
RPIA,0.146114399925757,-0.0863950138395511
EDN1,0.0526190929478254,-0.355250178235374
