Name_GeneSymbol,AI,CG,DLPFC,NAA,OFC,SUB
PLSCR3,1.99104792017392,0,0.262467830397898,0.475440761060239,0,0.622424895711241
TERT,1.06037934485031,0,0.719650682069979,0.127891769436879,0,0.257211164599565
TSTA3,1.03810185274895,0.508429315052918,0,0.57961141179418,0.65163495572572,0.16950882083181
HSPA1A,0.959396787608609,0,0,0,0.658500437655328,0
INTS3,0.88075520452578,0,0,0,0.490143620944819,0
TIMM22,0.701012919876025,0,0,0.633799850514065,0,0
RNH1,0.668218519513541,1.23903266794643,0,0.295466848921551,0.66537069160005,1.34440838721613
S100A4,0.627851123077881,0.766916260358786,0.511127765992089,0.293641011884159,0.520582083940714,0.157118044173309
HMGA2,0.491361219878072,0.317995130951208,0,0.378802272612613,0,0
IL1B,0.490022020615217,0.800170015451044,0.755932008066329,0,0.524587943480563,0
IER3,0.47753106469268,0.282804880939647,0,0,0,0
CCDC85B,0.463849665491232,0.224390486216069,0.232822211754285,0,0.317434026263862,0
GATA2,0.4597981694134,0,0,0.113877287638698,0.348019236436446,0.439237750592815
COL1A1,0.452403900546296,0.428559233218921,0.570982773460156,0,0,0
SFN,0.449253819249281,0,0,-0.00720441395356549,0.309737560178031,0
MYL9,0.437728980807531,0,0.241701950020406,0,0.292802853741325,0
GATA3,0.427173480207093,0.582410053464509,0,0,0.622063556762138,2.55088084018198
CDK7,0.40731849059924,0,0,0.178309796274507,0,0
PLK1,0.400013841616612,0,0,0,0,0.106971416649692
MYCBP,0.390709958493721,0.388905414339246,0.357877730407784,0.552778245010512,0,0
RAC2,0.379826983803113,0.306139147702523,0,0.105918222850579,0,0.280378697358914
PRR15L,0.369489684729679,0,0.135100905862166,0,0,0
LAMA3,0.364245570791295,0,0,0.297990118766618,0,0
IGF2BP2,0.346386050494764,-0.0136543452723661,0,0,0,0
IL4R,0.318055769394531,0.236436294683564,0.334981908084657,0.143816363216474,0.232102445638666,0.231804381690967
PAX8,0.30707900087743,0,0,0,0,0
NOS3,0.305710694744249,0.286049739666499,0.247330713369725,0,0.369829902379042,0.135723966820967
MRPL12,0.297891121951888,0,0.169036056373541,-0.0115372987655375,0,-0.0155468835121396
ICAM1,0.292599953598526,0.388276686239548,0,0,0.391499318350736,0
HOOK2,0.287954782334358,-0.000722929841924071,-0.0172252329411586,0,-0.0188007988231951,0
BIRC5,0.287949738613685,0,0,0.447237538192784,0,0.303876869729362
PTPN6,0.284846640023371,0,0.16967749578038,0,0,0.204466154844347
TSPAN4,0.284575919612159,0.149530339049971,0,0.194261347146638,0.29738467423162,0
STAP2,0.283593098957694,0.153280690391578,0,0,0.512273613309555,0
