Name_GeneSymbol,AI,AI_Pval,CG,CG_Pval,DLPFC,DLPFC_Pval,na,NA_Pval,OFC,OFC_Pval,SUB,SUB_Pval
WDTC1,-0.0131620295819113,0.845960455805587,-0.0654026638613101,0.489131231303479,0.0192410712712402,0.779655629194213,0.0734660434156492,0.426953161998191,-0.0774278705997616,0.324696448598609,-0.0626646863597184,0.47200753304693
MOK,0.099047109720621,0.312894125153413,-0.0878330276269607,0.394158612820299,-0.0540525342722118,0.598825867588838,-0.0268787474294641,0.827927791988841,-0.130186680805128,0.15044636317851,-0.220602271666193,0.0232712034605028
EAPP,0.0243597869788602,0.713364715574424,0.0303177107620384,0.747378874662447,0.0701961511991593,0.308906221421648,-0.0158569072723559,0.832647341932055,0.0640136876863958,0.40101490470064,0.00452203305184568,0.958595042810264
FAH,0.0819466302858766,0.719485759855413,0.0761569355227509,0.774140657261285,0.0323683532481564,0.897969553985513,-0.00651390446019217,0.977609889227665,0.0893581583324648,0.689252440419043,0.135026307213872,0.558124042828466
CETN3,0.0881438762267449,0.375307051899258,-0.0536680368925185,0.626050804461709,0.0325507123066023,0.735455293497239,-0.0917127231957142,0.240383259308826,0.0381142597994504,0.744108306619177,0.0124115533992368,0.908476691105273
HMGCS1,-0.0954077657503056,0.302408849868317,0.0457238651530233,0.741759071089531,0.0242179728585658,0.772970170139866,-0.137076037137804,0.252326040412459,0.0529252788042623,0.537306636080498,-0.0358618977317297,0.773326003180969
CDC42,-0.106257476143038,0.182787164896077,0.0268110569683246,0.733113536819293,0.0385383224998806,0.521624064659361,-0.0227533069307182,0.77554652334928,0.0769225355465006,0.314595103866058,0.0352689379955491,0.672063100562278
GLRX,-0.0807182423747264,0.409181104733565,0.10646003281393,0.443553872909824,0.0707407796703084,0.440982812698115,0.0462901441223316,0.748331343103365,0.0406270452930068,0.675740447393412,-0.0979497289969749,0.641472497205816
MFSD10,-0.0145273443865648,0.941277789112584,-0.0951786523793665,0.683753080528841,-0.0798967009353882,0.717660953736624,0.0367067951185757,0.90108920842793,0.047544533653049,0.815735842786074,-0.047902982803545,0.840109794036097
PAPD7,-0.0214106010521409,0.75429043123055,-0.0822809046921868,0.372977395592274,-0.061080679897916,0.397827867521158,0.105684948216482,0.283633692712796,-0.154889132343629,0.021440778211168,-0.0726597054314275,0.467189081590543
PRUNE,-0.029224988195263,0.76917195528091,0.0982166327281301,0.472322219026909,-0.0209961533773061,0.853781665486424,-0.00585717436821303,0.961513343200452,-0.017911385803538,0.872860243858708,-0.0433489496535523,0.744982217722385
TSPAN6,0.0565639413839976,0.70100754127889,0.0467376743549637,0.856147561580444,0.00197680503915178,0.988992780391371,-0.14725706020365,0.187543464372073,0.0825302883457246,0.706290836941506,-0.213370492528034,0.187778438282013
PAICS,0.0285103806660708,0.676965593908914,0.103052670504745,0.183047528997199,0.0190352965108929,0.80959941607091,-0.0224325782088997,0.740955538931875,0.0173707810030942,0.772985821417278,0.109645518322368,0.105225621804989
GTPBP8,-0.15273666504286,0.351432198421274,-0.0182534644730002,0.929752842936705,-0.0274129468509455,0.859389530765576,0.0340282370113922,0.823894240716341,-0.0173138079335181,0.907444036436216,0.034560999824585,0.824491155231687
TGFB3,-0.196221879771693,0.129807588938647,-0.0111506802776784,0.95490676093625,-0.0347171082790633,0.787770629871117,-0.00761001577236088,0.957008417843881,-0.170885454837548,0.314006123455068,0.103926027467317,0.35982295965751
ANXA7,-0.028717519111324,0.637528805021966,0.0532529183865942,0.467788819839434,0.0522811905418091,0.309336405247386,-0.0146828689941747,0.771123228204931,0.0527843716168141,0.428193278595182,0.0154494200794621,0.819496464877148
PRKAG2,-0.0490495113709816,0.616975904202338,-0.0675075832473339,0.513949624686722,-0.0492988899934177,0.504188693827464,0.0182161885311748,0.818024422256782,-0.0869870078299534,0.176053767291323,-0.0422311649305497,0.614666464232974
MCOLN1,0.032785725266937,0.884080251074138,-0.0376283366008039,0.886294449422649,-0.0152605637029135,0.940781149216555,-0.0535212884994886,0.874792189941417,0.0147210276202274,0.939683685764922,-0.14240823600446,0.563737535014776
SDHB,-0.0313778661529211,0.672759361156372,0.0252127248019078,0.79390852967225,0.0601955549718941,0.364067330687448,-0.0218891738011612,0.790385982891501,0.136514055594957,0.0572262416885325,0.0510340224428052,0.494542244620787
LGALS8,-0.10569189343967,0.075623171963695,0.00345103275808652,0.971213434292203,-0.00507593068896901,0.941205003631466,0.118749693049363,0.055888724097537,0.0278356328762909,0.672519751373097,0.0232328758424564,0.768654031805098
GPER1,0.210356545396873,0.346382203125669,-0.0740484741727306,0.776469204311845,0.10400834522625,0.672585172044694,-0.119934416038647,0.679966387548419,0.00270027068033189,0.9910155373212,-0.0404094278779682,0.86576960993679
SLC1A4,0.0431180153294168,0.465450894683509,-0.0109141219755927,0.913982374539156,-0.00187781034900297,0.977425563076119,-0.0555725088548991,0.426762744488194,0.0377492302950127,0.584690068388364,0.079326413221151,0.232103689795376
GFPT1,-0.0319493860042363,0.491861683143227,-0.00187092878131347,0.982044036922521,0.00537812491211795,0.895167412274953,0.0157411270896225,0.790772241635578,0.0477108375274457,0.353275836180659,0.00392504684585446,0.949707197749039
KDM5A,-0.0168500451981949,0.629925010266282,-0.0263953351762557,0.60032877764697,-0.0480641554411078,0.293870125370664,0.00614684383433021,0.85473690291606,-0.058573591365512,0.123414258831686,0.00706265758103839,0.850905258968354
NOTCH1,0.0248066320390877,0.837318314556712,0.0699635365026438,0.693043216862359,0.0417642881053326,0.721982102366881,0.027087197067154,0.825395498845323,-0.0613939041860502,0.644243699623738,-0.0114456326575209,0.899839371174926
LAP3,0.00725320889141891,0.921187368103807,0.0814963111228602,0.375699392156598,0.0574033029062557,0.434545762014245,-0.0152888557335439,0.815414994819525,0.0536832710200799,0.499993729477701,0.104675106242558,0.232785740859938
ST3GAL5,-0.0547812310926761,0.347456451718696,0.00843503333208286,0.931109254078859,0.0342299643728006,0.580614951974313,-0.0224692484669875,0.708786427023676,0.0990876639642525,0.093183821324004,0.0807854721196837,0.20101031363554
PRR7,0.0999813072006001,0.50977394397305,-0.00229195706056463,0.988188322143035,-0.0956636045896248,0.568174321517426,-0.00408538239765464,0.977419824064594,-0.143784499215936,0.351991645098101,-0.298678967261189,0.0562730080935002
RPIA,0.0692975657275035,0.757817216644249,0.0629881535475951,0.817392210861004,-0.115991367291081,0.599893171558271,-0.0176793355062371,0.936783813018392,-0.0666754293363052,0.742454607476673,-0.152298034218715,0.490975597658686
EDN1,0.111890592533087,0.579962536125049,-0.149987174949203,0.559044259963104,-0.207679750766867,0.344695540923836,0.0730365156817816,0.700234709502845,-0.0144673664176965,0.940007773372903,0.0102429629919364,0.963921469873558
RPL39L,-0.0977917025622267,0.747202476225468,-0.0476726587759941,0.879283653673763,0.18022202178262,0.525842095282569,0.0230772877783349,0.927131110457356,0.196305626998187,0.502895753671718,0.184551891599157,0.54248241623365
CAB39,-0.0810849872428024,0.237056399899509,0.00192203756171631,0.983232103976759,0.0423576221851212,0.464999954469667,0.0414802831527813,0.377382639198897,0.0561818178542488,0.39637888677394,0.0557930090439326,0.445916391998966
TESK1,0.0492572428682338,0.709478490097604,0.0547969413331176,0.713025152963952,0.0212091740303267,0.866624315843672,0.0531310052201908,0.749770936162632,0.00854260530808518,0.942029176863221,-0.0939428990116594,0.47639684229342
THAP11,-0.0563994994675383,0.728779303653577,0.106368519822063,0.599579877414756,0.0370447731000812,0.789416773134618,-0.0185549561197463,0.914220338373116,0.135311323196587,0.34356251224751,0.0347890939814796,0.835764478759366
HMG20B,-0.0386406223330283,0.837141387313407,0.264885176372535,0.1952288607129,-0.00222002232503311,0.991420900231901,-0.0376024283690228,0.889628529255345,0.0277389593377114,0.886639768305462,-0.0133071963087374,0.946983173595675
SHB,-0.161297120776163,0.357621551177626,0.0313697956709904,0.877168844515879,0.0531170803244666,0.771654180459792,0.0760143007403746,0.634793956768044,-0.21650822260495,0.181431874661471,0.0428321104201904,0.789489273071566
HACD3,-0.0998929439099204,0.117945216453188,-0.00657633911682867,0.934113193429299,0.00400797374099163,0.94396320334885,-0.0308713196349954,0.643412620768014,0.0754113587393603,0.226678117743802,0.0455489154736534,0.544915550381461
ABHD6,-0.197931559668231,0.00734899593971165,0.0621720010319965,0.55629229098503,0.0810052964874862,0.258136177572605,0.0942553893836362,0.32205737810854,0.0233605147141403,0.748351975846445,-0.0463449646881479,0.624866925584996
MCUR1,-0.0105395186053309,0.863925612004285,-0.0339969454356664,0.657912611106632,0.0216259704913151,0.726340014049086,0.0179256760079696,0.824404616741333,0.101874082581945,0.0790733881481577,0.104246552712471,0.132026434026251
PTK2B,0.0123225020476409,0.911847741482778,0.0436968446682768,0.782005877179346,0.0353423511592334,0.7340552706866,0.071209349852454,0.386956411770955,-0.054871680178839,0.62038812107361,-0.178494975208288,0.246159266602132
PPOX,-0.10545077972437,0.553302873331222,0.0302567488875616,0.881470046235792,0.0228615380283789,0.901205922157005,0.00570832768439909,0.978251504608152,-0.0651942956147611,0.682174926592206,-0.0812668664941793,0.691405848688476
IKBKB,0.160097036192357,0.0933893399880024,0.0232895705499302,0.830069052304677,0.0337117401060836,0.742916842360056,0.0296580414712814,0.763516522673507,-0.0129926229057397,0.892586524455481,0.0198614919519425,0.833752414839466
DNMT3A,0.07774191252878,0.480048111231513,-0.0949381855614654,0.327022466987686,-0.0421977610540949,0.620236383660061,0.0311050647280452,0.744281114942784,-0.143850651006301,0.0918516130983168,-0.0615797358813252,0.439216309321283
CTNND1,0.053724167350639,0.719065365548445,-0.0522016463693442,0.80265882597587,-0.100309251755316,0.546664193053539,0.00297596490262685,0.985627972816959,-0.161389498986202,0.260935509040266,-0.0161057602046991,0.921223479057889
CCNH,-0.101796916831413,0.0679266704075537,-0.199342463338804,0.0582170635556491,-0.0906206147607708,0.082569252820859,0.0326747915444556,0.492555233228696,-0.0327753630227558,0.525331109488071,-0.0518945231042656,0.433713821903922
PCNA,-0.131929401226757,0.27617166147766,-0.00285590295617524,0.991984571875475,0.0157530850635239,0.888854437260797,0.0334621399376228,0.760355242457113,-0.0227574911626953,0.830028630119252,0.0411580517476408,0.709631885601592
TBP,0.0394590367482922,0.748303632912134,0.0757506696574543,0.64240064276425,0.0196673983527841,0.878300587649491,-0.0351783559832982,0.785943580803497,0.0275599569878542,0.829635484310973,0.0155590029014669,0.906299833720833
FZD1,0.107084829167236,0.489265968656871,0.0688150491597698,0.716390288282068,0.0358447078592903,0.846840772575349,-0.0131194992620764,0.926889980110914,-0.0390648677361737,0.820581601138193,-0.139949591003274,0.363868267107097
HIF1A,-0.0428870701410806,0.303896386123893,-0.0266497441625056,0.681693530383054,0.00665338519795288,0.884893587479855,-0.0323063072909736,0.514621261832871,0.0458290800135915,0.306120085484694,0.0521373961219062,0.27730413326227
MRPS16,0.00253313032929515,0.957364261875383,0.110704039664611,0.202220570363248,0.0382751931802377,0.617221241949585,-0.0331467264118551,0.634335829535177,0.0865710023744676,0.165077502290292,-0.0294162462209043,0.64847892838972
LRRC16A,0.0457503013220138,0.480453893306174,-0.0845646985183023,0.31604580921557,-0.111832078883202,0.169563636359073,-0.041808842894223,0.473387909671293,-0.0119296739859872,0.856274145297141,0.0725356268530752,0.350846590674963
MAPK1IP1L,-0.0869254102382547,0.158163729441012,-0.0638777370532443,0.460011272300474,-0.078876210791368,0.194796345100395,-0.00570047703069796,0.910690567584268,-0.0419382679981656,0.466947071432034,-0.0114580917593757,0.85004893647488
MBTPS1,0.0144407586959703,0.769341021393628,0.000132110399732797,0.998124682129903,0.0382799059616425,0.430972366803755,0.0537894413659999,0.256592361309417,0.0169229841224526,0.749341429918262,-0.0374725414635848,0.499949596824975
ASAH1,-0.0288350811669805,0.651597025574735,-0.0475704641210077,0.589736048932201,0.0373121521364739,0.437387566961545,-0.0490385675971036,0.463823763428282,0.0834987804233369,0.173619980210339,0.0863214994873656,0.247509133121877
PIK3CA,-0.0992422552343735,0.040535151169139,-0.0380747097953002,0.509916548293739,-0.052304239451381,0.255381286600304,0.00354572869360696,0.937369436279294,0.0148480144540642,0.745884242811316,0.0433741892562435,0.380385028296579
MYCBP2,0.00342469753421628,0.945480772333429,-0.0258700684510191,0.818109938308093,-0.0181683203591858,0.737294063589607,0.0480312053383642,0.29803846728186,-0.0164943636722166,0.78574421057908,-0.0175655962184233,0.790427442238041
FBXL12,0.0232497536900064,0.918735653913992,0.0539487932896135,0.863609370197069,-0.0601698805513043,0.812669202412558,-0.0726060469670008,0.793936926319166,0.0450011196692197,0.835786992635961,0.00903216213515033,0.971216248931718
FUT1,-0.0267621641220404,0.875046455078725,-0.048917361155402,0.840185236441283,0.0597785364061085,0.743674267396993,0.513351929068666,0.312089738095864,0.0246989492764674,0.918157767073679,-0.0279382661560946,0.921436598283645
