Name_GeneSymbol,AI,AI_Pval,CG,CG_Pval,DLPFC,DLPFC_Pval,na,NA_Pval,OFC,OFC_Pval,SUB,SUB_Pval
SRC,0.0634765910528353,0.570618693961785,0.040777858712773,0.778635682126719,0.0627533414512922,0.606513940064492,0.0551366070709371,0.67979778151428,0.00508656605456976,0.965356084118271,-0.0974956545731295,0.466046460683767
XPO7,0.00388857084620485,0.917132908787401,0.00673490713166207,0.923013177314404,0.00232767903044659,0.948024164374223,0.0486520447865477,0.235117207588893,0.030283167827553,0.497646491349132,-0.0559550347511826,0.224539249679667
PIN1,0.0198403861418046,0.759748788881748,0.135488601853039,0.282723231875001,0.0700319716427951,0.39865811071128,0.0221330973042499,0.772366138238,0.0799044790386239,0.204123428424573,-0.0108678494691605,0.871570632501128
NGRN,-0.0466656836564963,0.425494946563331,0.043284657159874,0.670151718945865,0.0595218548317315,0.242078212637661,-0.014891526906939,0.766837519581896,0.133213719024162,0.0493515692634577,0.0461922357338562,0.485354392129912
CSRP1,-0.129801132617046,0.0774071114277204,0.0149497662170436,0.932590254569111,-0.0345246514238865,0.744908549772255,0.0209189126180564,0.786718768421153,0.0106430306038403,0.90402393784197,0.128543452872394,0.104844222740479
FCHO1,0.0122104020282959,0.925586827334195,0.0807813434773946,0.595965406327178,0.169984158677161,0.15375222766612,0.013959902225423,0.920601182000577,-0.0616514185000844,0.567475910277367,0.0317715771583898,0.777143247166605
SLC35F2,0.0158302929329016,0.928363904888845,0.0265729191960917,0.891318875424207,0.057390879137916,0.753989490347764,0.0510306752578574,0.806415365717059,0.053049163542667,0.772464957957423,-0.112848668561128,0.580177101506983
AMDHD2,-0.0236006524310384,0.935681510943261,0.0242584357979506,0.945353046928002,0.0677723281603093,0.808962110404767,0.0434837637117978,0.908081992110898,0.0472282650490869,0.860796521872032,0.0922582455764172,0.774936603143139
PPP2R3C,0.0127708524474716,0.874247423422358,-0.00819635250055306,0.939525448455501,0.0559578872335073,0.513843076920331,-0.0584900726925015,0.48887888336414,0.10482959918157,0.207816000326181,0.0662732194091395,0.531801356960795
PNP,0.0908347167615272,0.662955649441286,-0.0944054629358039,0.632781491108807,-0.0593384066584336,0.779881713370458,0.0991180719860976,0.458329559842584,0.153191981418219,0.476157469986303,0.0368140737905234,0.886297176898666
DUSP22,-0.0106974340806991,0.885651596811106,0.0242782598883391,0.813769173108362,0.0249282695792226,0.764268323914703,0.104117295945736,0.202653849972894,-0.00612192411318315,0.938457398347147,0.0171193390744308,0.816898278244162
SLC25A46,-0.118903930220166,0.166233039220123,-0.0321566987331923,0.783669391803372,0.0530176917921651,0.442737163662715,-0.0150420178041513,0.841240502636333,0.111812775820078,0.199722724294891,0.084311793952203,0.40766744187825
CAMSAP2,-0.0228541026542567,0.602819373132661,-0.0338792256906112,0.708870798440475,0.022891744895398,0.642189319390044,0.0237561774007086,0.591256134456486,0.0267407697624452,0.583884094740405,-0.0172298307048944,0.768131479837544
ZNF589,0.0717505664382353,0.444886960138976,-0.0328848585730717,0.781853342152432,-0.0749508106012889,0.478228467091642,0.0441301185093564,0.700798440464515,-0.109400175358087,0.227066442013226,-0.124162791884579,0.148179377824727
SMNDC1,-0.0137032314054626,0.905916004822603,-0.0443224604846639,0.781965452335289,-0.0569243389189457,0.601967837706577,-0.0228259494231237,0.832497255505057,-0.00815520862657673,0.940776861234484,0.0171664918116167,0.872165531440513
MAN2B1,0.0121673357142034,0.950457615955828,0.0875259207345182,0.647759598246571,0.0623848518134551,0.73418432482874,0.0104148151114392,0.953277938145319,-0.0824529048814663,0.666560665503279,-0.0164582431687331,0.933905638508147
FHL2,-0.150317607415009,0.206996563086553,0.120343839744876,0.613355276212717,-0.0302790424918638,0.798934141552598,0.152770812828251,0.536167812968772,-0.0124861822913336,0.91868253503464,-0.186516574052898,0.337256099517245
HYOU1,-0.0304555898891132,0.520278116888492,-0.0293708515102116,0.704621632714342,0.0172609710674581,0.744550315618804,0.0261284721426096,0.610192050586626,-0.00214859455173776,0.960422901344912,-0.0499922677459964,0.363546864671438
MKNK1,0.236656809155761,0.0161328781225463,-0.035596197700797,0.843323024813751,-0.0307209194721941,0.759491790465022,0.0512861882973432,0.673686794980861,-0.0152386087051468,0.854037153852621,0.0573994382409182,0.583435211104196
ICAM3,0.103418375229694,0.761936912222575,0.259991371312267,0.539544860918601,0.171276768892962,0.61562447281615,-0.121498182556073,0.761510523123058,0.157965100348528,0.652569291167934,0.0511952810386161,0.887107790207313
P4HTM,0.00540575892721258,0.947239976730777,0.0821023047917125,0.482714591058427,0.0666117950820873,0.491382625263789,0.0472428941059798,0.57227432917228,0.0710862179803761,0.355291406658745,-0.0617848736010152,0.478316396154532
CBLB,0.0471165041014176,0.668198057208672,0.0122232353229183,0.915711552091154,-0.0714553331891659,0.507169042665115,-0.0345805276136341,0.695086192904872,-0.0608336109166125,0.552564612054524,0.0533041916616897,0.566041367623183
NFE2L2,-0.0669340592715968,0.400175075718664,-0.0405967051914636,0.751821136668665,-0.0429622119907006,0.604254783590127,-0.0238207171960517,0.719456497215471,-0.0244238677045683,0.788520393449509,0.0869633582140563,0.220899690607834
RAB11FIP2,-0.0556713223580353,0.18022082475679,-0.0860594088048801,0.277020056836764,-0.00935683886794746,0.816050894718833,-0.0323126372432243,0.464225400925013,-0.00497070998423094,0.941195374800931,-0.00914687106658715,0.861378064843265
SLC35A1,0.00957189454626729,0.911138809802892,0.0711797912414295,0.510432042812829,-0.0526987687193192,0.499567061956429,-0.00422936580584409,0.953860776157712,-0.0044672812001404,0.948443812452419,-0.0519958823190127,0.551823256731652
GNAI1,-0.115784521119319,0.205798730789033,0.0155376037205175,0.887005784987403,0.0674154222330666,0.259233985799382,0.100744230131607,0.270171054538582,0.0307368085930044,0.721608392146509,0.0411981346117341,0.685299631111489
HPRT1,-0.0257605860446363,0.677050108861561,-0.054601223483382,0.702334350817982,-0.0302544541747656,0.611742375303149,0.0418796934156927,0.572850730857626,0.0502019373756442,0.360467742406895,0.0511632758791552,0.472851896763487
PLCB3,0.173364803764313,0.304008659580939,0.0764225560799626,0.683791826927683,0.115347246819747,0.527502912603548,-0.0238656961130757,0.89995660008902,0.0542918829833887,0.756684969789696,-0.0170754044829348,0.929263154114465
ALDH7A1,0.0417863720289815,0.600751216270233,-0.0424276667478804,0.747368905257389,0.0252438258861789,0.767218382647545,0.0557415163218435,0.356540028779668,0.0100325900868365,0.906057941942796,0.0850921959011645,0.278690248725078
EPN2,0.00376601789652667,0.948541574572915,-0.0400408006632881,0.605042069366576,0.0509086146511301,0.409778576696586,0.0264460663957212,0.716559894399195,-0.0752630780178589,0.250024830543972,-0.00418394474124841,0.956694284283376
APP,-0.0410880923518488,0.552151654777823,0.0249254878044423,0.814940551855046,0.0367648064463362,0.544412296173139,0.0876026142675628,0.0653170317029029,-0.0394347122883655,0.609600306003902,-0.0366495865640039,0.594450471317045
SMARCA4,0.0317064534859571,0.693079572004827,-0.0448600841143414,0.637432608093472,0.0122851964176656,0.875880290085949,0.0492179276956048,0.547278113957698,-0.143091493673903,0.0933087316331393,-0.0730281758716959,0.320911190831535
TIMP2,0.0174954959577439,0.807694308154936,-0.00532556907651454,0.955725491947478,0.0179019032782157,0.761890231123759,0.0927734805131099,0.419763203155921,-0.0902972765386114,0.26935282949245,0.013232039708694,0.855657757581337
PLA2G15,0.0203925014515744,0.907075497578466,0.0682832613749422,0.767270688143818,0.141416156231637,0.487490669462365,-0.00186000144273816,0.994211919731981,0.136029514972956,0.510263005477401,-0.0662178993795807,0.775461948896367
RPA3,-0.0430189995713518,0.79090369150862,0.137423656620374,0.466753973154842,0.111439249888472,0.437801971940319,-0.0492836305025681,0.71104631446148,0.125678934027031,0.369402281142279,0.070528120610902,0.638756762212904
NR2F6,0.045133488440861,0.801812882239031,0.125957815626265,0.602804985604562,0.145258360751669,0.416352993032787,0.0122304182767947,0.957895201728295,-0.0085187477983752,0.965418391964497,-0.0402156164383205,0.845244132407657
YTHDF1,-0.0178986522008349,0.814373634812361,0.0451422961073077,0.681721856600299,0.0197404276173108,0.792892269745657,0.0192002612748192,0.800274171065372,0.020465737199353,0.772353433272582,0.0145305894573799,0.847508276380678
PPP1R13B,0.0969829885787074,0.201096099682952,-0.0858771196321126,0.407595314376393,-0.00642612633938327,0.923855102317782,-0.00680905660194163,0.939966257538891,-0.0998176064419,0.185022674699639,-0.0988438083788723,0.166886086066895
KLHL9,-0.0876350088476521,0.192093155158446,0.0379319477729539,0.661794625061164,0.0109863397361315,0.842733146327404,-0.00385371406968773,0.955452953487834,0.0305352740217372,0.619632533088185,0.0358185511261778,0.624730513419452
COG7,0.11514786717667,0.423842176568969,-0.0770064020217592,0.642197713479176,-0.0351492373254264,0.789656520705292,0.085621456007658,0.622685256848028,-0.0241769800893669,0.835116780396271,-0.0244904776902035,0.856077709770933
TIMM9,0.0313502738719875,0.819504893027211,0.147553344396809,0.467424365859916,0.0422013727024102,0.770398868920506,0.0164745354068638,0.894726873548058,0.0203077122825267,0.890811825074264,0.0346145392897948,0.809979561944312
HS2ST1,-0.0279815195544158,0.627646690780133,-0.0285928032110125,0.701878017855901,-0.0133497399680657,0.785732040173023,-0.0549555261663425,0.332174862308847,0.0318486148901416,0.525544202082378,0.00854178069593232,0.854726236425842
HIST2H2BE,-0.118582914989808,0.497902199286931,0.0627752781083966,0.734045874583567,0.0840810761776848,0.600571521331872,-0.125966723945785,0.340433486443396,0.0115801360657543,0.942213879298639,0.085798886704905,0.530584377111562
GOLT1B,-0.0716787675616389,0.281572219260821,0.0572668964442951,0.562496994305563,-0.0178308873093441,0.777611180215661,-0.0628812818292992,0.427164608071549,0.0600969982300272,0.405973553433511,0.0531314549130466,0.527270037789898
HADH,0.0290808804744869,0.810418978855481,0.0756083660117483,0.599811045895923,-0.0245546180284626,0.845452381737047,0.0274376067072617,0.822634953862702,-0.00508780825626549,0.966152440389503,-0.0127039558307138,0.919251126070178
SSBP2,-0.0148042308349032,0.777362625340482,-0.0761898112155631,0.324728487364788,0.0193895575345474,0.709113367929487,-0.0493620804368577,0.417905324775197,0.0636642987537495,0.196178131053601,0.0556004607361315,0.468727368028767
VPS28,-0.0761186496244863,0.535369064185903,-0.0207999864451852,0.904340201800657,0.0343371428691628,0.771448271776153,0.0443240967829515,0.846236055165824,0.00841005054428634,0.944658687480712,-0.107582004634254,0.58221709005517
RPN1,-0.0971117495592178,0.147870092831157,0.120596423092211,0.157816008806636,0.0505490036526483,0.397413349968644,0.044020667352335,0.515000977828812,0.091934660756646,0.173400229815737,0.0300329072246004,0.676602699079246
MAST2,0.0248933419028864,0.791033202932001,0.00236212659624683,0.986660003607636,0.0136461568617652,0.875997143738219,0.0532605697145156,0.721930297154122,-0.0818915832690079,0.30743455219435,-0.0489192695571909,0.625732784144909
WRB,-0.00250212002395492,0.969917085496142,0.0962148530682536,0.267217402986874,0.0624038093610982,0.301079463597495,-0.0110526765370553,0.891568456210538,0.0680865252212504,0.411897211758693,0.0349125473748715,0.624046407084868
SUPV3L1,0.00768711575605135,0.911656430611091,0.0426438531039363,0.677639512065171,-0.0231391862332727,0.759293657497751,-0.0299542441529526,0.671543310687664,0.00260251147377064,0.971749583940585,0.0300461041133154,0.724231300619634
NMT1,-0.0219262600260872,0.679400605777494,0.0303685071711051,0.724398185869014,0.051609355094863,0.322120820142302,0.0163637190334425,0.698068270387036,0.0238207572497285,0.702577493328289,-0.000928080769277423,0.983704811759869
CCNA2,0.0322902278395079,0.907862917073933,0.144784284959094,0.650676764357006,-0.0800524328494127,0.770625363215595,-0.0145576975883258,0.958917437623972,-0.0248664018675664,0.918574045261459,0.0231848517085445,0.92637186194107
PIK3R3,-0.00073608749787486,0.99288780245988,0.0582288807839886,0.626378578905483,0.0390303949244844,0.500598475163511,-0.00754755527085351,0.915731614991392,0.0947012793559135,0.0896129783072436,0.125725983484962,0.351464421721221
ABL1,0.00141952187518431,0.988373077220124,0.0774674519905363,0.448738028743511,0.0369805753705886,0.706197073699731,0.0513990552230822,0.633353282529066,-0.0773428442632516,0.399116710079371,-0.0165922738719786,0.847302790387656
TOPBP1,-0.0488047746091346,0.424543579699741,-0.0417399432098513,0.681964957915946,-0.00256387308534306,0.977255513713675,0.0375743986595517,0.498332857486343,-0.0213482357056296,0.752976494382031,-0.0320064594809517,0.62995053868935
IFNAR1,-0.00734851494865281,0.851101569074324,-0.0110349459379081,0.885865175357688,0.0687538268707619,0.130256528061063,0.00870887268194323,0.82479529404956,0.0338828313685864,0.430818410468323,0.0656135776151529,0.122502759786859
CDC20,0.0724299834261874,0.893569441833426,0.163265392475321,0.809446907102928,-0.05464964640331,0.922344522503104,0.131160990214215,0.813350800881476,-0.170971635685359,0.73418826469897,0.269714222037163,0.617364367279862
MEST,-0.0649702402312669,0.446194266269793,0.186181260508991,0.221259256248198,-0.0287869859822835,0.715003977073251,0.0670751428950072,0.417937454344614,0.0273911774703816,0.708674889513307,-0.0298777872965503,0.777853647776053
LSM5,0.0235897986713719,0.863554091636028,-0.0475156282778557,0.757270646024845,0.0156093053856641,0.899431468447941,-0.0916418756028503,0.380617179555163,0.00700695849840665,0.964556606995781,-0.00118630934399235,0.992309976603161
CDK4,0.00730032990420079,0.958286739134992,-0.0268894055514379,0.87901154409026,-0.00892281711245166,0.951253455170906,-0.0213101412107608,0.866707042462716,0.0769114179632062,0.573195329973401,-0.0385619012023581,0.800385445499445
YKT6,-0.00108280095561649,0.991557703487678,-0.0215168516272371,0.816866037007621,0.0827358424327349,0.281945241024115,0.0113917282280259,0.892031819435402,0.0586961132992995,0.393131862225388,-0.0272927244073366,0.741233917035123
PHKG2,-0.0120924485499682,0.929388531265413,0.132022230813777,0.445909307609266,0.0693894090415705,0.640029726514512,-0.0685277011128977,0.675405418770023,0.0791374427807459,0.536812070281843,-0.0479702359227446,0.734943807302716
PPARD,0.129129362375339,0.22320087595586,0.00770886890309248,0.95974241896024,0.0772552119766993,0.464284435266814,0.0412244192914028,0.829474899749099,-0.115369476888726,0.274411678525554,-0.087699767026291,0.422819093700578
CASP3,-0.0853484171348073,0.388338258770519,-0.0959224679533086,0.391448089819315,-0.0895916671558344,0.384367729128057,-0.0356137249399383,0.703423574516641,0.0135915790899326,0.888896201648978,0.0294094841720889,0.822487155196525
NUDT9,0.00558687031490644,0.954707537458313,0.00870440981322258,0.936689788761749,0.0214235688101064,0.826116154568764,0.0517187843756488,0.549609706252669,0.0442046575321647,0.601852809149801,-0.0388458688602696,0.705434176587243
CTSD,-0.102261419369851,0.156028378889159,0.140811232258357,0.371755543876777,0.0425186369618622,0.530157420531548,0.0551921561921354,0.572942847798,-0.0197497263188442,0.804164428148445,-0.0468052381310819,0.557613581031889
TMEM2,-0.061129354355014,0.364967592880683,-0.116718368587017,0.497287988641871,-0.0445286413282357,0.431583457927673,0.181924744070276,0.0410534465909017,-0.119942293036249,0.0571394034581728,-0.148404488878151,0.274306496214009
