Name_GeneSymbol,AI,CG,DLPFC,NAA,OFC,SUB
SRC,0.338752908899112,-0.496048231773951,-0.136980424000502,-0.0901145923117248,0.0435071138263759,0.0454647797098187
XPO7,-0.113687147297795,-0.287159566195687,-0.00862619538304297,-0.072057443504936,0.0474686708393529,0.0222072902425668
PIN1,0.386164993259757,-1.10984521236038,-0.131666675490269,-0.225938459387249,0.173149703552137,-0.0435856886620881
NGRN,-0.113469302306417,-0.87120914835582,-0.0739328532938614,-0.0412206050766319,0.0670230160327725,-0.0263080348091272
CSRP1,0.283160716205777,0.899437597131146,0.125102722986405,-0.00771494982223524,-0.299817981383731,-0.082450815534157
FCHO1,0.0799163136158111,0.576380740261702,-0.307677899276591,0.0289459056429233,0.0592555816107732,0.138596186443704
SLC35F2,-0.0609803137864582,0.150758165117628,0.213954086170063,0.187703374969043,-0.143565390570917,-0.209807076515909
AMDHD2,1.11661399286336,-0.264497574610686,-0.204915442199827,0.181479020151512,0.269824123535593,-0.225464660416273
PPP2R3C,-0.238089143241468,-0.120748524214449,0.0369858687718505,-0.0209659260772336,-0.031629928772304,0.00868230326104556
PNP,0.352976024211047,0.720703140276298,0.308882399036646,-0.335244488372761,-0.0254379731380466,-0.364987714741074
DUSP22,-0.0857287701945602,0.110678520877806,-0.118027918667854,-0.0873121084265605,0.0823598696576032,-0.0346715103588951
SLC25A46,-0.439843401037429,-0.912415191627295,-0.025744635837686,-0.129125862701018,0.000438785315436693,0.0365357101621922
CAMSAP2,-0.200777645024234,-0.864223991359478,0.0112980390556461,-0.17874305854955,0.0200196527422014,0.0967431142403734
ZNF589,0.197344301011185,0.419551826789891,-0.00624741642451671,0.193908210598056,0.0139733895571561,0.0241115480115631
SMNDC1,0.0355749253315298,-0.062314375812256,-0.00476709934384198,0.14610121702762,-0.136513829372714,0.0904113793670385
MAN2B1,0.237811941443184,1.21906213387315,-0.0209731111371221,0.154705138490466,0.0729338974060639,-0.0897267145310645
FHL2,-0.076087511404965,-1.36422137265061,-0.0210798682644133,0.25674823121083,0.0611122673428005,0.10280128614948
HYOU1,0.273799294823835,-0.676517597060873,-0.0726198458266283,-0.180572023003387,0.0431019097325142,0.034493249943974
MBOAT7,0.743865963453835,-2.48493128860073,0.500964781018865,0.143738165265792,0.00313109351636814,0.0443241904175142
MKNK1,0.20861432534284,0.00494820338993066,-0.120363679198414,0.0564287080153747,0.160053367315382,-0.241800649077863
ICAM3,0.187944299936987,-0.468213576599969,0.206347008008783,0.105990388675811,-0.195442159752504,-0.0523752958735274
P4HTM,0.242922473749942,-0.121516085517214,-0.0647647220555032,-0.087050555560398,0.031370006695576,0.0133710680779587
CBLB,-0.0350331630711282,0.624107417732554,0.16612223572364,0.0934160539919612,-0.0301617229959437,-0.0222424014409907
NFE2L2,0.0936930324084193,0.892660972176761,0.166422587814561,0.228409256284224,-0.312174697232971,0.176138031779197
RAB11FIP2,-0.164004942345194,-0.613842246628618,0.0369793939136732,-0.0589132414607179,-0.0303715858804423,0.0426897161574367
SLC35A1,-0.213461425811775,-0.722302178754308,-0.00605012952510094,0.0404431666627923,-0.00983225099890817,0.13974884601854
GNAI1,-0.397244506276709,-0.230556636719375,-0.13490684960486,-0.181196481642649,-0.00235534109870312,0.171616834181299
HPRT1,-0.272032247010271,-1.39661183856639,-0.0840597795193792,-0.0121357248385426,0.219972588104721,0.0718463070664477
PLCB3,0.368024436886957,0.540731018658897,-0.0274378542615756,0.211715487740742,-0.079582460813519,-0.0934979255473904
ALDH7A1,0.167991429710929,0.770244817666816,0.158261588526276,0.0563471774758601,-0.117440405065858,-0.0789614915830569
PLSCR3,-1.06707661387764,1.10091000917278,0.243115406647016,-0.414319898276955,1.48566462358218,-0.626120198989963
EPN2,-0.0586988000299276,0.390760321719515,-0.256505249935539,-0.0382098275432448,0.00746500429492835,0.0397172621792899
APP,0.154093074260509,-0.440157142182507,-0.0743481158888361,-0.163460656849581,0.00795716224930151,0.0872683170055208
SMARCA4,0.371749570651416,-0.144149355751318,-0.242601278870506,0.0347889534361186,0.116623095012904,0.0566269745558259
TIMM22,0,-5.12548240610387e-15,0,0,0,0
TIMP2,0.0712773149064698,0.022069063348374,0.0493145043246202,0.217030821289664,-0.046038286796161,0.238779706584298
PLA2G15,0.382804355337127,-0.461024661698421,-0.372594545070314,0.0742007447212872,0.103094177855776,-0.340115607945867
RPA3,-0.0267541479429531,0.166344052154851,0.049965755431745,-0.104716459458391,-0.0287804125270925,-0.168954455259119
NR2F6,0.279972191076414,-0.348323132241306,0.069021140117326,-0.063324334965484,0.0194656648973155,0.188421884947537
YTHDF1,-0.0629951985291105,-0.0822382986338185,-0.0911595294512176,0.0134682568818149,0.0655849377165375,-0.0183881218088806
PPP1R13B,0.0932982058065057,-0.383849277330773,-0.0865331711839154,0.119015353371487,0.00304754759640337,0.102708535502664
KLHL9,-0.264557476860608,-0.18566153009044,-0.0233572359082405,-0.0634713037313361,-0.111356375509469,0.067696699981367
COG7,-0.0342180783307009,0.231620293435452,-0.132418339192315,0.127714602775421,0.137022515741716,0.0726977533817803
TIMM9,-0.307318297844017,-0.280247690026487,-0.160286448172682,0.0468228597983489,0.1493618953639,0.142185014926252
