Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Mouse_PFC_Female,BRD-K43226598,-0.26846919,InputSig,NA,NA,LINCSCP_47112,PC3,10uM,24h
Mouse_PFC_Female,Cyclosporine,-0.26836769,InputSig,NA,NA,LINCSCP_220892,HEPG2,10uM,6h
Mouse_PFC_Female,Periplocymarin,-0.2681995,InputSig,NA,NA,LINCSCP_4289,A549,10uM,6h
Mouse_PFC_Female,3-Chloro-l-alanine,-0.26784601,InputSig,NA,NA,LINCSCP_9804,A549,0.5uM,6h
Mouse_PFC_Female,YM 201636,-0.26771532,InputSig,NA,NA,LINCSCP_111484,HEPG2,0.37uM,24h
Mouse_PFC_Female,PF750,-0.2675708,InputSig,NA,NA,LINCSCP_21765,HEPG2,80uM,6h
Mouse_PFC_Female,AK-968/11369213,-0.26749837,InputSig,NA,NA,LINCSCP_20733,HCC515,10uM,6h
Mouse_PFC_Female,BRD-A07407288,-0.26711259,InputSig,NA,NA,LINCSCP_23117,HEPG2,10uM,6h
Mouse_PFC_Female,CHEMBL3188763,-0.26686474,InputSig,NA,NA,LINCSCP_21801,HEPG2,10uM,6h
Mouse_PFC_Female,MLS000094939,-0.26671402,InputSig,NA,NA,LINCSCP_26022,HT29,10uM,6h
Mouse_PFC_Female,BRN 1087718,-0.26670244,InputSig,NA,NA,LINCSCP_22307,HEPG2,10uM,6h
Mouse_PFC_Female,Avicin-D,-0.26624713,InputSig,NA,NA,LINCSCP_49410,PC3,10uM,6h
Mouse_PFC_Female,"Triazolothiadiazine, 9",-0.26591504,InputSig,NA,NA,LINCSCP_5452,A549,10uM,6h
Mouse_PFC_Female,BRD-K18249495,-0.26589073,InputSig,NA,NA,LINCSCP_27188,HT29,10uM,6h
Mouse_PFC_Female,BIBR-1532,-0.26584733,InputSig,NA,NA,LINCSCP_54144,SW620,80uM,6h
Mouse_PFC_Female,SMR000082310,-0.26581427,InputSig,NA,NA,LINCSCP_1801,A375,10uM,6h
Mouse_PFC_Female,Warfarin,-0.26526282,InputSig,NA,NA,LINCSCP_244124,MCF7,10uM,6h
Mouse_PFC_Female,Entinostat,-0.26491458,InputSig,NA,NA,LINCSCP_49372,PC3,0.5uM,6h
Mouse_PFC_Female,Tacedinaline,-0.26485919,InputSig,NA,NA,LINCSCP_49365,PC3,5uM,6h
Mouse_PFC_Female,Phorbol 12-myristate-13-acetate,-0.26462176,InputSig,NA,NA,LINCSCP_35742,MCF7,0.01uM,6h
Mouse_PFC_Female,MLS002703105,-0.26429108,InputSig,NA,NA,LINCSCP_45264,PC3,10uM,24h
Mouse_PFC_Female,SCH-79797,-0.26405461,InputSig,NA,NA,LINCSCP_53672,SNU1040,10uM,6h
Mouse_PFC_Female,MLS001172197,-0.26372231,InputSig,NA,NA,LINCSCP_5145,A549,10uM,6h
Mouse_PFC_Female,CHEMBL2360603,-0.2635611,InputSig,NA,NA,LINCSCP_3520,A375,10uM,24h
Mouse_PFC_Female,KUC104493,-0.26338672,InputSig,NA,NA,LINCSCP_22000,HEPG2,10uM,6h
Mouse_PFC_Female,Quizartinib,-0.26305779,InputSig,NA,NA,LINCSCP_86793,CD34,3.33uM,24h
Mouse_PFC_Female,EMF-SUMO1-39,-0.2623903,InputSig,NA,NA,LINCSCP_3066,A375,10uM,6h
Mouse_PFC_Female,MLS000038113,-0.26227325,InputSig,NA,NA,LINCSCP_32628,MCF7,10uM,6h
Mouse_PFC_Female,Regorafenib,-0.26181067,InputSig,NA,NA,LINCSCP_87497,CD34,10uM,24h
Mouse_PFC_Female,Phorbol Myristate Acetate,-0.26174648,InputSig,NA,NA,LINCSCP_55386,U937,0.5uM,6h
Mouse_PFC_Female,MLS002264466,-0.26151775,InputSig,NA,NA,LINCSCP_22113,HEPG2,10uM,6h
Mouse_PFC_Female,Motesanib,-0.26133678,InputSig,NA,NA,LINCSCP_86782,CD34,1.11uM,24h
Mouse_PFC_Female,YC1,-0.26125134,InputSig,NA,NA,LINCSCP_28830,HUH7,5uM,24h
Mouse_PFC_Female,SAN1_000751,-0.26108987,InputSig,NA,NA,LINCSCP_23170,HEPG2,10uM,6h
Mouse_PFC_Female,MLS002703102,-0.26084749,InputSig,NA,NA,LINCSCP_45330,PC3,10uM,24h
Mouse_PFC_Female,Oligomycin A,-0.26081167,InputSig,NA,NA,LINCSCP_54115,SW620,10uM,6h
Mouse_PFC_Female,MLS002703104,-0.26071407,InputSig,NA,NA,LINCSCP_19635,HCC515,10uM,6h
Mouse_PFC_Female,AC1Q6JJ5,-0.26054637,InputSig,NA,NA,LINCSCP_36331,MCF7,0.01uM,6h
Mouse_PFC_Female,SMR000390896,-0.26044998,InputSig,NA,NA,LINCSCP_205900,CORL23,10uM,6h
Mouse_PFC_Female,MLS002473640,-0.25996365,InputSig,NA,NA,LINCSCP_21878,HEPG2,10uM,6h
Mouse_PFC_Female,ZINC77024257,-0.25994857,InputSig,NA,NA,LINCSCP_101097,HCC515,0.37uM,24h
Mouse_PFC_Female,Pindolol,-0.25989734,InputSig,NA,NA,LINCSCP_79583,A375,10uM,24h
Mouse_PFC_Female,CHEMBL2142321,-0.25987781,InputSig,NA,NA,LINCSCP_26367,HT29,10uM,6h
Mouse_PFC_Female,Tremulacin,-0.25985661,InputSig,NA,NA,LINCSCP_31694,MCF7,10uM,6h
Mouse_PFC_Female,MLS-0435555.0001,-0.259751,InputSig,NA,NA,LINCSCP_16307,HA1E,10uM,6h
Mouse_PFC_Female,TAS-103 (dihydrochloride),-0.25955917,InputSig,NA,NA,LINCSCP_167892,YAPC,0.12uM,24h
Mouse_PFC_Female,1991-52-2,-0.25939953,InputSig,NA,NA,LINCSCP_2924,A375,10uM,6h
Mouse_PFC_Female,Pilaralisib,-0.25911371,InputSig,NA,NA,LINCSCP_22624,HEPG2,10uM,6h
Mouse_PFC_Female,PD-407824,-0.25897683,InputSig,NA,NA,LINCSCP_7531,A549,10uM,6h
Mouse_PFC_Female,Ivabradine HCl,-0.25879197,InputSig,NA,NA,LINCSCP_167058,YAPC,0.12uM,24h
Mouse_PFC_Female,Tosedostat,-0.2584354,InputSig,NA,NA,LINCSCP_21780,HEPG2,80uM,6h
Mouse_PFC_Female,BMS-387032,-0.25824902,InputSig,NA,NA,LINCSCP_69479,A375,0.37uM,24h
Mouse_PFC_Female,MAYBRIDGE4_002231,-0.25816692,InputSig,NA,NA,LINCSCP_23167,HEPG2,10uM,6h
Mouse_PFC_Female,BCPP000194,-0.25778775,InputSig,NA,NA,LINCSCP_87549,CD34,0.12uM,24h
Mouse_PFC_Female,Infigratinib,-0.25768169,InputSig,NA,NA,LINCSCP_86857,CD34,3.33uM,24h
Mouse_PFC_Female,NCGC00346967-01,-0.2574353,InputSig,NA,NA,LINCSCP_149095,NPC,10uM,24h
Mouse_PFC_Female,Raltitrexed,-0.25740197,InputSig,NA,NA,LINCSCP_269273,PC3,10uM,24h
Mouse_PFC_Female,Iodoacetic acid,-0.2571162,InputSig,NA,NA,LINCSCP_17018,HA1E,10uM,6h
Mouse_PFC_Female,GW620972X,-0.2568942,InputSig,NA,NA,LINCSCP_70685,A375,0.04uM,24h
Mouse_PFC_Female,Dasatinib,-0.25679779,InputSig,NA,NA,LINCSCP_86649,CD34,3.33uM,24h
Mouse_PFC_Female,Gangleoidin Acetate,-0.25676362,InputSig,NA,NA,LINCSCP_221041,HEPG2,10uM,6h
Mouse_PFC_Female,BRD-K66115910,-0.25658016,InputSig,NA,NA,LINCSCP_63041,VCAP,5uM,24h
Mouse_PFC_Female,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",-0.25657204,InputSig,NA,NA,LINCSCP_64513,VCAP,20uM,48h
Mouse_PFC_Female,BML-259,-0.25655848,InputSig,NA,NA,LINCSCP_21747,HEPG2,80uM,6h
Mouse_PFC_Female,CHEMBL2360967,-0.25641712,InputSig,NA,NA,LINCSCP_22330,HEPG2,10uM,6h
Mouse_PFC_Female,KUC104255,-0.25616054,InputSig,NA,NA,LINCSCP_22116,HEPG2,10uM,6h
Mouse_PFC_Female,Tiotidine,-0.25597988,InputSig,NA,NA,LINCSCP_290046,VCAP,10uM,24h
Mouse_PFC_Female,N-[4-(Acridin-9-ylmethyl)-3-methoxyphenyl]methanesulfonamide,-0.25568026,InputSig,NA,NA,LINCSCP_19149,HCC515,10uM,6h
Mouse_PFC_Female,LE-135,-0.25555586,InputSig,NA,NA,LINCSCP_54150,SW620,20uM,6h
Mouse_PFC_Female,Momelotinib,-0.25555486,InputSig,NA,NA,LINCSCP_126934,HT29,10uM,24h
Mouse_PFC_Female,CHEMBL2139070,-0.25551513,InputSig,NA,NA,LINCSCP_46507,PC3,10uM,24h
Mouse_PFC_Female,"6-(2-Fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",-0.25516852,InputSig,NA,NA,LINCSCP_22248,HEPG2,10uM,6h
Mouse_PFC_Female,"15-Benzyl-4-cyclopropylmethyl-10,17-dihydroxy-(1S,13R,15R,17S)-12-oxa-4-azapentacyclo[9.6.1.01,13.05,17.07,18]octadeca-7,9,11(18)-trien-14-one",-0.25505255,InputSig,NA,NA,LINCSCP_25327,HT29,10uM,6h
Mouse_PFC_Female,Phenytoin,-0.25486068,InputSig,NA,NA,LINCSCP_94365,HA1E,0.04uM,24h
Mouse_PFC_Female,"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",-0.25476592,InputSig,NA,NA,LINCSCP_263130,NPC,3uM,24h
Mouse_PFC_Female,UNII-BXU45ZH6LI,-0.25476054,InputSig,NA,NA,LINCSCP_6963,A549,10uM,6h
Mouse_PFC_Female,Thiethylperazine,-0.25468084,InputSig,NA,NA,LINCSCP_48016,PC3,10uM,6h
Mouse_PFC_Female,BI-2536,-0.25460933,InputSig,NA,NA,LINCSCP_107428,HELA,3.33uM,24h
Mouse_PFC_Female,Pimozide,-0.25434584,InputSig,NA,NA,LINCSCP_221123,HEPG2,10uM,6h
Mouse_PFC_Female,Verrucarin A,-0.25345232,InputSig,NA,NA,LINCSCP_6543,A549,10uM,6h
Mouse_PFC_Female,SCHEMBL15422032,-0.25340145,InputSig,NA,NA,LINCSCP_2081,A375,10uM,6h
Mouse_PFC_Female,Oxyphenbutazone,-0.25336285,InputSig,NA,NA,LINCSCP_43271,NPC,10uM,6h
Mouse_PFC_Female,BRD-A52933579,-0.2533606,InputSig,NA,NA,LINCSCP_41262,NEU,10uM,6h
Mouse_PFC_Female,BSPBIO_001542,-0.25325406,InputSig,NA,NA,LINCSCP_25323,HT29,10uM,6h
Mouse_PFC_Female,Ivacaftor (VX-770),-0.25325295,InputSig,NA,NA,LINCSCP_76474,A375,10uM,24h
Mouse_PFC_Female,Valdecoxib,-0.25319379,InputSig,NA,NA,LINCSCP_21652,HEPG2,100uM,6h
Mouse_PFC_Female,"7,8-Dihydroxychlorpromazine",-0.25296819,InputSig,NA,NA,LINCSCP_43323,NPC,10uM,6h
Mouse_PFC_Female,CHEMBL1394624,-0.25296402,InputSig,NA,NA,LINCSCP_45266,PC3,10uM,24h
Mouse_PFC_Female,brivanib,-0.25287088,InputSig,NA,NA,LINCSCP_103133,HELA,0.12uM,24h
Mouse_PFC_Female,MLS000057540,-0.25203693,InputSig,NA,NA,LINCSCP_27296,HT29,10uM,6h
Mouse_PFC_Female,PRESTWICK3_000646,-0.25192023,InputSig,NA,NA,LINCSCP_44772,PC3,10uM,6h
Mouse_PFC_Female,Rigosertib,-0.25083791,InputSig,NA,NA,LINCSCP_70570,A375,0.12uM,24h
Mouse_PFC_Female,SR-02000000477,-0.25055322,InputSig,NA,NA,LINCSCP_16085,HA1E,10uM,6h
Mouse_PFC_Female,KUC103867,-0.25023849,InputSig,NA,NA,LINCSCP_15976,HA1E,10uM,6h
Mouse_PFC_Female,Podofilox,-0.25018548,InputSig,NA,NA,LINCSCP_27319,HT29,10uM,6h
Mouse_PFC_Female,Pazopanib,-0.25015482,InputSig,NA,NA,LINCSCP_86690,CD34,10uM,24h
Mouse_PFC_Female,AEG 3482,-0.24998392,InputSig,NA,NA,LINCSCP_29053,HUH7,10uM,6h
Mouse_PFC_Female,TORIN-2,-0.24992625,InputSig,NA,NA,LINCSCP_20489,HCC515,10uM,6h
Mouse_PFC_Female,Canertinib,-0.24980293,InputSig,NA,NA,LINCSCP_22557,HEPG2,10uM,6h
Mouse_PFC_Female,MLS000518920,-0.2496723,InputSig,NA,NA,LINCSCP_6026,A549,10uM,6h
Mouse_PFC_Female,BRD-K33780441,-0.24954254,InputSig,NA,NA,LINCSCP_252205,MCF7,3uM,24h
Mouse_PFC_Female,MLS001207806,-0.24950967,InputSig,NA,NA,LINCSCP_27201,HT29,10uM,6h
Mouse_PFC_Female,ST004815,-0.24933096,InputSig,NA,NA,LINCSCP_28784,HUH7,5uM,24h
Mouse_PFC_Female,BRD-A43331270-001-01-6,-0.24911707,InputSig,NA,NA,LINCSCP_222958,HT115,10uM,6h
Mouse_PFC_Female,Pilocarpine,-0.24873384,InputSig,NA,NA,LINCSCP_239321,MCF7,10uM,6h
Mouse_PFC_Female,BRD-K38186418,-0.24867816,InputSig,NA,NA,LINCSCP_27682,HT29,5uM,24h
Mouse_PFC_Female,LY 2183240,-0.24853501,InputSig,NA,NA,LINCSCP_219330,HEPG2,10uM,6h
Mouse_PFC_Female,Cerulenin,-0.24814908,InputSig,NA,NA,LINCSCP_40216,NCIH508,40uM,6h
Mouse_PFC_Female,Aurora A Inhibitor I,-0.24810524,InputSig,NA,NA,LINCSCP_16664,HA1E,10uM,6h
Mouse_PFC_Female,CHEMBL1406616,-0.24784016,InputSig,NA,NA,LINCSCP_45269,PC3,10uM,24h
Mouse_PFC_Female,CHEMBL3188661,-0.24774761,InputSig,NA,NA,LINCSCP_100829,HCC515,0.04uM,24h
Mouse_PFC_Female,VER 155008,-0.24765004,InputSig,NA,NA,LINCSCP_699,A375,10uM,24h
Mouse_PFC_Female,"2-(2-Bromo-4-methyl-phenylamino)-pyrido[3,2-e][1,3]thiazin-4-one",-0.24759271,InputSig,NA,NA,LINCSCP_222157,HL60,1uM,24h
Mouse_PFC_Female,UNC 669,-0.24717283,InputSig,NA,NA,LINCSCP_150022,NPC.TAK,10uM,24h
Mouse_PFC_Female,MLS002548989,-0.24710187,InputSig,NA,NA,LINCSCP_22074,HEPG2,10uM,6h
Mouse_PFC_Female,BRD-A80960055-001-01-7,-0.24707883,InputSig,NA,NA,LINCSCP_26585,HT29,10uM,6h
Mouse_PFC_Female,Genistein,-0.24706144,InputSig,NA,NA,LINCSCP_68531,VCAP,10uM,6h
Mouse_PFC_Female,Tigecycline,-0.24696641,InputSig,NA,NA,LINCSCP_20776,HCC515,10uM,6h
Mouse_PFC_Female,F1566-0341,-0.2468292,InputSig,NA,NA,LINCSCP_46811,PC3,10uM,24h
Mouse_PFC_Female,Imipramine,-0.24671856,InputSig,NA,NA,LINCSCP_157104,PC3,10uM,24h
Mouse_PFC_Female,CID 75060944,-0.24660855,InputSig,NA,NA,LINCSCP_46239,PC3,10uM,24h
Mouse_PFC_Female,Arctigenin,-0.24640361,InputSig,NA,NA,LINCSCP_22771,HEPG2,10uM,6h
Mouse_PFC_Female,K114,-0.24624251,InputSig,NA,NA,LINCSCP_43305,NPC,10uM,6h
Mouse_PFC_Female,Allitinib,-0.24613588,InputSig,NA,NA,LINCSCP_146152,MNEU.E,3.33uM,24h
Mouse_PFC_Female,SAN1_003817,-0.24610177,InputSig,NA,NA,LINCSCP_46380,PC3,10uM,6h
Mouse_PFC_Female,Cephaeline,-0.24600774,InputSig,NA,NA,LINCSCP_18441,HCC515,10uM,6h
Mouse_PFC_Female,MLS002232309,-0.24592124,InputSig,NA,NA,LINCSCP_36491,MCF7,10uM,24h
Mouse_PFC_Female,BRD-K74133369-001-01-8,-0.24575191,InputSig,NA,NA,LINCSCP_22414,HEPG2,10uM,6h
Mouse_PFC_Female,QS-11,-0.24556569,InputSig,NA,NA,LINCSCP_50561,PL21,10uM,6h
Mouse_PFC_Female,Brazilin,-0.24539007,InputSig,NA,NA,LINCSCP_2572,A375,10uM,6h
Mouse_PFC_Female,Butylparaben,-0.24535045,InputSig,NA,NA,LINCSCP_220934,HEPG2,10uM,6h
Mouse_PFC_Female,YK 4-279,-0.24511869,InputSig,NA,NA,LINCSCP_55421,U937,10uM,6h
Mouse_PFC_Female,Olaparib,-0.24499962,InputSig,NA,NA,LINCSCP_147779,NPC.CAS9,0.12uM,24h
Mouse_PFC_Female,Cercosporin,-0.24482831,InputSig,NA,NA,LINCSCP_457,A375,10uM,6h
Mouse_PFC_Female,CHEMBL520231,-0.24457427,InputSig,NA,NA,LINCSCP_10401,A673,10uM,6h
Mouse_PFC_Female,PIK-93,-0.24456891,InputSig,NA,NA,LINCSCP_81242,A549,0.12uM,24h
Mouse_PFC_Female,NONOXYNOL 9,-0.24454911,InputSig,NA,NA,LINCSCP_22699,HEPG2,10uM,6h
Mouse_PFC_Female,"Trichostatin A, Streptomyces Sp.",-0.24452751,InputSig,NA,NA,LINCSCP_252541,MCF7,10uM,24h
Mouse_PFC_Female,Dabrafenib,-0.24447874,InputSig,NA,NA,LINCSCP_112768,HEPG2,0.12uM,24h
Mouse_PFC_Female,Chlorpromazine,-0.24441282,InputSig,NA,NA,LINCSCP_43365,NPC,10uM,6h
Mouse_PFC_Female,BRD-K08448573,-0.24441246,InputSig,NA,NA,LINCSCP_23140,HEPG2,10uM,6h
Mouse_PFC_Female,SCHEMBL15422014,-0.24440979,InputSig,NA,NA,LINCSCP_31843,MCF7,10uM,24h
Mouse_PFC_Female,MLS002264388,-0.24426124,InputSig,NA,NA,LINCSCP_21922,HEPG2,10uM,6h
Mouse_PFC_Female,Tyrphostin AG 879,-0.24355678,InputSig,NA,NA,LINCSCP_22949,HEPG2,10uM,6h
Mouse_PFC_Female,Tegaserod,-0.2434147,InputSig,NA,NA,LINCSCP_26337,HT29,10uM,6h
Mouse_PFC_Female,Ischemin,-0.24334132,InputSig,NA,NA,LINCSCP_112544,HEPG2,0.04uM,24h
Mouse_PFC_Female,AS-605240,-0.2432952,InputSig,NA,NA,LINCSCP_55487,U937,10uM,6h
Mouse_PFC_Female,CCT036477,-0.24320226,InputSig,NA,NA,LINCSCP_43534,NPC,10uM,6h
Mouse_PFC_Female,"Triazolothiadiazine, 22",-0.24305931,InputSig,NA,NA,LINCSCP_21943,HEPG2,10uM,6h
Mouse_PFC_Female,Kinetin Riboside,-0.24304547,InputSig,NA,NA,LINCSCP_54380,SW620,10uM,6h
Mouse_PFC_Female,MLS000583963,-0.24285552999999999,InputSig,NA,NA,LINCSCP_1763,A375,10uM,6h
Mouse_PFC_Female,522-11-2,-0.24269844,InputSig,NA,NA,LINCSCP_33504,MCF7,10uM,6h
Mouse_PFC_Female,MW-A1-14,-0.24262769,InputSig,NA,NA,LINCSCP_178977,A375,10uM,6h
Mouse_PFC_Female,Marimastat,-0.24253501,InputSig,NA,NA,LINCSCP_102325,HELA,0.37uM,24h
Mouse_PFC_Female,Moxifloxacin,-0.24247313,InputSig,NA,NA,LINCSCP_203726,ASC,10uM,24h
Mouse_PFC_Female,"4-(4-Benzylpiperazin-1-yl)thieno[2,3-d]pyrimidine",-0.24245845,InputSig,NA,NA,LINCSCP_22092,HEPG2,10uM,6h
Mouse_PFC_Female,Rilpivirine,-0.24232974,InputSig,NA,NA,LINCSCP_156469,PC3,3.33uM,24h
Mouse_PFC_Female,Indole-3-carbinol,-0.24232699,InputSig,NA,NA,LINCSCP_122046,HT29,1.11uM,24h
Mouse_PFC_Female,Quinidine Gluconate,-0.24232046,InputSig,NA,NA,LINCSCP_208996,HA1E,10uM,6h
Mouse_PFC_Female,Idelalisib,-0.24229513,InputSig,NA,NA,LINCSCP_129698,JURKAT,3.33uM,24h
Mouse_PFC_Female,BRD-K47261397,-0.24224791,InputSig,NA,NA,LINCSCP_63495,VCAP,5uM,24h
Mouse_PFC_Female,Veliparib,-0.24200469,InputSig,NA,NA,LINCSCP_101100,HCC515,10uM,24h
Mouse_PFC_Female,Sufentanil,-0.24148522,InputSig,NA,NA,LINCSCP_136474,MCF7,0.37uM,24h
Mouse_PFC_Female,ML239,-0.24141947,InputSig,NA,NA,LINCSCP_54867,THP1,10uM,6h
Mouse_PFC_Female,BRD-K28610502-001-01-0,-0.24125475,InputSig,NA,NA,LINCSCP_46336,PC3,10uM,6h
Mouse_PFC_Female,SCHEMBL13991002,-0.2412267,InputSig,NA,NA,LINCSCP_57210,VCAP,40uM,6h
Mouse_PFC_Female,Decitabine,-0.24120988,InputSig,NA,NA,LINCSCP_84664,ASC,1.11uM,24h
Mouse_PFC_Female,MLS002473458,-0.24110788,InputSig,NA,NA,LINCSCP_21859,HEPG2,10uM,6h
Mouse_PFC_Female,CHEMBL2140128,-0.24099799,InputSig,NA,NA,LINCSCP_47130,PC3,10uM,24h
Mouse_PFC_Female,SCHEMBL16892136,-0.24097941,InputSig,NA,NA,LINCSCP_49350,PC3,10uM,6h
Mouse_PFC_Female,BDBM50442904,-0.24094233,InputSig,NA,NA,LINCSCP_28896,HUH7,3uM,6h
Mouse_PFC_Female,GW501516,-0.2407966,InputSig,NA,NA,LINCSCP_22514,HEPG2,10uM,6h
Mouse_PFC_Female,KBIO2_001961,-0.2406053,InputSig,NA,NA,LINCSCP_13995,HA1E,10uM,24h
Mouse_PFC_Female,BRD-A31180007,-0.24059163,InputSig,NA,NA,LINCSCP_72945,A375,10uM,24h
Mouse_PFC_Female,Suloctidil,-0.2405898,InputSig,NA,NA,LINCSCP_47733,PC3,10uM,6h
Mouse_PFC_Female,sn-Glycero-3-phosphocholine,-0.24057069,InputSig,NA,NA,LINCSCP_97054,HA1E,0.04uM,24h
Mouse_PFC_Female,Tozasertib,-0.24050961,InputSig,NA,NA,LINCSCP_81039,A549,0.04uM,24h
Mouse_PFC_Female,SCHEMBL15422156,-0.24036673,InputSig,NA,NA,LINCSCP_2068,A375,10uM,6h
Mouse_PFC_Female,Carbonyl Cyanide M-Chlorophenylhydrazone,-0.2403354,InputSig,NA,NA,LINCSCP_23038,HEPG2,10uM,6h
Mouse_PFC_Female,NSC650841,-0.24025396,InputSig,NA,NA,LINCSCP_22606,HEPG2,10uM,6h
Mouse_PFC_Female,Mocetinostat,-0.24012856,InputSig,NA,NA,LINCSCP_112442,HEPG2,0.04uM,24h
Mouse_PFC_Female,Tyrphostin AG-1478,-0.2397694,InputSig,NA,NA,LINCSCP_54619,SW948,60uM,6h
Mouse_PFC_Female,Nafronyl,-0.23961632,InputSig,NA,NA,LINCSCP_97199,HA1E,10uM,24h
Mouse_PFC_Female,Perhexiline,-0.23934652,InputSig,NA,NA,LINCSCP_53525,SNGM,10uM,6h
Mouse_PFC_Female,Linsitinib,-0.23924354,InputSig,NA,NA,LINCSCP_69284,A375,10uM,24h
Mouse_PFC_Female,AC1NWALX,-0.23909149,InputSig,NA,NA,LINCSCP_25147,HT29,10uM,6h
Mouse_PFC_Female,"Triazine Scaffold, 36",-0.2390134,InputSig,NA,NA,LINCSCP_5663,A549,10uM,6h
Mouse_PFC_Female,SB-218078,-0.23900039,InputSig,NA,NA,LINCSCP_33039,MCF7,10uM,24h
Mouse_PFC_Female,MLS002276469,-0.23899885,InputSig,NA,NA,LINCSCP_45324,PC3,10uM,24h
Mouse_PFC_Female,BSPBIO_000981,-0.23896469,InputSig,NA,NA,LINCSCP_20244,HCC515,10uM,6h
Mouse_PFC_Female,RO4987655,-0.23886352,InputSig,NA,NA,LINCSCP_107056,HELA,3.33uM,24h
Mouse_PFC_Female,Diloxanide Furoate,-0.2387615,InputSig,NA,NA,LINCSCP_34704,MCF7,10uM,6h
Mouse_PFC_Female,MLS000562366,-0.23858363,InputSig,NA,NA,LINCSCP_7755,A549,10uM,24h
Mouse_PFC_Female,Farnesol,-0.23832351,InputSig,NA,NA,LINCSCP_263827,NPC,10uM,24h
Mouse_PFC_Female,NCGC00166323-01,-0.23820921,InputSig,NA,NA,LINCSCP_140430,MCF7,3.33uM,24h
Mouse_PFC_Female,AC1LDAF7,-0.23817717,InputSig,NA,NA,LINCSCP_22169,HEPG2,10uM,6h
Mouse_PFC_Female,Sertraline HCl,-0.23815547,InputSig,NA,NA,LINCSCP_97378,HA1E,0.04uM,24h
Mouse_PFC_Female,THZ-2-98-01,-0.23804371,InputSig,NA,NA,LINCSCP_81625,A549,0.12uM,24h
Mouse_PFC_Female,CHEMBL2356537,-0.23802952,InputSig,NA,NA,LINCSCP_50448,PHH,10uM,6h
Mouse_PFC_Female,BDBM50377913,-0.23802801,InputSig,NA,NA,LINCSCP_22487,HEPG2,10uM,6h
Mouse_PFC_Female,KF 38789,-0.2379552,InputSig,NA,NA,LINCSCP_22855,HEPG2,10uM,6h
Mouse_PFC_Female,BAY-117821,-0.23790628,InputSig,NA,NA,LINCSCP_934,A375,10uM,6h
Mouse_PFC_Female,Dactolisib,-0.23788113,InputSig,NA,NA,LINCSCP_115366,HS578T,0.12uM,3h
Mouse_PFC_Female,AC1MCK4Q,-0.23784329,InputSig,NA,NA,LINCSCP_21913,HEPG2,10uM,6h
Mouse_PFC_Female,CGS-15943,-0.23751971,InputSig,NA,NA,LINCSCP_67558,MCF7,20uM,24h
Mouse_PFC_Female,CT-200783,-0.23719014,InputSig,NA,NA,LINCSCP_30735,MCF7,10uM,6h
Mouse_PFC_Female,Latrunculin B,-0.23718887,InputSig,NA,NA,LINCSCP_239364,MCF7,10uM,24h
Mouse_PFC_Female,NU-7441,-0.23702407,InputSig,NA,NA,LINCSCP_81055,A549,0.37uM,24h
Mouse_PFC_Female,Heliomycin,-0.23696684,InputSig,NA,NA,LINCSCP_27328,HT29,10uM,6h
Mouse_PFC_Female,TL_HRAS24,-0.23685839,InputSig,NA,NA,LINCSCP_19798,HCC515,10uM,6h
Mouse_PFC_Female,HMN-214,-0.23674141,InputSig,NA,NA,LINCSCP_70598,A375,1.11uM,24h
Mouse_PFC_Female,Cabazitaxel,-0.23658759,InputSig,NA,NA,LINCSCP_74781,A375,0.04uM,24h
Mouse_PFC_Female,Teniposide,-0.23658072,InputSig,NA,NA,LINCSCP_40272,NCIH596,1uM,6h
Mouse_PFC_Female,"ABT-888,VELIPARIB",-0.23655513,InputSig,NA,NA,LINCSCP_24858,HS578T,0.1uM,6h
Mouse_PFC_Female,BRD-K95985487-001-01-3,-0.23654402,InputSig,NA,NA,LINCSCP_55124,THP1,3uM,24h
Mouse_PFC_Female,Ifosfamide,-0.2364562,InputSig,NA,NA,LINCSCP_95738,HA1E,10uM,24h
Mouse_PFC_Female,NUTLIN 3,-0.23642891,InputSig,NA,NA,LINCSCP_4645,A549,40uM,6h
Mouse_PFC_Female,Resveratrol,-0.23636805,InputSig,NA,NA,LINCSCP_150136,NPC.TAK,3.33uM,24h
Mouse_PFC_Female,SB225002,-0.23632286,InputSig,NA,NA,LINCSCP_53032,SKLU1,10uM,6h
Mouse_PFC_Female,Sirolimus,-0.23626889,InputSig,NA,NA,LINCSCP_81617,A549,1.11uM,24h
Mouse_PFC_Female,MK-5108,-0.23616644,InputSig,NA,NA,LINCSCP_73355,A375,10uM,24h
Mouse_PFC_Female,LRRK2-IN-1,-0.23611609,InputSig,NA,NA,LINCSCP_24454,HS578T,10uM,6h
Mouse_PFC_Female,BRD-K55113501-001-01-2,-0.23606372,InputSig,NA,NA,LINCSCP_273361,PC3,10uM,24h
