Name_GeneSymbol,AI,AI_Pval,CG,CG_Pval,DLPFC,DLPFC_Pval,NAC,NA_Pval,OFC,OFC_Pval,SUB,SUB_Pval
INTS3,0.974974918530508,0.0636057515448907,0.256555192026838,0.777372590038573,0.139725279337476,0.742049431043737,-0.620517025653168,0.0717513614764702,-0.492147851188237,0.352716678834087,-0.0252141684236733,0.959691759050084
S100A4,0.526264165178243,0.472250592924465,0.619065503425338,0.561525118643921,0.450133363552827,0.558118668556837,0.217282563084468,0.760238182633198,0,0,-0.000140025168972362,0.999840738407307
COL1A1,0.432613861509827,0.559092035248878,0.52210733126827,0.472847972989888,0,0,0.273856809299117,0.564983468327295,-0.0352723339958424,0.962922882690108,-0.882600993252567,0.203123559445615
GATA2,0.397589334281312,0.485293068756187,0.110567218315144,0.904288438672084,0.196687212068847,0.744491747612916,-0.00841229089322266,0.988288732857407,0.362783499121936,0.518759471989647,0.36451049088883,0.54271352304874
LAMA3,0.374781224004198,0.0276984288267474,0.114825500711373,0.660645117523688,0.0678529137007426,0.699657996757088,0.318545101876792,0.109251469833773,0.198603951872944,0.167568430865,-0.011158449752818,0.950602198070155
ICAM1,0.352831353303924,0.452476974437279,0.322807568267113,0.554501089831599,0.153457650797247,0.75184037312471,0.0860833363796706,0.796753909923395,0.28571233182478,0.533257758925495,0.073022900791904,0.864344197527508
CD58,0.329371386575197,0.405100263196197,0.11732296572537,0.830050209709611,-0.00150847351249591,0.997091248624771,0.339187521030182,0.193201723375664,0.239254818580589,0.543945058281696,0.0509454380491654,0.899252235978238
NOS3,0.325758526109976,0.516043264464631,0.209670617943412,0.804908876698546,0.482902737764096,0.359242232108078,-0.144793743299456,0.754747864718226,0.372757279192545,0.43313188753062,0.172511517239997,0.738484314370645
KIF2C,0.29470979071086,0.569605629277322,-0.0204755540527298,0.978772795967715,0.354863939078763,0.498744979279361,0.123089540707359,0.805743156172146,-0.0443942956376232,0.927944407571172,0.145461613359382,0.797107893910837
RAC2,0.283471944706399,0.70055230160989,0.296202867780167,0.770228385997011,0.225726741131853,0.753305133978566,-0.0509092237781514,0.943208873773543,0.0385158095326273,0.955343461168401,0.240684047002305,0.735655542032066
