SYMBOL,logFC,logCPM,F,PValue,FDR
ZNF550,-40.52533537911292,6.38925995572316,15481.129775144522,8.349802910972088e-56,5.560133758416314e-52
HAUS3,-35.93774862012319,7.9318258587829344,14593.09906275263,2.8965027661271036e-55,6.119580280154083e-52
MANSC1,-39.62276889637427,6.663111702304904,14460.452905966913,3.5104840607171806e-55,6.119580280154083e-52
ALG11,-32.52232015258457,9.154797251145302,14340.246692425586,4.184967880580898e-55,6.119580280154083e-52
ZBED4,-39.7550171417521,6.584794188135792,14276.726151633473,4.59496942495426e-55,6.119580280154083e-52
WDR61,-37.804815713307555,7.36257065266279,13428.132833235743,1.669238210103937e-54,1.6977374206863685e-51
ZNF234,-39.70876706835192,6.80108792440987,13385.541446257592,1.7846766698910614e-54,1.6977374206863685e-51
ZNF543,-39.55994894989513,6.723673228378442,13184.197329817323,2.4553107264018582e-54,1.7912283936277412e-51
MRPS25,-35.653538161934996,8.00378043609117,13102.666875689445,2.7977526550267534e-54,1.7912283936277412e-51
NSUN6,-38.17462316229692,7.241242582857889,13099.816175144975,2.810595082084649e-54,1.7912283936277412e-51
KAT6B,-31.81087231823325,9.33500522108178,13067.844846627038,2.9589296185471023e-54,1.7912283936277412e-51
ZNF439,-38.4652006799414,7.160330500736547,12798.004104303589,4.590445909500515e-54,2.404273832275576e-51
ZSWIM5,-40.14574800318605,6.506542118194276,12774.046489774422,4.7750853390349293e-54,2.404273832275576e-51
ILKAP,-38.377092586379796,7.179507077018231,12738.249267809222,5.0655986455671185e-54,2.404273832275576e-51
OPA3,-38.06110762663105,7.2321649216846815,12697.84745362615,5.415844343615203e-54,2.404273832275576e-51
CNPY2,-37.675223236299985,7.373855669244429,12538.622765958658,7.063161343707961e-54,2.939599461734457e-51
MED9,-37.798104604221834,7.366786494157548,12358.030714519316,9.584940893925313e-54,3.754477730155803e-51
PPP1R3E,-39.71134826445711,6.667077623818748,11869.56563449254,2.239405811729655e-53,8.156903694709291e-51
PARD6B,-40.23919098072426,6.558803150163088,11847.844992839502,2.3273940561567284e-53,8.156903694709291e-51
MED13L,-29.969019152419826,9.952532783046074,11698.697588803181,3.0382950623070835e-53,1.0116003409951434e-50
LLPH,-37.31849164762264,7.531122392951832,11666.897594052882,3.217373700260417e-53,1.0202138795254341e-50
CRIPT,-34.18825997553491,8.577361465701113,11552.711960558636,3.9570275301235633e-53,1.1650209445058652e-50
CENPBD1P,-42.98781858192401,5.540129633915969,11543.506506629952,4.023949800816173e-53,1.1650209445058652e-50
SURF6,-32.79656849286123,8.875713737648441,11474.582652195606,4.564262984793693e-53,1.2663928006558832e-50
WHAMM,-38.968388721683425,6.932682058365265,11316.160448757873,6.114944657441614e-53,1.6287766589561484e-50
SLC25A53,-42.791802243108,5.7148561516229694,11208.605083002918,7.475557098421853e-53,1.9120578780857936e-50
