signatureID,ID_geneid,Name_GeneSymbol,Value_LogDiffExp,Significance_pvalue
InputSig,6714,SRC,-0.0240916105948289,0.89581516266996
InputSig,23271,CAMSAP2,-0.0555670277613969,0.43933185699329
InputSig,10525,HYOU1,-0.0559619410945237,0.386974282636839
InputSig,54681,P4HTM,-0.0525953911362937,0.657854303603512
InputSig,868,CBLB,-0.0395588475592866,0.762227027054997
InputSig,22841,RAB11FIP2,-0.0297585186209851,0.621368647143264
InputSig,7077,TIMP2,-0.00507169180193308,0.955762267207983
InputSig,2063,NR2F6,-0.00693088431887788,0.980425544667237
InputSig,54915,YTHDF1,-0.0185803702101575,0.862051704167587
InputSig,91949,COG7,-0.0329596467769094,0.857243652681202
InputSig,9653,HS2ST1,-0.0468217910170941,0.441397271256916
InputSig,51026,GOLT1B,-0.0383370653345365,0.741982720392842
InputSig,3033,HADH,-0.00932963452665587,0.955956516854766
InputSig,51160,VPS28,-0.0045592708517326,0.986263952168458
InputSig,6184,RPN1,-0.0184707619871178,0.842796153147687
InputSig,6832,SUPV3L1,-2.6602895563186e-4,0.997384726295586
InputSig,11073,TOPBP1,-0.0583545909899224,0.484513262433106
InputSig,23658,LSM5,-0.00890457959091893,0.955763965016921
InputSig,6275,S100A4,-1.4002516897236e-4,0.999840738407307
InputSig,5467,PPARD,-0.0385082388559013,0.79650273304157
InputSig,836,CASP3,-0.0303301277056394,0.858447695922706
InputSig,53343,NUDT9,-0.0344973605700054,0.801418673085668
InputSig,1509,CTSD,-0.00552478803533912,0.961804551644288
InputSig,55837,EAPP,-0.0411139259280226,0.672688649044635
InputSig,1070,CETN3,-0.0484755913682525,0.727912949216232
InputSig,998,CDC42,-0.0240458686573824,0.814603151396635
InputSig,57192,MCOLN1,-0.0313205651868637,0.924382085251526
InputSig,57215,THAP11,-0.0274902706104839,0.902359657192119
InputSig,51495,HACD3,-0.032259263462083,0.751487524192309
InputSig,1788,DNMT3A,-0.00463470389028984,0.966632475968037
InputSig,902,CCNH,-0.031041714645487,0.728238668854554
InputSig,93487,MAPK1IP1L,-0.0195633889001851,0.819365033424248
InputSig,427,ASAH1,-0.00570517534038268,0.951730437047471
InputSig,9491,PSMF1,-0.0409771882180815,0.696114354810184
InputSig,9467,SH3BP5,-0.0329568393116633,0.830595786159441
InputSig,10180,RBM6,-0.0115476136850274,0.891006793652977
InputSig,5720,PSME1,-0.023159566665984,0.890266918634734
InputSig,26020,LRP10,-0.0195688801921172,0.893952165608772
InputSig,10112,KIF20A,-0.0333998152996481,0.960794936427106
InputSig,5048,PAFAH1B1,-0.0429911540232019,0.620749881794171
InputSig,55699,IARS2,-0.018480070828411,0.77094417173062
InputSig,54205,CYCS,-0.0111631679387032,0.922509266548695
InputSig,2767,GNA11,-0.0123765248402625,0.913592096314596
InputSig,23378,RRP8,-0.00244528691802836,0.986260523356214
InputSig,1861,TOR1A,-0.0361104163419769,0.800206818300126
InputSig,2778,GNAS,-0.00196995164599304,0.980335627096144
InputSig,4794,NFKBIE,-0.0552867814575326,0.860731447819704
InputSig,27095,TRAPPC3,-0.0578414626883505,0.625234569281419
InputSig,6251,RSU1,-0.0278983781649772,0.794606334351842
InputSig,2582,GALE,-0.0138514574602652,0.971289049179172
InputSig,1647,GADD45A,-0.0424079762630804,0.821133668486087
InputSig,6810,STX4,-0.0243879786909477,0.897146291910702
InputSig,9270,ITGB1BP1,-0.00923538626131702,0.917520205316193
InputSig,29890,RBM15B,-0.0573730876049146,0.681703006777876
InputSig,128,ADH5,-0.0331492171230343,0.691504331803741
InputSig,8550,MAPKAPK5,-0.0416581827100279,0.648083541616989
InputSig,6697,SPR,-0.0136494887318894,0.974812803256533
InputSig,664,BNIP3,-0.0148652245138953,0.838513938720984
InputSig,1677,DFFB,-0.0499007440585575,0.825174437304236
InputSig,596,BCL2,-0.0136693195882684,0.879788393409027
InputSig,10972,TMED10,-0.0169025578693868,0.855688838140584
InputSig,51203,NUSAP1,-0.0576288896794637,0.903663508000177
InputSig,9053,MAP7,-0.0111762672719204,0.898581414608544
InputSig,51282,SCAND1,-0.0479662382390143,0.886193391543701
InputSig,10845,CLPX,-0.00955109520387851,0.894983113554623
InputSig,9276,COPB2,-0.05064507965661,0.568921633304568
InputSig,5566,PRKACA,-0.021883379095286,0.8609183147588
InputSig,11157,LSM6,-0.0016936339757278,0.994455489900483
InputSig,7750,ZMYM2,-0.0148742878579048,0.793458965063258
InputSig,79921,TCEAL4,-0.00786769879045685,0.898849645520716
InputSig,9019,MPZL1,-0.0278526642845008,0.777448374695742
InputSig,11151,CORO1A,-0.00390653897479641,0.989337818418068
InputSig,6812,STXBP1,-0.0347744896772762,0.773353847868419
InputSig,9690,UBE3C,-0.0244010362235956,0.711202862190458
InputSig,9709,HERPUD1,-0.0397685941683112,0.756643003969074
InputSig,10730,YME1L1,-0.0282510960208695,0.710065022721953
InputSig,2288,FKBP4,-0.0320056878380635,0.67396566417157
InputSig,5438,POLR2I,-0.00608360261302302,0.968009758623787
InputSig,10270,AKAP8,-0.0231406436612913,0.855527291510862
InputSig,466,ATF1,-0.0572482662643373,0.703365049904026
InputSig,10046,MAMLD1,-0.056397109274091,0.791606660910042
InputSig,3628,INPP1,-0.0575311335523845,0.615411783646214
InputSig,55127,HEATR1,-0.0382295397385504,0.641048446177865
InputSig,54442,KCTD5,-0.041249017019776,0.853729007839244
InputSig,79716,NPEPL1,-0.0334500750967033,0.966017149822241
InputSig,51465,UBE2J1,-0.0221335101693921,0.80767717426044
