SYMBOL,logFC,logCPM,F,PValue,FDR
USP9YP14,-4.260938073400777,2.817622208228566,135.7596305279026,7.408619564889194e-15,4.353506319687284e-11
AGKP1,-3.8042607684245047,4.595287064731934,143.85814878140087,1.2787505712108339e-14,4.353506319687284e-11
TMSB4Y,-4.32204134472668,4.406242036219882,108.6188691681872,2.5886768618189937e-13,5.875433584041842e-10
OFD1P4Y,-3.772130514848769,1.8356546505510412,152.82062709259782,1.420854081289415e-12,2.0849119838304457e-9
ZNF839P1,-3.237014715457142,2.814507815014547,96.65006489966548,1.5309971977018988e-12,2.0849119838304457e-9
MTCYBP2,-2.8469742555989166,1.361460837923721,47.973754690534825,3.194458594205124e-8,3.6251780946571146e-5
USP9YP2,-3.1126012234059917,0.8979994467245769,19.384693638830143,1.5386603527060806e-4,0.13666076967856058
USP9YP1,-4.219086587365433,-0.5253099688172902,19.24423591377624,1.60564863772725e-4,0.13666076967856058
PAQR7,0.3045449926555157,6.140714212782012,14.374776758995173,4.5485102744380714e-4,0.3402826014660578
PPP1R12BP1,-1.6004971197694755,2.3460385650484743,14.139382294190169,4.99754151073664e-4,0.3402826014660578
LOC100128906,0.6574090882215272,5.594961439811096,13.08532125955473,7.662413161159378e-4,0.4743033746757655
ADAM9,-3.30528393869088,-0.05494120609026627,12.381967730171576,0.001024724246304933,0.5734267800006805
TRIL,0.5478083562207952,7.8457823771005675,12.22342455896872,0.0010948080687338592,0.5734267800006805
IRX1,1.7365705912638623,1.2171005364908818,11.879373375621556,0.0012648635155634489,0.6061449642853968
CELA2A,0.751660903552441,2.3745640119562412,11.462710299694225,0.0015088709287525263,0.6061449642853968
ZNF100,-1.276148105238431,6.412755243170449,11.401633730653499,0.0015486187098174252,0.6061449642853968
RDM1P4,1.4201903968831051,1.9246482858887755,11.384166176446131,0.001560188433975556,0.6061449642853968
USP9YP10,-2.584772420674303,0.6108979411189487,11.561982641017023,0.0016023805782254578,0.6061449642853968
TBC1D3F,-5.9438369971008935,-0.06035693271833374,12.5654939584805,0.001748267871771602,0.6265239967838335
LOC102723475,-2.2984792573546895,0.2871681344598761,10.277832817590419,0.002515961121265276,0.7893691961521797
PPBP,4.212400681375875,1.8310303052720367,10.177486238774234,0.0026291015653829753,0.7893691961521797
LRRC37A15P,0.8848759125410602,2.607727129552455,10.14908922931018,0.002662086611693525,0.7893691961521797
SPESP1,-1.0897358375310546,3.7533326415736177,10.05820483928453,0.002770628908603124,0.7893691961521797
DHX16,-0.8569200746285405,8.071322013097188,10.048635800400623,0.002782326436723794,0.7893691961521797
RPL7AP26,1.286674003429989,1.2154375723535649,9.67040794005809,0.0032891931020200935,0.8369871631960543
ZNF408,0.4163433020054942,3.46280247619556,9.592879449914891,0.0034046714214862428,0.8369871631960543
NTSR2,0.8083076229925742,7.066242711690154,9.573758085517273,0.003433807265800745,0.8369871631960543
TKTL2,-1.2844452455310076,0.5706848741163172,9.508315491831281,0.0035355383103535007,0.8369871631960543
ZNF431,-0.3069300684660438,6.4759554736630776,9.489869306803552,0.003564785979245935,0.8369871631960543
H3P13,0.465058800598903,3.1934350705222685,9.322678443721372,0.0038418644112538933,0.8569486104714621
ZNF35,-0.25138175125250833,5.985329240312115,9.22278454856533,0.0040182250396497855,0.8569486104714621
FAM72C,5.75276930295389,1.172542020768544,9.262464037230123,0.0040827806789047695,0.8569486104714621
WNT9A,0.44897083147031336,3.3454933093276362,9.149407750459803,0.0041532242833834995,0.8569486104714621
MARVELD2,0.3841091257641918,6.880353312845456,9.035542476987073,0.004372314909033328,0.8756203592825862
MSRA,-0.40104933285728495,7.580065322384308,8.794136797089088,0.004878359953357058,0.9490500834973774
GRM5P1,-0.4979856343146884,7.15236614344667,8.709723746241359,0.005069669345533998,0.9588716270483608
TTPA,0.5299179810099015,6.062184532512778,8.636869763644901,0.005241182500360725,0.9645192336474642
ETNPPL,0.5121280771992343,10.43448789512963,8.50751123791027,0.005561070543368497,0.9799818834629219
RPL10P6,-2.8697237979206167,-0.25481217238998716,8.628170252874913,0.0056130552878622345,0.9799818834629219
HSFY3P,-0.6111661151257121,3.078196716726161,8.128802367214442,0.00662258167948396,0.999942337884976
PPP1R3B,-0.33027638963443173,6.567151870653131,8.123614253077479,0.0066385377688217865,0.999942337884976
NEUROD1,0.36198773732538964,4.943668838457625,8.019780277198734,0.006966621979479941,0.999942337884976
GNRHR2P1,-4.279524954563408,0.22503221681052313,8.305159718195025,0.007144763610673894,0.999942337884976
RTL4,1.0014327392425082,1.3276759209197277,7.574072371264222,0.008583888495149027,0.999942337884976
GPR75,0.29938264163244355,7.4805932793750936,7.532460308607611,0.008754083189133788,0.999942337884976
HASPIN,-0.7721633784726896,1.4011927335207413,7.478894345008422,0.008978477689156515,0.999942337884976
USP9YP5,-2.755901384352441,-0.30568178341285845,7.581328952307418,0.009016507850902229,0.999942337884976
SCARF1,2.6668758891396136,3.5742567312590645,7.348048775522027,0.009552771712163774,0.999942337884976
LRRC37A,5.387849521892,6.710361963931819,7.316015502555897,0.009699251113512374,0.999942337884976
CFAP97D2,-1.2499574978483783,1.9753051578615377,7.199333492401382,0.010253380867263977,0.999942337884976
LRRC77P,-1.454063055458602,1.065082023471397,7.199128570029852,0.010254383231432112,0.999942337884976
MAPK15,-1.6815711180180293,1.9792976963474787,7.17634364863669,0.010366488500177767,0.999942337884976
LRRC37A3,4.5870224407115066,7.090063678647513,7.1425343422445335,0.01053525040847799,0.999942337884976
UPK3BL1,7.131618068724644,1.7167843731321468,7.183262352488151,0.010567745065364146,0.999942337884976
CROCC2,-1.6663651161171267,1.2300479917580667,7.109728729445789,0.010701805733550897,0.999942337884976
OR52E5,-1.7585386016186921,-0.01839036469495638,6.960045454217069,0.011498211660001418,0.999942337884976
RBMX2P1,0.9795836383266693,1.0827002912463641,6.936646194691645,0.011628322711377979,0.999942337884976
MMP28,0.5101412721435434,5.675342004743126,6.897612457204888,0.011848879465352619,0.999942337884976
AADACL2,-1.940190250074081,1.5576117084565875,6.848487172071161,0.012132825688625512,0.999942337884976
ADAMTS15,-0.992381486217189,1.04781623228676,6.839317564315703,0.012186626582604613,0.999942337884976
USP9YP28,-3.5158202320023078,1.135087513518407,7.218228880665422,0.012245765021855435,0.999942337884976
BCL7A,-0.15195960029607913,8.137941717034915,6.8235502073274805,0.012279735144797533,0.999942337884976
TUBGCP3,-1.5222950215901252,1.016615896019798,6.820430518845582,0.012298247239911516,0.999942337884976
ZSCAN31,-0.6124290435498403,5.9107287142780915,6.8006191257788045,0.012416505105367476,0.999942337884976
OR5V1,-4.864128188595346,3.013996136207436,6.8540183342785195,0.012450414904386435,0.999942337884976
DIO3,1.2338019412509909,1.8154566941486243,6.735660094045741,0.012812856105563462,0.999942337884976
FAM74A4,-2.1146965727304217,1.4318602675666006,6.713351911493499,0.012952071364753891,0.999942337884976
