Gene,SRR5961854,SRR5961858,SRR5961859,SRR5961863,SRR5961865,SRR5961867,SRR5961870,SRR5961871,SRR5961877
ABCD1,1.129162267,0.916879076,0.65211968,0.955861283,0.756741365,0.712364388,0.49105538,0.700399678,0.678090776
ABCD2,57.6021273,78.67302988,48.25793427,59.67276965,84.50794199,56.16909135,81.10314172,64.75575971,66.84525208
ABCD3,55.05379382,68.40548802,43.13677782,54.83126619,78.85659185,61.44918951,72.51037633,69.40800964,66.82999783
ABCD4,11.8948847,14.12967214,14.08848925,12.29552927,12.66003196,10.60762291,10.31274378,12.01056715,10.19345612
ABCE1,59.71450067,69.51624803,58.09407212,72.84245195,82.59009594,82.6354873,87.38032654,77.83993353,93.6837964
ABCF2,44.44150345,40.44165141,42.7574751,46.65016093,48.29173736,53.71075287,52.22210116,46.88070289,54.46744984
ABCF3,38.54271574,33.133218,44.75628317,41.70216121,38.61645084,40.47556926,36.03724568,36.80828265,38.99379094
ABCG1,43.99803849,37.81809081,42.01854011,46.62481454,54.18489271,48.29987649,44.17248142,48.4459823,47.17949634
ABCG2,27.32110327,69.79015955,23.9397752,52.372763,75.93010145,57.62702406,60.79770952,59.12946916,59.95711819
ABCG4,9.058089226,4.893003678,9.27110812,7.198480318,6.108615109,6.264302289,6.168617779,6.72865544,5.81039013
ABCG5,1.745210171,1.418559329,2.220228828,0.781891163,0.900532645,1.542404172,1.144001174,1.398943046,1.368911594
ABCG8,1.261835852,1.023529818,2.290422827,1.546004739,1.413096601,1.42422605,1.645395774,1.27551598,0.979118842
ABHD1,0.806260311,1.247361024,0.904914581,1.024946958,1.013247609,0.532276347,0.864231796,0.8191816,1.117382163
ABHD10,39.46944168,45.66726288,38.64201599,52.00484492,51.90947377,57.01508541,63.59713698,49.21767357,71.84360414
ABHD11,2.814015903,5.233235175,4.617388934,5.403880402,3.724038521,4.253593136,3.280368611,3.124392492,3.700986276
ABHD12,29.92124116,26.72060946,35.93114525,35.41439669,36.87630085,38.00078707,33.77905754,34.5080054,35.75078584
ABHD12B,3.534945,3.045896184,2.970007715,3.344176307,3.857656628,3.909900653,2.531015871,3.180779701,4.246399067
ABHD13,43.94781774,44.09191489,29.75597774,45.62708363,54.4764038,46.72655326,51.17573654,49.55163143,55.65087887
ABHD14A,5.794016668,5.143960306,5.989833176,5.822235009,7.066469001,6.98359846,7.168072196,7.200963695,7.854650233
ABHD14B,2.177273372,3.097633719,2.665878207,2.914467707,2.357345662,2.642695713,2.394457243,2.7504963,2.824275566
ABHD15,2.474964378,1.811939479,1.492130028,1.518050001,2.747475813,1.791847282,1.577296106,1.895865609,1.955349355
ABHD16B,0.676493839,0.554698005,0.756593216,0.378854481,0.498674926,0.318542825,0.369539898,0.550324232,0.435874354
ABHD17A,6.265572555,7.527583578,10.68634532,8.313362349,6.086712435,7.829616455,8.244041724,6.327752429,8.811180861
ABHD17B,30.06346783,34.36323195,27.23128832,32.38258963,33.53521017,34.37980824,37.4392512,40.98580267,35.2528371
ABHD17C,12.94415003,11.34783583,7.649664981,9.175392643,12.50028879,9.867166982,10.03332672,11.75577489,8.537884045
ABHD18,14.12331115,20.90485446,20.4039113,14.99513477,15.98158636,14.83017464,17.27048053,15.63245338,16.22775552
ABHD2,220.8130765,185.4139369,170.226056,192.4667825,214.7124531,197.6742246,196.3052603,192.4837406,212.465958
ABHD3,3.633772501,5.742402997,2.081888978,2.985059234,6.19283475,2.730015964,4.042132599,4.148702068,3.218209491
ABHD4,5.341316311,4.874339733,4.329115893,4.023868883,6.005166587,4.829769002,4.565491065,4.834737936,4.380070686
ABHD5,20.13642298,26.65968525,15.15395762,18.51468265,24.1392567,20.04984447,21.8603755,23.64945868,20.48985525
ABHD6,24.47430291,32.64643173,27.11021656,33.4301291,31.74849404,34.72981806,33.96691111,35.81786018,38.57401428
ABHD8,10.81860764,7.109787667,11.4309987,12.49037252,8.303613408,8.401576329,8.992142176,8.632279955,8.784132607
ABI1,85.54212971,92.05677777,73.75651981,83.12065767,100.791259,89.5616259,90.3660082,81.9034246,97.72819141
ABI2,444.9518592,362.8980664,375.9884934,371.3251169,406.2715077,403.8036709,426.1788694,419.48092,398.4445402
ABI3,0.27302923,1.215311085,1.337754049,1.713304507,1.41705219,1.061461853,1.0937248,1.269703722,0.971729328
ABI3BP,4.593790555,4.137418893,3.21208962,2.369722821,8.477257207,3.863458239,3.967230813,5.097863184,2.55580086
ABITRAM,13.32250586,10.64316914,13.11142492,11.24171964,13.4386354,15.09223647,11.64743275,14.10555469,12.93598004
ABL1,22.62830002,17.30093799,20.69119363,20.12164115,18.8088893,17.44139538,16.25254528,24.86318172,16.91881498
ABL2,83.57917336,64.76452903,60.9558334,68.71786502,66.06130425,73.0562154,73.82691933,71.0644551,71.82331178
ABLIM1,244.2623751,270.9068154,189.6940508,179.7722659,278.4214577,222.3388809,249.7809291,269.0481552,223.1889452
ABLIM2,57.9677244,43.10971593,57.98857195,59.84273313,52.33709308,48.97101193,45.98234543,48.357608,41.99535929
ABLIM3,40.39081795,34.78353593,46.19737888,41.51094814,31.84159732,28.83517186,28.74109308,33.1329321,33.27825485
ABO,0.299312987,0.198677161,0.332262034,0.26125888,0.103564522,0.261226609,0.077858092,0.21464411,0.11020086
ABR,1.127592969,5.031442556,1.791757717,18.13561938,5.620962087,17.41127963,9.898273275,3.817449987,0.692731971
ABRA,1.918612085,1.24332402,1.044771293,1.134462844,0.936890814,1.289003083,1.369235006,1.581656892,2.412561137
ABRACL,8.147342042,10.1786466,9.002259123,11.34555694,9.256705512,12.34075485,11.16682821,9.166672568,12.27415772
ABRAXAS1,5.002197737,6.197532034,4.522429792,5.82875351,6.590995946,5.685389352,6.119705316,6.072467682,6.272607115
ABRAXAS2,30.48899362,34.06771381,27.17443038,37.24375772,39.91289429,37.36349395,38.75223966,32.53413255,39.7784269
ABT1,4.534642523,5.203140905,4.751550356,5.2250827,5.89510415,6.420943028,6.125438281,4.773475366,6.646242505
ABTB1,11.02318799,7.83663694,11.97180228,8.176940443,6.51491755,6.154721067,7.046436369,7.893509758,6.290151039
ABTB2,2.723932093,3.06881443,3.222153266,2.80862787,2.239397179,2.287711819,2.213806936,3.42601794,1.997637454
ABTB3,17.97651247,19.72930603,19.34173844,20.55057785,21.77002493,19.55898592,18.80485352,17.47226253,20.87359156
ACAA1,23.29839374,20.1573175,29.69178959,24.09676443,20.41600891,21.30531645,18.19823364,22.39481671,18.83167463
ACAA2,16.79112205,26.64481483,9.427616946,13.9727408,26.77778174,16.27611638,15.23504432,20.42935845,15.73971844
ACACA,1.623635023,1.888611145,2.762089851,1.206542823,0.731633233,2.705246676,0.783792387,1.44743147,5.072516704
ACACB,25.83534302,31.31648752,20.35391389,24.8328331,31.54402719,28.3861301,24.76763223,24.09136223,27.82801301
ACAD10,8.488002776,7.933964872,8.859679247,8.665329791,7.679059487,7.703211163,8.303722463,8.609243655,8.189572964
ACAD11,0.815575527,1.108699613,1.449226708,0.839983491,0.701774913,1.287364565,0.949648959,0.93047126,1.189259177
ACAD8,25.05170584,27.2085529,26.62803161,25.37480197,23.69852168,27.47705576,26.03999984,23.45267972,27.94726767
ACAD9,23.26698382,18.59193636,22.87273606,22.68621196,21.93133797,22.32170309,21.64708026,21.38459701,25.18910275
ACADL,2.178927282,3.246678242,3.239400832,2.623199361,3.958106558,2.322711205,2.815658358,2.330853893,3.079551184
ACADM,46.09109656,61.67399017,49.98067349,50.54385593,60.66458889,55.30027508,60.68203165,60.8725346,61.34055372
ACADS,1.047365568,1.860729111,0.958861989,1.18187818,2.025895886,1.308814257,1.33497326,2.349999812,1.349664297
ACADSB,84.64773324,80.53654981,69.97553002,71.67467056,83.75037509,83.69699703,87.8941882,79.06640303,83.8098195
ACADVL,51.52586995,81.0844933,74.12732707,56.94785572,54.58586497,61.07944565,47.64725457,53.7113373,54.64014064
ACAN,1.457032339,1.094389454,1.931203772,1.013861868,0.875517313,0.982182578,1.458164854,0.852719013,0.931619819
ACAP1,0.818685388,1.098473583,0.861515907,0.752172744,0.811185819,0.992048266,0.780590159,0.611358041,0.843984544
ACAP2,62.5585344,69.14056315,51.82835233,56.29850004,62.99551949,65.47590906,65.60267701,74.89995529,68.74954548
ACAP3,42.24341253,50.0351811,66.26360235,47.27372891,36.37114541,39.43464208,29.7772458,33.76258076,27.92643015
ACAT1,47.77731834,61.60026379,49.14410495,56.62440297,67.73359829,57.29753827,60.54640788,56.032066,70.63941782
ACAT2,11.95276197,14.88380653,13.75592436,17.86562751,14.84597455,19.5596642,20.92616212,16.92297282,21.07103065
ACBD3,47.93063227,59.81590004,52.80904583,64.40971292,65.51142899,63.16211927,68.63989954,61.72646736,70.83637964
ACBD4,4.051783854,4.149789091,6.126620232,4.029496844,4.706165347,4.115819294,4.229164689,3.629331863,3.280259191
ACBD5,83.53490892,91.87620953,76.54735304,83.9818512,86.08275955,86.52269607,92.0712225,86.33823722,90.50350548
ACBD6,19.55913819,24.7522714,24.31389338,20.82486107,21.68570089,20.90741721,22.19803265,17.4576685,20.54335105
ACBD7,71.91838395,117.3671454,32.18610842,48.34453157,120.034513,54.9295763,78.61599428,84.97983136,84.51554278
ACCS,2.736882399,2.968803015,4.606355112,2.344531447,1.519116449,1.615036277,1.931096949,2.094640754,2.64511688
ACCSL,0.500363613,0.351667058,0.206855291,0.212472144,0.328946116,0.285836301,0.187424519,0.313153797,0.221068258
ACD,4.288096605,3.943019595,4.407232993,4.339759164,3.987479612,4.312327096,3.68092268,4.500815042,4.381138381
ACE,4.774611117,4.826026582,4.900195113,4.567118989,3.982066294,3.05203266,2.919835415,2.576306322,2.728082279
ACE2,0.225337238,0.147814049,0.507186229,0.267921323,0.181926178,0.075089882,0.147710614,0.712974204,0.406526134
ACER2,6.223067391,9.959423133,5.617185659,6.017339245,7.499977235,7.095666718,5.078618447,7.240037981,6.724548313
ACER3,45.99932851,53.45657367,40.53740027,48.91542955,45.48208571,47.47843094,52.04732335,63.01579783,48.47785576
ACHE,6.308823256,3.838609888,7.383046362,5.996872638,4.117041597,5.682923595,5.345938205,4.659358987,5.027214786
ACIN1,90.63244125,76.68480788,105.440375,88.56652633,74.77561069,74.43015544,62.06596621,71.54669038,70.3231746
ACKR1,2.925137573,1.70819737,2.454610926,2.177239588,3.144975811,1.616664155,1.792741864,1.888379176,2.188098476
ACKR2,0.317976945,0.579396512,0.302941172,0.548432007,0.51343782,0.313957102,0.334528175,0.548189622,0.242817128
ACKR3,2.999822141,3.524042952,1.182520824,2.243493884,4.488681398,2.691340551,3.088273303,3.909465506,2.75056146
ACKR4,2.462726084,2.505924605,1.621897427,0.867267556,0.98815301,1.38424993,1.539781552,1.489462153,1.682357006
ACLY,71.9037957,53.28322072,63.75716659,71.19934036,71.6077288,73.32461851,75.51683759,72.29905506,82.34763792
ACMSD,1.091746548,0.613142936,0.793449621,0.607541417,0.344116941,0.722629066,0.343119773,0.491394434,0.366167702
ACO1,31.02727264,37.42184653,28.17016161,23.82097376,36.49975813,28.97628923,32.67350403,29.75316598,29.70564903
ACO2,109.0822561,77.12360564,114.1409711,105.9721273,111.2075902,101.9300068,96.80631305,110.6348323,102.2890727
ACOT1,1.836844122,1.419007012,0.732174564,1.368741361,1.581025482,2.200516585,1.359966684,2.396965596,0.88029232
ACOT11,9.74337465,15.43671904,11.70611791,10.96289513,10.27227505,13.15736464,10.07072093,7.961036277,8.97656444
ACOT12,0.215064159,0.752401258,0.461013058,0.411972138,0.625075919,0.0955554,0.156640574,0.183203422,0.184758424
ACOT13,31.81292453,37.76799216,34.40320599,39.29318502,39.7610971,37.82880917,39.4942217,35.77347633,41.39795864
ACOT2,3.376624637,4.822892799,5.178450707,3.052680184,4.390686795,4.848228931,4.828017946,4.573068301,3.869972037
ACOT4,1.487848384,3.020893984,2.30089713,1.8813398,1.904784479,2.502613051,2.229252977,1.668352644,2.738975229
ACOT6,1.468608112,1.714454465,1.62074759,1.319473764,1.492150388,1.41010447,1.291739694,1.147292235,1.299081509
ACOT7,43.05633637,27.75600943,41.2217847,42.01228275,38.86314158,38.1987073,36.62451266,32.97412005,35.64165885
ACOT8,5.86657478,5.439682653,6.722762321,6.686786654,6.442193479,6.173489548,6.669550183,5.676502686,7.412044673
ACOT9,13.67234292,18.61963775,15.91240393,16.30030769,17.04349198,19.11572952,20.4737637,14.21494433,20.37624764
ACOX1,91.13547889,95.88764876,62.51680483,74.03563983,122.8420457,87.1245323,94.94689647,102.8239006,99.50237836
ACOX2,1.84371998,2.261895287,1.606528614,1.380549323,2.658898451,1.21939798,1.46074617,2.209433215,1.922458611
ACOX3,20.87579732,18.40545661,24.64946633,19.75613687,16.7748193,17.34094304,16.56899726,16.29600954,15.08565593
ACOXL,2.032738252,1.402521269,1.673876252,0.884225783,0.960663017,1.053237343,0.961442786,1.414087847,1.03819381
ACOXL-AS1,0.268137744,0.206929196,0.431086479,0.218791342,0.343823076,0.262801289,0.379104723,0.259125588,0.121951669
ACP1,66.97377134,86.56468213,88.52415763,90.13722418,84.57537261,86.79996739,93.17925268,74.54552411,97.18692185
ACP2,8.278827877,6.430172916,7.357159613,8.566709183,7.80191089,8.385505019,8.101228635,7.40207744,8.237892815
ACP3,0.059061824,0.653782636,0.73589357,0.307226891,0.429152446,0.615042794,0.241972275,0.390817163,1.598282769
ACP5,0.101313155,0.23735072,0.093075256,0.129063481,0.297968399,0.192919553,0.173935396,0.277406006,0.149205645
ACP6,6.133468899,10.9911343,7.858991911,5.635443008,7.111318347,6.633633857,6.73449646,6.832678686,8.696114689
ACP7,0.450530797,0.73883462,0.724320762,1.101103175,0.49104408,0.725637449,0.65628232,1.39808046,0.928906353
ACRBP,0.091523796,0.166768595,0.13079404,0.191442424,0.467981408,0.237212742,0.066660759,0.213475539,0.091731189
ACRV1,0.330647874,0.3336838,0.77693097,0.327611246,0.431224974,0.508536454,0.514069214,0.38303203,0.262204316
ACSBG1,41.62751628,59.9810088,17.37086527,30.58308778,48.89133588,32.40454801,36.84874885,45.77609993,40.60338016
ACSBG2,0.580273322,0.805201714,0.502335351,0.501233374,0.288297892,0.495811338,0.438893598,0.50245652,0.325945047
ACSF2,2.383418232,4.268857156,2.684049749,2.29623348,5.653051467,2.909752894,2.339928673,2.836976405,2.844880625
ACSF3,8.60817625,9.94989088,14.186015,11.3213004,7.403606628,8.261780939,7.133336046,8.236177994,5.556289181
ACSL1,27.87365604,30.15215998,31.30578959,35.29920539,34.8516887,44.13010313,37.70296235,54.58382003,35.0246838
ACSL3,258.7930574,283.9233503,225.7573401,296.2506579,364.1185357,372.0615099,379.0245626,311.1531505,378.0444124
ACSL4,155.5389019,161.0207233,140.4328215,203.9347642,191.8157271,206.8307162,207.2253391,162.0652204,235.9228965
ACSL5,4.941039789,6.129125494,3.60523402,4.795238068,8.898877407,5.593943547,5.093649384,4.440314521,5.910031309
ACSL6,239.4586657,282.0917233,209.3849087,217.6769548,262.820563,220.6097974,273.882749,226.006129,243.549307
ACSM1,0.186658736,0.235465737,0.438596356,0.156491488,0.156495179,0.358851436,0.219614236,0.235888212,0.24053362
ACSM3,0.33309681,0.39330161,0.385575491,0.22442563,0.451795585,0.244197724,0.262017594,0.328339396,0.188864624
ACSM4,0.338221377,0.415992087,0.483342496,0.325806439,0.136531633,0.360035106,0.297662438,0.385868948,0.1816006
ACSM5,1.329475338,3.296305644,1.704834606,2.430668675,1.993369574,3.190838556,1.953920672,3.221325628,2.223079349
ACSM6,2.087379539,2.496572997,1.059755115,1.088531215,0.912314347,1.333639403,1.131673643,1.804883154,1.516835594
ACSS1,33.62292614,43.60659733,15.73387622,23.87876081,38.90853999,28.80403203,28.93868067,30.95512608,30.77286191
ACSS2,12.65643357,13.35321641,12.30829408,14.86408142,11.32574555,14.50088569,14.87487216,15.69825472,14.31352165
ACSS3,20.70653338,30.45792509,8.996715263,15.46372977,26.75006168,16.34471337,22.3729622,27.32560625,20.49213876
ACTA1,0.965254371,0.998470022,0.954981287,1.191808574,1.16894819,1.088678278,0.989659368,0.935203828,0.956810409
ACTA2,3.211829121,5.423079098,4.789987788,3.936042318,16.09581512,4.647305642,3.578228136,2.921798363,3.41727584
ACTA2-AS1,4.578119919,3.465116303,3.717058304,2.199768833,2.670127221,3.239948881,2.776844424,3.7871633,3.255572618
ACTB,826.5775558,578.2641091,818.4294243,728.8647944,806.4654321,789.9556975,746.2724575,801.0427357,677.466687
ACTC1,3.140142664,2.776736383,2.474717687,3.080801009,1.52857429,1.795294554,2.438454739,2.065215196,2.558800279
ACTG1,338.3217368,274.1754641,354.3838076,389.0900469,388.5123614,366.4569399,373.7876467,399.3598706,393.6676082
ACTG1P17,0.26982039,0.442483946,0.484825992,0.298794439,0.307538373,0.581790983,0.208082029,0.260751679,0.429509333
ACTG1P20,2.123262678,2.703117342,2.807220981,2.006879083,2.097661027,2.211068536,1.63294441,2.078148162,1.69205883
ACTG1P25,0.670104894,0.740575611,1.311533642,0.764986717,0.846797723,0.922331446,0.779845414,0.784450844,0.901059899
ACTG1P4,4.085400052,6.554084338,5.402040243,2.62525567,3.387979691,4.759937805,3.670953216,3.823320528,3.795823859
ACTL10,0.270382336,0.490079756,0.846511552,0.324299006,0.241271618,0.189685076,0.404227213,0.272755034,0.201718099
ACTL6A,4.134894422,7.088188909,3.996648531,4.678657968,7.17081072,5.557329582,6.673793659,7.456636024,6.084931561
ACTL6B,15.37001915,11.38007165,14.3845468,13.51866968,13.43754887,14.32070189,13.59778318,10.9739628,16.59850053
ACTN1,97.64630745,75.68831709,99.10082434,95.49626596,94.74070947,82.7075954,69.19180597,75.53684414,69.6716548
ACTN2,76.74720692,63.10805872,85.67821689,75.74055776,66.52327301,78.47395973,64.87840141,69.43829925,64.18781248
ACTN3,0.10218481,0.230415555,0.246424595,0.227804305,0.077342792,0.127692699,0.209322108,0.034974086,0.246896584
ACTN4,74.11735292,54.2134282,81.77052422,69.79066705,71.01259627,62.37890759,53.06056862,68.21810973,63.02678652
ACTR10,55.77736023,60.21176208,59.69513388,71.87836543,70.50495844,68.49873035,82.1663442,65.90090859,89.07773248
ACTR1A,42.42293199,38.57111516,46.43729971,50.6659501,48.38008659,54.02625273,54.19074929,47.66093842,54.93640831
ACTR1B,31.48916688,30.38285566,33.49561958,33.85600664,30.92924817,35.14707895,37.50404573,31.87850868,40.38833336
ACTR2,382.735898,303.8112776,337.1236912,364.3278402,369.7539359,337.6460585,333.2108313,364.4379039,311.9188562
ACTR3,84.42189472,94.57384733,84.75404509,106.3008553,110.2384012,111.3951463,109.6900796,105.2072266,116.3928449
ACTR3-AS1,0.808813015,0.969284209,0.800204918,0.554804985,0.809965889,0.958881573,0.747695813,0.979541056,0.962085107
ACTR3B,45.45007398,34.88022768,43.84667427,36.79346863,40.88873006,34.37091077,37.00910443,31.79508406,35.80864499
ACTR3C,14.22851322,19.84134468,18.46251298,16.75486126,16.12311372,17.58318572,17.13037433,12.62645231,14.0461887
ACTR5,10.37681096,11.03197821,11.53628072,9.714572838,8.802230334,11.28584175,9.022151726,9.78145327,8.947777839
ACTR6,34.53097215,46.84426431,35.24618333,43.58632922,45.31724049,51.54618527,50.98140526,39.061004,53.59344848
ACTR8,40.55911764,38.55071284,32.38096485,42.8291549,42.60553705,38.8034668,41.14293656,37.44401895,49.78660207
ACTRT3,2.422243606,1.613741418,1.995805146,2.654997816,1.925043824,2.471965313,2.050911902,2.68057727,2.419061935
ACVR1,12.74921377,10.56346841,13.22826948,10.47659689,13.49679764,10.6920332,11.52537658,11.39218748,10.28965352
ACVR1B,60.35199832,31.4430641,50.24587791,55.22370972,51.15403546,53.12418465,53.29307898,46.99360553,53.32149708
ACVR1C,44.47691404,47.14596101,44.61512776,55.98085873,66.64616501,52.33528337,56.4893019,57.82008793,58.38602357
ACVR2A,54.95917772,55.18319151,43.41599845,49.87796435,52.19550966,54.36668414,55.84887898,46.68274807,52.38156406
ACVR2B,24.25566113,22.87494397,17.32004655,19.58000288,24.30165626,22.27658,22.89846246,24.60368312,23.99406485
ACVR2B-AS1,1.291793013,1.163976727,1.186755717,0.815779146,0.722028459,1.158953684,0.806459138,0.790333042,1.042686766
ACVRL1,2.302830036,4.397585756,2.606204709,5.373959515,6.403202117,4.871851788,3.161397819,3.5813505,4.373144045
ACY3,0.299916441,0.889994513,1.469492598,0.905636712,1.937101992,1.047013102,0.936180765,1.36867093,0.552115196
