signatureID,ID_geneid,Name_GeneSymbol,Value_LogDiffExp,Significance_pvalue
InputSig,1429,CRYZ,0.498018122357879,0.0275362798046922
InputSig,6850,SYK,0.422794710195413,0.149554126923431
InputSig,39,ACAT2,0.428458509098934,0.00651572732690931
InputSig,1829,DSG2,0.586464353256053,0.425965383520936
InputSig,7082,TJP1,0.548385874967048,0.193803849306708
InputSig,10320,IKZF1,0.673178733732447,0.06707128064499
InputSig,65123,INTS3,1.21494933542501,0.023498555788556
InputSig,10434,LYPLA1,0.387226099869159,0.0297378159630179
InputSig,3638,INSIG1,0.394336681290637,0.0311450936862821
InputSig,5366,PMAIP1,0.531134459441612,0.355661017082566
InputSig,11200,CHEK2,0.469705153840205,0.323915407041371
InputSig,6696,SPP1,0.429562288936268,0.265695939208771
InputSig,5796,PTPRK,1.73217133194995,0.0271773878134357
InputSig,572,BAD,0.483812445823396,0.205439294134457
InputSig,26136,TES,0.378569017937206,0.483760563226575
InputSig,154,ADRB2,0.494229493639142,0.25357248629777
InputSig,3553,IL1B,0.726265367322802,0.310130499594952
InputSig,533,ATP6V0B,0.566795949207751,0.00242446847798223
