Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Mouse_NA_Male,Pilaralisib,-0.25031675,InputSig,NA,NA,LINCSCP_22624,HEPG2,10uM,6h
Mouse_NA_Male,CHEMBL2144875,-0.25023196,InputSig,NA,NA,LINCSCP_47106,PC3,10uM,24h
Mouse_NA_Male,KUC104486,-0.24990414,InputSig,NA,NA,LINCSCP_22060,HEPG2,10uM,6h
Mouse_NA_Male,BRD-K22983069,-0.24944563,InputSig,NA,NA,LINCSCP_64630,VCAP,10uM,24h
Mouse_NA_Male,4LY1,-0.24928019,InputSig,NA,NA,LINCSCP_49214,PC3,0.1uM,24h
Mouse_NA_Male,"Ingenol 3,20-dibenzoate",-0.24924483,InputSig,NA,NA,LINCSCP_10303,A673,10uM,6h
Mouse_NA_Male,CHEMBL2356693,-0.24849349,InputSig,NA,NA,LINCSCP_47092,PC3,10uM,24h
Mouse_NA_Male,Bithionol,-0.24842598,InputSig,NA,NA,LINCSCP_21525,HEPG2,10uM,6h
Mouse_NA_Male,ML228,-0.24824349,InputSig,NA,NA,LINCSCP_26097,HT29,10uM,6h
Mouse_NA_Male,N-Bromoacetyltryptamine,-0.24803752,InputSig,NA,NA,LINCSCP_43319,NPC,10uM,6h
Mouse_NA_Male,Phorbol Myristate Acetate,-0.24797525,InputSig,NA,NA,LINCSCP_24194,HL60,0.5uM,6h
Mouse_NA_Male,"3,7-Bis(dimethylamino)phenothiazin-5-ium",-0.24761915,InputSig,NA,NA,LINCSCP_54180,SW620,10uM,6h
Mouse_NA_Male,Cucurbitacin I,-0.24749939,InputSig,NA,NA,LINCSCP_28899,HUH7,10uM,6h
Mouse_NA_Male,ZINC77024257,-0.24684791,InputSig,NA,NA,LINCSCP_207854,H1299,10uM,6h
Mouse_NA_Male,MLS003128610,-0.24682803,InputSig,NA,NA,LINCSCP_1579,A375,10uM,6h
Mouse_NA_Male,SCHEMBL1725480,-0.24638073,InputSig,NA,NA,LINCSCP_15983,HA1E,10uM,6h
Mouse_NA_Male,BG-1007,-0.24628028,InputSig,NA,NA,LINCSCP_43647,NPC,10uM,6h
Mouse_NA_Male,NSC665366,-0.24552352,InputSig,NA,NA,LINCSCP_33113,MCF7,10uM,24h
Mouse_NA_Male,MLS002264464,-0.24549183,InputSig,NA,NA,LINCSCP_21844,HEPG2,10uM,6h
Mouse_NA_Male,BIX01294,-0.24512352,InputSig,NA,NA,LINCSCP_146867,NEU,10uM,24h
Mouse_NA_Male,Irinotecan,-0.24511929,InputSig,NA,NA,LINCSCP_2689,A375,10uM,6h
Mouse_NA_Male,CHEMBL2140128,-0.24498643,InputSig,NA,NA,LINCSCP_47223,PC3,10uM,6h
Mouse_NA_Male,BRN 1088760,-0.24487864,InputSig,NA,NA,LINCSCP_46520,PC3,10uM,24h
Mouse_NA_Male,BROAD-SAI-071,-0.24483436,InputSig,NA,NA,LINCSCP_46586,PC3,10uM,6h
Mouse_NA_Male,COT Inhibitor-2,-0.24469288,InputSig,NA,NA,LINCSCP_149699,NPC.TAK,10uM,24h
Mouse_NA_Male,WZ3105,-0.24419302,InputSig,NA,NA,LINCSCP_111266,HEPG2,3.33uM,24h
Mouse_NA_Male,NCGC00172397-01,-0.24416002,InputSig,NA,NA,LINCSCP_6010,A549,10uM,6h
Mouse_NA_Male,BMS-387032,-0.24387001,InputSig,NA,NA,LINCSCP_69479,A375,0.37uM,24h
Mouse_NA_Male,CHEMBL2134104,-0.24368452,InputSig,NA,NA,LINCSCP_49006,PC3,10uM,24h
Mouse_NA_Male,1166227-08-2,-0.24303876,InputSig,NA,NA,LINCSCP_146377,NEU,0.37uM,24h
Mouse_NA_Male,CHEMBL2139070,-0.24267631,InputSig,NA,NA,LINCSCP_46507,PC3,10uM,24h
Mouse_NA_Male,BRD-K76938712,-0.24263905,InputSig,NA,NA,LINCSCP_46646,PC3,10uM,6h
Mouse_NA_Male,CHEMBL2141840,-0.2424035,InputSig,NA,NA,LINCSCP_47257,PC3,10uM,6h
Mouse_NA_Male,CHEMBL2359019,-0.24237043,InputSig,NA,NA,LINCSCP_50504,PHH,10uM,6h
Mouse_NA_Male,MLS000094380,-0.24183338,InputSig,NA,NA,LINCSCP_16143,HA1E,10uM,6h
Mouse_NA_Male,Bosutinib,-0.24177985,InputSig,NA,NA,LINCSCP_149613,NPC.TAK,10uM,24h
Mouse_NA_Male,PP 2,-0.24161492,InputSig,NA,NA,LINCSCP_18456,HCC515,10uM,6h
Mouse_NA_Male,CHEMBL2355346,-0.2414524,InputSig,NA,NA,LINCSCP_65227,VCAP,10uM,24h
Mouse_NA_Male,BRN 1088757,-0.24144262,InputSig,NA,NA,LINCSCP_2215,A375,10uM,6h
Mouse_NA_Male,MD-041,-0.24139175,InputSig,NA,NA,LINCSCP_58388,VCAP,10uM,24h
Mouse_NA_Male,F1061-0166,-0.24133592,InputSig,NA,NA,LINCSCP_46698,PC3,10uM,24h
Mouse_NA_Male,Aurora A Inhibitor I,-0.2412246,InputSig,NA,NA,LINCSCP_150329,NPC.TAK,3.33uM,24h
Mouse_NA_Male,NCH-51,-0.24107048,InputSig,NA,NA,LINCSCP_43634,NPC,10uM,6h
Mouse_NA_Male,CGP-53353,-0.24104024,InputSig,NA,NA,LINCSCP_23059,HEPG2,10uM,6h
Mouse_NA_Male,AT-7519,-0.24097769,InputSig,NA,NA,LINCSCP_69531,A375,3.33uM,24h
Mouse_NA_Male,BDBM29595,-0.24085192,InputSig,NA,NA,LINCSCP_43677,NPC,10uM,6h
Mouse_NA_Male,UNII-BXU45ZH6LI,-0.24076658,InputSig,NA,NA,LINCSCP_6963,A549,10uM,6h
Mouse_NA_Male,AC1NUE3V,-0.24063657,InputSig,NA,NA,LINCSCP_58791,VCAP,10uM,24h
Mouse_NA_Male,AZ20,-0.24060132,InputSig,NA,NA,LINCSCP_87173,CD34,3.33uM,24h
Mouse_NA_Male,AC1Q6JJ5,-0.24045097000000001,InputSig,NA,NA,LINCSCP_40284,NCIH596,0.1uM,6h
Mouse_NA_Male,Fenretinide,-0.23998861,InputSig,NA,NA,LINCSCP_46850,PC3,10uM,24h
Mouse_NA_Male,SR-02000000477,-0.23992786,InputSig,NA,NA,LINCSCP_16085,HA1E,10uM,6h
Mouse_NA_Male,BDBM50127227,-0.23946819,InputSig,NA,NA,LINCSCP_54330,SW620,10uM,6h
Mouse_NA_Male,YL-54,-0.2390672,InputSig,NA,NA,LINCSCP_3099,A375,10uM,6h
Mouse_NA_Male,SB225002,-0.23901326,InputSig,NA,NA,LINCSCP_50631,PL21,10uM,6h
Mouse_NA_Male,Fccp,-0.23887859,InputSig,NA,NA,LINCSCP_23594,HEPG2,3uM,6h
Mouse_NA_Male,2-Bromo-n-(2-phenylethyl)acetamide,-0.23882137,InputSig,NA,NA,LINCSCP_43318,NPC,10uM,6h
Mouse_NA_Male,ZINC01037382,-0.23869732,InputSig,NA,NA,LINCSCP_47037,PC3,10uM,6h
Mouse_NA_Male,MLS-0435555.0001,-0.23826067,InputSig,NA,NA,LINCSCP_58370,VCAP,10uM,24h
Mouse_NA_Male,CHEMBL2134949,-0.23799166,InputSig,NA,NA,LINCSCP_46356,PC3,10uM,6h
Mouse_NA_Male,SCHEMBL3958507,-0.23795278,InputSig,NA,NA,LINCSCP_113325,HME1,10uM,3h
Mouse_NA_Male,Cerulenin,-0.23734776,InputSig,NA,NA,LINCSCP_10578,AGS,40uM,6h
Mouse_NA_Male,BRD-A52933579,-0.23720208,InputSig,NA,NA,LINCSCP_259439,NEU,10uM,24h
Mouse_NA_Male,Fcodpguefhccia-Uhfffaoysa-N,-0.23679395,InputSig,NA,NA,LINCSCP_54211,SW620,10uM,6h
Mouse_NA_Male,Vandetanib,-0.23667522,InputSig,NA,NA,LINCSCP_149860,NPC.TAK,10uM,24h
Mouse_NA_Male,AC1MCK5A,-0.23659229,InputSig,NA,NA,LINCSCP_1539,A375,10uM,6h
Mouse_NA_Male,BG-1027,-0.23634225,InputSig,NA,NA,LINCSCP_43687,NPC,10uM,6h
Mouse_NA_Male,CP-724714,-0.23595614,InputSig,NA,NA,LINCSCP_144931,MDAMB231,0.12uM,3h
Mouse_NA_Male,MLS003128613,-0.23584388,InputSig,NA,NA,LINCSCP_1651,A375,10uM,6h
Mouse_NA_Male,RG2833 (RGFP109),-0.23576455,InputSig,NA,NA,LINCSCP_156901,PC3,3.33uM,24h
Mouse_NA_Male,MEGXM0_000203,-0.23534165,InputSig,NA,NA,LINCSCP_50410,PHH,10uM,6h
Mouse_NA_Male,Isocycloheximide,-0.23517205,InputSig,NA,NA,LINCSCP_25158,HT29,10uM,6h
Mouse_NA_Male,Masitinib,-0.23509435,InputSig,NA,NA,LINCSCP_149716,NPC.TAK,10uM,24h
Mouse_NA_Male,BRD-K80062189,-0.23504484,InputSig,NA,NA,LINCSCP_43360,NPC,10uM,6h
Mouse_NA_Male,Avicin-D,-0.23495601,InputSig,NA,NA,LINCSCP_55264,U266,10uM,6h
Mouse_NA_Male,Betaescin,-0.23477584,InputSig,NA,NA,LINCSCP_47698,PC3,10uM,6h
Mouse_NA_Male,BI-2536,-0.23464802,InputSig,NA,NA,LINCSCP_40227,NCIH508,10uM,6h
Mouse_NA_Male,SCHEMBL6851809,-0.2345989,InputSig,NA,NA,LINCSCP_108396,HELA,3.33uM,24h
Mouse_NA_Male,Peruvoside,-0.23434856,InputSig,NA,NA,LINCSCP_64836,VCAP,0.5uM,24h
Mouse_NA_Male,MGCD-265,-0.23433478,InputSig,NA,NA,LINCSCP_148347,NPC.CAS9,0.04uM,24h
Mouse_NA_Male,Apatinib Hydrochloride,-0.23379233,InputSig,NA,NA,LINCSCP_49285,PC3,0.5uM,6h
Mouse_NA_Male,CHEMBL2140299,-0.23367025,InputSig,NA,NA,LINCSCP_47131,PC3,10uM,24h
Mouse_NA_Male,K114,-0.23361867,InputSig,NA,NA,LINCSCP_43305,NPC,10uM,6h
Mouse_NA_Male,GSK-1070916,-0.23346586,InputSig,NA,NA,LINCSCP_147756,NPC.CAS9,10uM,24h
Mouse_NA_Male,CCG-207980,-0.23342765,InputSig,NA,NA,LINCSCP_41470,NEU,10uM,6h
Mouse_NA_Male,BRD-K74998149,-0.23317929,InputSig,NA,NA,LINCSCP_49014,PC3,10uM,24h
Mouse_NA_Male,Buparlisib,-0.23302188,InputSig,NA,NA,LINCSCP_115236,HS578T,10uM,3h
Mouse_NA_Male,CHEMBL2142684,-0.2327981,InputSig,NA,NA,LINCSCP_46354,PC3,10uM,6h
Mouse_NA_Male,CHEMBL2362024,-0.23252814,InputSig,NA,NA,LINCSCP_312227,VCAP,10uM,6h
Mouse_NA_Male,BRD-K44968548,-0.23238529,InputSig,NA,NA,LINCSCP_65288,VCAP,10uM,24h
Mouse_NA_Male,PF750,-0.23228827,InputSig,NA,NA,LINCSCP_21765,HEPG2,80uM,6h
Mouse_NA_Male,Rabusertib,-0.2320544,InputSig,NA,NA,LINCSCP_150213,NPC.TAK,10uM,24h
Mouse_NA_Male,ML9,-0.23201331,InputSig,NA,NA,LINCSCP_291495,VCAP,10uM,6h
Mouse_NA_Male,SMR000047763,-0.23189801,InputSig,NA,NA,LINCSCP_1733,A375,10uM,6h
Mouse_NA_Male,MLS003128609,-0.23181644,InputSig,NA,NA,LINCSCP_1624,A375,10uM,6h
Mouse_NA_Male,SCHEMBL2704865,-0.23159299,InputSig,NA,NA,LINCSCP_43600,NPC,10uM,6h
Mouse_NA_Male,KUC104493,-0.23155596,InputSig,NA,NA,LINCSCP_22000,HEPG2,10uM,6h
Mouse_NA_Male,sorafenib,-0.23106635,InputSig,NA,NA,LINCSCP_51382,SKBR3,0.1uM,24h
Mouse_NA_Male,MLS001173269,-0.23104792,InputSig,NA,NA,LINCSCP_20027,HCC515,10uM,6h
Mouse_NA_Male,F1304-0056,-0.23071874,InputSig,NA,NA,LINCSCP_23304,HEPG2,10uM,24h
Mouse_NA_Male,JLK-6,-0.23061888,InputSig,NA,NA,LINCSCP_56140,VCAP,10uM,6h
Mouse_NA_Male,Lexibulin,-0.23054545,InputSig,NA,NA,LINCSCP_39939,NCIH1836,1uM,6h
Mouse_NA_Male,UNC0638,-0.23053616,InputSig,NA,NA,LINCSCP_147983,NPC.CAS9,10uM,24h
Mouse_NA_Male,936890-98-1,-0.23041306,InputSig,NA,NA,LINCSCP_113403,HME1,10uM,3h
Mouse_NA_Male,Sirolimus,-0.23017292,InputSig,NA,NA,LINCSCP_54074,SW620,10uM,6h
Mouse_NA_Male,MLN 2238,-0.23016993,InputSig,NA,NA,LINCSCP_25116,HT115,10uM,6h
Mouse_NA_Male,SCHEMBL8038519,-0.22975861,InputSig,NA,NA,LINCSCP_41217,NEU,10uM,24h
Mouse_NA_Male,Avicin-G,-0.22967996,InputSig,NA,NA,LINCSCP_49414,PC3,1uM,6h
Mouse_NA_Male,Ichthynone,-0.2296704,InputSig,NA,NA,LINCSCP_23612,HEPG2,10uM,6h
Mouse_NA_Male,Panobinostat,-0.22949088,InputSig,NA,NA,LINCSCP_16240,HA1E,10uM,6h
Mouse_NA_Male,BX 912,-0.22941004,InputSig,NA,NA,LINCSCP_69220,A375,3.33uM,24h
Mouse_NA_Male,CHEMBL1242477,-0.22939175,InputSig,NA,NA,LINCSCP_13451,H1299,20uM,6h
Mouse_NA_Male,Trifluoperazine,-0.229331,InputSig,NA,NA,LINCSCP_43679,NPC,10uM,6h
Mouse_NA_Male,Methylnaltrexone (Bromide),-0.22919369,InputSig,NA,NA,LINCSCP_71921,A375,10uM,24h
Mouse_NA_Male,Sunitinib,-0.22888275,InputSig,NA,NA,LINCSCP_146508,NEU,10uM,24h
Mouse_NA_Male,BRD-A43331270-001-01-6,-0.22880949,InputSig,NA,NA,LINCSCP_222958,HT115,10uM,6h
Mouse_NA_Male,CHEMDIV3_016432,-0.22842136,InputSig,NA,NA,LINCSCP_23713,HEPG2,10uM,6h
Mouse_NA_Male,Terfenadine,-0.22826348,InputSig,NA,NA,LINCSCP_2510,A375,10uM,6h
Mouse_NA_Male,2-Aminopurine,-0.22819602,InputSig,NA,NA,LINCSCP_46753,PC3,10uM,24h
Mouse_NA_Male,1991-52-2,-0.22775804,InputSig,NA,NA,LINCSCP_2924,A375,10uM,6h
Mouse_NA_Male,SA-1922927,-0.22769686,InputSig,NA,NA,LINCSCP_66124,VCAP,0.5uM,24h
Mouse_NA_Male,CHEMBL2355586,-0.22724762,InputSig,NA,NA,LINCSCP_47247,PC3,10uM,6h
Mouse_NA_Male,ZINC01043777,-0.22684785,InputSig,NA,NA,LINCSCP_2968,A375,10uM,6h
Mouse_NA_Male,BRD-K50204028,-0.22663074,InputSig,NA,NA,LINCSCP_27217,HT29,10uM,6h
Mouse_NA_Male,MLS000089581,-0.22624094,InputSig,NA,NA,LINCSCP_5019,A549,10uM,24h
Mouse_NA_Male,rifampicin,-0.22613042,InputSig,NA,NA,LINCSCP_151452,PC3,0.04uM,24h
Mouse_NA_Male,CHEMBL2131444,-0.22599374,InputSig,NA,NA,LINCSCP_47238,PC3,10uM,6h
Mouse_NA_Male,SCHEMBL15422156,-0.22598646,InputSig,NA,NA,LINCSCP_2068,A375,10uM,6h
Mouse_NA_Male,MLS000859112,-0.22596074,InputSig,NA,NA,LINCSCP_2082,A375,10uM,6h
Mouse_NA_Male,QL-XII-47,-0.22589707,InputSig,NA,NA,LINCSCP_26763,HT29,10uM,6h
Mouse_NA_Male,AV-412 (free base),-0.22587782,InputSig,NA,NA,LINCSCP_168403,YAPC,10uM,24h
Mouse_NA_Male,BML 210,-0.22584832,InputSig,NA,NA,LINCSCP_43579,NPC,10uM,6h
Mouse_NA_Male,Oxetane,-0.22583938,InputSig,NA,NA,LINCSCP_280023,PC3,3uM,6h
Mouse_NA_Male,Bardoxolone Methyl,-0.22573242,InputSig,NA,NA,LINCSCP_72243,A375,10uM,24h
Mouse_NA_Male,Olaparib,-0.22570665,InputSig,NA,NA,LINCSCP_147381,NEU,0.04uM,24h
Mouse_NA_Male,MLN-8054,-0.22564451,InputSig,NA,NA,LINCSCP_148143,NPC.CAS9,1.11uM,24h
Mouse_NA_Male,SR-02000000448,-0.22555624,InputSig,NA,NA,LINCSCP_1697,A375,10uM,6h
Mouse_NA_Male,Omacetaxine Mepesuccinate,-0.22552404,InputSig,NA,NA,LINCSCP_27027,HT29,10uM,6h
Mouse_NA_Male,IWP 2,-0.22461704,InputSig,NA,NA,LINCSCP_260184,NEU,10uM,6h
Mouse_NA_Male,SCHEMBL3664910,-0.2244467,InputSig,NA,NA,LINCSCP_41266,NEU,10uM,6h
Mouse_NA_Male,SAN1_003817,-0.22441431,InputSig,NA,NA,LINCSCP_46380,PC3,10uM,6h
Mouse_NA_Male,CHEMBL277800,-0.22376495,InputSig,NA,NA,LINCSCP_2681,A375,10uM,6h
Mouse_NA_Male,MLS003329219,-0.22369217,InputSig,NA,NA,LINCSCP_1705,A375,10uM,6h
Mouse_NA_Male,CHEMBL2362360,-0.22358151,InputSig,NA,NA,LINCSCP_47248,PC3,10uM,6h
Mouse_NA_Male,MG-132,-0.22338731,InputSig,NA,NA,LINCSCP_41413,NEU,10uM,24h
Mouse_NA_Male,Iloprost,-0.22324886,InputSig,NA,NA,LINCSCP_42230,NPC,10uM,24h
Mouse_NA_Male,GSK-461364,-0.22321872,InputSig,NA,NA,LINCSCP_147738,NPC.CAS9,10uM,24h
Mouse_NA_Male,Trichostatin,-0.22313232,InputSig,NA,NA,LINCSCP_16345,HA1E,10uM,6h
Mouse_NA_Male,"2-Amino-3-(2,4-dihydroxyphenyl)propanoic acid",-0.2230577,InputSig,NA,NA,LINCSCP_41258,NEU,10uM,6h
Mouse_NA_Male,ASN 04454474,-0.22300257,InputSig,NA,NA,LINCSCP_21899,HEPG2,10uM,6h
Mouse_NA_Male,PHA-665752,-0.2229553,InputSig,NA,NA,LINCSCP_144693,MDAMB231,0.04uM,24h
Mouse_NA_Male,BRD-K63455741,-0.22293902,InputSig,NA,NA,LINCSCP_259306,NEU,10uM,24h
Mouse_NA_Male,Pelitinib,-0.22285895,InputSig,NA,NA,LINCSCP_163313,SKBR3,10uM,3h
Mouse_NA_Male,CID 75037095,-0.22235522,InputSig,NA,NA,LINCSCP_46377,PC3,10uM,6h
Mouse_NA_Male,9-Cis retinol,-0.22221292,InputSig,NA,NA,LINCSCP_37037,MCF7,5uM,24h
Mouse_NA_Male,BRD-K25990552,-0.22205181,InputSig,NA,NA,LINCSCP_41093,NEU,10uM,24h
Mouse_NA_Male,MLS000038113,-0.22177964,InputSig,NA,NA,LINCSCP_16598,HA1E,10uM,6h
Mouse_NA_Male,Alisertib,-0.22174262,InputSig,NA,NA,LINCSCP_79347,A375,0.37uM,24h
Mouse_NA_Male,Latrunculin B,-0.22163906,InputSig,NA,NA,LINCSCP_239364,MCF7,10uM,24h
Mouse_NA_Male,Phenolphthalein,-0.22162245,InputSig,NA,NA,LINCSCP_32882,MCF7,10uM,24h
Mouse_NA_Male,Mitoxantrone,-0.22159319,InputSig,NA,NA,LINCSCP_23366,HEPG2,10uM,24h
Mouse_NA_Male,Androstanol,-0.2213574,InputSig,NA,NA,LINCSCP_58984,VCAP,10uM,24h
Mouse_NA_Male,Wortmannin,-0.22111614,InputSig,NA,NA,LINCSCP_222117,HL60,3uM,24h
Mouse_NA_Male,OTSSP167,-0.22111115,InputSig,NA,NA,LINCSCP_146652,NEU,0.37uM,24h
Mouse_NA_Male,PK04_098276,-0.22051252,InputSig,NA,NA,LINCSCP_26540,HT29,10uM,6h
Mouse_NA_Male,MLS003128614,-0.22041868,InputSig,NA,NA,LINCSCP_1363,A375,10uM,24h
Mouse_NA_Male,CHEMBL2131967,-0.22040936,InputSig,NA,NA,LINCSCP_46662,PC3,10uM,6h
Mouse_NA_Male,MLS002264437,-0.21992999,InputSig,NA,NA,LINCSCP_31446,MCF7,10uM,6h
Mouse_NA_Male,SB590885,-0.21990872,InputSig,NA,NA,LINCSCP_163379,SKBR3,10uM,3h
Mouse_NA_Male,CHEMBL2137269,-0.21984584,InputSig,NA,NA,LINCSCP_47246,PC3,10uM,6h
Mouse_NA_Male,AB00540133,-0.21963048,InputSig,NA,NA,LINCSCP_10354,A673,10uM,6h
Mouse_NA_Male,ZK-93423,-0.21929896,InputSig,NA,NA,LINCSCP_221514,HEPG2,10uM,6h
Mouse_NA_Male,Cycloheximide,-0.21896849,InputSig,NA,NA,LINCSCP_25188,HT29,10uM,6h
Mouse_NA_Male,STK369842,-0.21892329,InputSig,NA,NA,LINCSCP_43242,NPC,10uM,24h
Mouse_NA_Male,Linifanib,-0.21869578,InputSig,NA,NA,LINCSCP_111745,HEPG2,10uM,24h
Mouse_NA_Male,BRD-K57678861,-0.21864113,InputSig,NA,NA,LINCSCP_33884,MCF7,10uM,24h
Mouse_NA_Male,MK-2206,-0.21855577,InputSig,NA,NA,LINCSCP_39969,NCIH1836,10uM,6h
Mouse_NA_Male,SCHEMBL17497612,-0.21852303,InputSig,NA,NA,LINCSCP_55278,U266,3uM,6h
Mouse_NA_Male,Canertinib,-0.21814405,InputSig,NA,NA,LINCSCP_22557,HEPG2,10uM,6h
Mouse_NA_Male,BRD-A59145032,-0.21814301,InputSig,NA,NA,LINCSCP_2270,A375,10uM,6h
Mouse_NA_Male,Cymarigenen,-0.21792378,InputSig,NA,NA,LINCSCP_64842,VCAP,10uM,24h
Mouse_NA_Male,RO 08-2750,-0.21777197,InputSig,NA,NA,LINCSCP_26966,HT29,10uM,6h
Mouse_NA_Male,BRD-K10436544,-0.21773536,InputSig,NA,NA,LINCSCP_279817,PC3,10uM,6h
Mouse_NA_Male,Dilazep,-0.21764133,InputSig,NA,NA,LINCSCP_236440,MCF7,10uM,6h
Mouse_NA_Male,SNS-314,-0.21753053,InputSig,NA,NA,LINCSCP_22409,HEPG2,10uM,6h
Mouse_NA_Male,GSK-2334470,-0.21738864,InputSig,NA,NA,LINCSCP_87444,CD34,3.33uM,24h
Mouse_NA_Male,MLS002607797,-0.21735368,InputSig,NA,NA,LINCSCP_57872,VCAP,10uM,6h
Mouse_NA_Male,Merck-Ketone,-0.21727495,InputSig,NA,NA,LINCSCP_47072,PC3,10uM,24h
Mouse_NA_Male,KUC104135,-0.21708257,InputSig,NA,NA,LINCSCP_1599,A375,10uM,6h
Mouse_NA_Male,Tozasertib,-0.216891,InputSig,NA,NA,LINCSCP_216497,HCC515,10uM,6h
Mouse_NA_Male,Plumbagin,-0.21688633,InputSig,NA,NA,LINCSCP_43436,NPC,10uM,24h
Mouse_NA_Male,PF477736,-0.21679849,InputSig,NA,NA,LINCSCP_51952,SKBR3,0.5uM,6h
Mouse_NA_Male,"HDACi1,2+3_mix",-0.21661511,InputSig,NA,NA,LINCSCP_49334,PC3,5uM,6h
Mouse_NA_Male,SCHEMBL1564574,-0.21646035,InputSig,NA,NA,LINCSCP_6259,A549,10uM,6h
Mouse_NA_Male,TAE-684,-0.21642923,InputSig,NA,NA,LINCSCP_20279,HCC515,10uM,6h
Mouse_NA_Male,Pimelic diphenylamide 106,-0.2164029,InputSig,NA,NA,LINCSCP_2163,A375,10uM,6h
Mouse_NA_Male,BRD-K65959597,-0.21639294,InputSig,NA,NA,LINCSCP_65324,VCAP,10uM,24h
Mouse_NA_Male,Givinostat,-0.21635017,InputSig,NA,NA,LINCSCP_16261,HA1E,10uM,6h
Mouse_NA_Male,YL-55,-0.21634549,InputSig,NA,NA,LINCSCP_3109,A375,10uM,6h
Mouse_NA_Male,BRD-K43226598,-0.2163051,InputSig,NA,NA,LINCSCP_47213,PC3,10uM,6h
Mouse_NA_Male,ABT-751,-0.21629169,InputSig,NA,NA,LINCSCP_55045,THP1,10uM,6h
Mouse_NA_Male,"2-(2,4-Dichlorophenoxy)-n-(4-methyl-2-nitrophenyl)acetamide",-0.21594895,InputSig,NA,NA,LINCSCP_22531,HEPG2,10uM,6h
Mouse_NA_Male,MLS000583963,-0.21590548,InputSig,NA,NA,LINCSCP_1763,A375,10uM,6h
Mouse_NA_Male,Niguldipine,-0.21582983,InputSig,NA,NA,LINCSCP_22858,HEPG2,10uM,6h
Mouse_NA_Male,BMS-754807,-0.21573873,InputSig,NA,NA,LINCSCP_44902,PC3,10uM,24h
Mouse_NA_Male,CHEMBL2359459,-0.21571572,InputSig,NA,NA,LINCSCP_47135,PC3,10uM,24h
Mouse_NA_Male,BRD-A25736793,-0.21563739,InputSig,NA,NA,LINCSCP_117093,HT29,1.11uM,24h
Mouse_NA_Male,Mebendazole,-0.21517072,InputSig,NA,NA,LINCSCP_67621,MCF7,20uM,6h
Mouse_NA_Male,Lanatoside C,-0.21508201,InputSig,NA,NA,LINCSCP_64840,VCAP,1uM,24h
Mouse_NA_Male,Danusertib,-0.21505477,InputSig,NA,NA,LINCSCP_46556,PC3,10uM,6h
Mouse_NA_Male,BRD-K84450674,-0.21478601,InputSig,NA,NA,LINCSCP_65715,VCAP,10uM,24h
Mouse_NA_Male,BG-1028,-0.21466397,InputSig,NA,NA,LINCSCP_43676,NPC,10uM,6h
Mouse_NA_Male,BRD-K94544211,-0.21463191,InputSig,NA,NA,LINCSCP_65373,VCAP,10uM,24h
Mouse_NA_Male,BRN 1087718,-0.21456677,InputSig,NA,NA,LINCSCP_16430,HA1E,10uM,6h
Mouse_NA_Male,Dinaciclib,-0.2145665,InputSig,NA,NA,LINCSCP_74413,A375,0.37uM,24h
Mouse_NA_Male,MK-5108,-0.21453358,InputSig,NA,NA,LINCSCP_73355,A375,10uM,24h
Mouse_NA_Male,MD-II-038,-0.2145144,InputSig,NA,NA,LINCSCP_40809,NEU,10uM,24h
Mouse_NA_Male,Abexinostat,-0.21446875,InputSig,NA,NA,LINCSCP_156021,PC3,1.11uM,24h
Mouse_NA_Male,BRD-K55827386,-0.21443769,InputSig,NA,NA,LINCSCP_47127,PC3,10uM,24h
Mouse_NA_Male,"Triazolothiadiazine, 22",-0.21442525,InputSig,NA,NA,LINCSCP_21943,HEPG2,10uM,6h
Mouse_NA_Male,AGK 2,-0.21431608,InputSig,NA,NA,LINCSCP_133715,MCF7,10uM,24h
Mouse_NA_Male,BRD-K35638681,-0.21363783,InputSig,NA,NA,LINCSCP_46591,PC3,10uM,6h
Mouse_NA_Male,Digitoxin,-0.21352584,InputSig,NA,NA,LINCSCP_64936,VCAP,0.5uM,24h
Mouse_NA_Male,BG-1029,-0.21332656,InputSig,NA,NA,LINCSCP_43597,NPC,10uM,6h
Mouse_NA_Male,CHEMBL2131708,-0.21317359,InputSig,NA,NA,LINCSCP_1460,A375,10uM,6h
Mouse_NA_Male,Mycophenolic acid,-0.21313042,InputSig,NA,NA,LINCSCP_23468,HEPG2,10uM,24h
Mouse_NA_Male,BRD-K62993927,-0.21302255,InputSig,NA,NA,LINCSCP_63234,VCAP,5uM,24h
Mouse_NA_Male,Dacinostat,-0.21299632,InputSig,NA,NA,LINCSCP_16671,HA1E,10uM,6h
Mouse_NA_Male,Altrenogest,-0.21290558,InputSig,NA,NA,LINCSCP_74452,A375,10uM,24h
Mouse_NA_Male,BRN 1309943,-0.21285408,InputSig,NA,NA,LINCSCP_41236,NEU,10uM,24h
Mouse_NA_Male,CHEMBL2135524,-0.21275485,InputSig,NA,NA,LINCSCP_47175,PC3,10uM,24h
Mouse_NA_Male,BRD-K00381581,-0.21273568,InputSig,NA,NA,LINCSCP_41038,NEU,10uM,24h
Mouse_NA_Male,MLS001065891,-0.21264096,InputSig,NA,NA,LINCSCP_57484,VCAP,10uM,6h
Mouse_NA_Male,LY2784544,-0.21251706,InputSig,NA,NA,LINCSCP_154068,PC3,10uM,24h
