Name_GeneSymbol,NAC,NAC_Pval,PFC,PFC_Pval
PAX8,2.54892698930223,0.0188748701789994,0,0
FUT1,1.46707324727681,0.125036398007761,0.974120865192159,0.135033453194258
FOSL1,1.30149416385167,0.0543842378827875,0,0
SPDEF,1.09937467970594,0.0996741333565079,0,0
CCL2,0.776544012527721,0.115306287518627,0.466335164377213,0.572801578768703
MUC1,0.69673061366792,0.00392586199103864,0,0
HMGA2,0.412613764621917,0.232973055691114,0,0
DENND2D,0.379400710378661,0.185980213334041,0.40124052682436,0.127167929141021
ORC1,0.374990961463559,0.0365388219052164,0.378901610539515,0.0114917355082561
BMP4,0.339189987321903,0.028111730445977,0,0
ITGAE,0.256049619495323,0.374904682519549,0.462304186481103,0.287747665181342
CRTAP,0.243474253852321,0.0588282250940194,0,0
PLP2,0.2392118440809,0.426095639299852,0.656181428881522,0.000774067948788483
GATA2,0.236919504558768,0.252954950013904,0,0
SYK,0.232298376635873,0.0537753668996574,0,0
DFFB,0.218042602719578,0.0138759675469502,-0.0176254766532645,0.849368445573581
TSC22D3,0.203118591373967,0.0169152725886184,0.152391219883072,0.0179346472224252
STXBP2,0.200189406131478,0.020118654890544,0.344877030285114,0.000125813327396669
PSMB8,0.189891164920099,0.121455918323195,0,0
PPARD,0.18932942477179,0.0824249148016841,0,0
ICAM1,0.182095206251788,0.198347026806517,0,0
BTK,0.181167907268247,0.446548822029216,0,0
CDC45,0.180423822103163,0.189333431918046,0,0
TLR4,0.174216725480609,0.204186455414947,0,0
CASP3,0.166385155638388,0.140687771698319,0.141369539700386,0.0541958857369806
SLC27A3,0.162732352336371,0.238567018769842,0,0
SUV39H1,0.15967248429727,0.0413516957197237,0,0
TCTN1,0.158109713918757,0.0626110202701648,0.206871402956467,0.0368399997284329
WFS1,0.157639826517958,0.186551788393818,0,0
CHEK1,0.15695782747824,0.241866953132208,0,0
NFKBIE,0.149520268769633,0.31165387001657,0,0
ST7,0.149078220441507,0.00997946907465706,0,0
IL4R,0.148880914996899,0.135498621633567,0,0
CD44,0.145345188592876,0.344664431507304,0,0
C2CD2,0.142623685505289,0.0061676891182448,0.111654750432445,0.130589076084491
IGFBP3,0.141582712209798,0.0737890603540983,0,0
LIG1,0.135345016059662,0.329998748704001,0,0
SHC1,0.134973784286867,0.0913657994653884,0,0
SPTLC2,0.133958526353926,0.00780156778506539,0,0
HPRT1,0.130262522056107,0.00290959428023836,-0.0180376543364916,0.770473175592507
TSPAN4,0.129434781561715,0.168513003388513,0,0
PHKA1,0.129201157662242,0.128366532754853,0,0
CASP2,0.128896145343481,0.061672101556748,0.167150890327412,0.0085000813141031
RRP8,0.127141825487437,0.01947188910647,0,0
IKBKE,0.12662567456145,0.449132163961442,-0.0188258741098935,0.920547669776967
GALE,0.125741898482541,0.238021393508261,0,0
FAM57A,0.124694111355153,0.141966606797889,0.162324890155672,0.132793796298667
SERPINE1,0.124214987751612,0.150567076043941,0,0
PPOX,0.121600515076157,0.0741216201620531,0,0
CTNNAL1,0.120433690114836,0.00690165083132886,0,0
ZNF395,0.119417276997158,0.350934609795451,0,0
PXMP2,0.118368897173786,0.319490361864459,0.143032115270559,0.27724013472316
GATA3,0.117164136883243,0.904145374608055,0.392536521698588,0.700406104454539
POLG2,0.116337711257165,0.378141655294695,0,0
PROS1,0.115539678806893,0.136544367687605,-0.0064299917178087,0.949419638900126
TCTA,0.115347008553794,0.0647939526292409,0,0
MAN2B1,0.114240142487166,0.0565498058902611,0.175815057645424,0.00690091994210835
RPS5,0.113555771172162,0.0551109340935018,0,0
DCTD,0.112612490951962,0.0709453694439825,0,0
CIRBP,0.112115082985918,0.198402163217974,0.126665860694688,0.0943128265800976
PCBD1,0.110418531153652,0.656156909810029,0,0
PYGL,0.110005404055807,0.40541355384479,0,0
RRP1B,0.109074741627048,0.00531014000778377,0,0
PIGB,0.108472773345978,0.269906323963456,0,0
PAF1,0.10556533535087,0.00318191322786846,0,0
MAP2K5,0.104986141429609,0.0177899654997793,0.162936839792394,0.00421714019047134
HERPUD1,0.104659323780292,0.0307950824310413,0,0
SLC25A13,0.104198397722525,0.245055684511181,0.117229698715819,0.599116547057408
TCEA2,0.103583631028716,0.262465629851472,0.159844387060481,0.0154358940266213
LRRC41,0.103528110756104,0.033422575412492,-0.00788112775564879,0.912876742962423
P4HA2,0.10210847136433,0.181137771454762,0,0
TPD52L2,0.10204394151796,0.0111760684199243,0,0
ARID4B,0.10156204522623,0.0292221719676875,0,0
EZH2,0.100304643856399,0.0839526858049016,0,0
AMDHD2,0.0996961419340071,0.183337500814937,0,0
GRWD1,0.0993204733830368,0.18720934511911,0,0
ADAT1,0.0979026146969194,0.149432095935921,0,0
TRAPPC6A,0.0976944613913064,0.36731227218443,0.180514952812819,0.314090535117465
BRCA1,0.0970104391328972,0.219034981229756,0,0
PAN2,0.0969800920161935,0.0840262384614362,0,0
GRB10,0.0957536084760784,0.296332198286603,0,0
DDX10,0.095335847627872,0.025130689150784,0,0
HDGFRP3,0.0952318444027893,0.0225300926137876,0,0
DDB2,0.0951589031045555,0.270453725362033,0.112772342451187,0.279659922211949
SLC5A6,0.0927812976356642,0.343780513920929,0,0
BLCAP,0.0913842714109449,0.103915494631917,0,0
LPAR2,0.0882094819309033,0.732687737109642,0,0
GHR,0.0869321203486963,0.12559530805866,0,0
CHIC2,0.0865681896466914,0.172067222093393,0,0
MALT1,0.0860895313383828,0.0885640989313026,0,0
TSEN2,0.0858817954254122,0.100162306169544,0,0
EDN1,0.0850693849149585,0.587921166148627,0,0
ATP5S,0.0849636386351306,0.238562958733137,0,0
GTF2E2,0.084586132387694,0.113840918728295,0,0
IFRD2,0.0844046336047305,0.418197137369033,0.119401224097574,0.309616341799993
CSNK2A2,-0.000711694205241185,0.987543634416103,0.150773603779531,0.0135799935821964
EGF,-0.000730703468663423,0.994602312505468,0,0
RFC2,-0.000886774050219305,0.986208069358459,0,0
CSRP1,-0.00114939625222143,0.986570710765444,0,0
BACE2,-0.00115921226905283,0.990863778920241,0.487798977779208,0.0197677294054017
MAP4K4,-0.0012102459431121,0.976242075918063,0,0
CBLB,-0.00128350847500883,0.989125929466507,-0.0172199726540317,0.88133426071374
NUP62,-0.00159596583299484,0.977264925994194,-0.0108220363446321,0.869312263789525
ZDHHC6,-0.00164808867038169,0.968499658533442,0,0
EPRS,-0.00181260085216646,0.952668185629331,0,0
STAP2,-0.00222933283176975,0.990333498750715,0.199814846856416,0.241661053747745
ZNF318,-0.00233495909646661,0.943010356904735,0,0
PHKG2,-0.00236235919790635,0.965825070185962,0,0
CNPY3,-0.00248233528799929,0.954871995039436,0,0
ABCC5,-0.00303324683581266,0.931877125376127,-0.0196465478179945,0.728037698909535
GABPB1,-0.00303609342222067,0.94929006132846,0,0
GNAI2,-0.00309336995182308,0.956480074649537,0,0
SHB,-0.00320363113525822,0.983516611176423,0,0
TCFL5,-0.00357826540083623,0.981698484139385,0.116016428831317,0.33662191065601
UTP14A,-0.00372257783597568,0.935749194402473,-0.0105651800735319,0.849571563590833
TBC1D9B,-0.00413471394455957,0.904655449585438,-0.020587857351221,0.627669182581181
COG4,-0.00435756748019331,0.902322468609157,0,0
TP53BP1,-0.00477015017782541,0.913369571664678,0,0
NFE2L2,-0.00487196105792665,0.946075904162015,0,0
CANT1,-0.00490661357464664,0.901145439177488,0,0
APPBP2,-0.00505618501358186,0.894569725001795,0,0
TIMP2,-0.00569604734619046,0.916377645574641,0,0
NFATC3,-0.00573567593802465,0.923969568071961,0,0
MOK,-0.00578611003275227,0.925362485631668,0,0
NENF,-0.00590993765233506,0.969714802057504,0,0
MRPS2,-0.00638614382348117,0.891082823248368,0,0
GDPD5,-0.0067672643989096,0.957765027405387,-0.00851987152772803,0.925973450832734
MPC2,-0.00683497722542215,0.880579893281459,0,0
ARID5B,-0.00728039196415991,0.938140332287678,-0.00581906819492234,0.938494021850653
FGFR4,-0.0074243881567735,0.994074140102596,0,0
FBXL12,-0.00746989681661182,0.950788419010981,0,0
ELOVL6,-0.0077062867102301,0.885207773587978,0,0
EIF4G1,-0.00771645845922533,0.78391794759153,0,0
ITFG1,-0.00772049007470247,0.856086172474621,0,0
SLC11A2,-0.00786518974354609,0.836943906295502,0,0
TSKU,-0.00793598110408899,0.967441700049733,0,0
CREB1,-0.00849860319333793,0.811073096498567,-0.0162673089675004,0.687993551988081
RASA1,-0.00881074022765066,0.751942342107998,0,0
YKT6,-0.00885768598908984,0.815407358430544,0,0
DUSP22,-0.00902372814729815,0.845706222459895,0,0
PECR,-0.00913354374710996,0.928391554724508,0.183814131459857,0.169458522957726
FAM63A,-0.00926328365589851,0.880590603264546,0,0
MTA1,-0.00950239428782308,0.892170891028624,-0.0156028816492047,0.80079451256621
PNP,-0.0100888527441158,0.910889826004238,0.456331725884029,0.000989185277161271
DAXX,-0.0106077233439949,0.826128425213023,0,0
TSPAN3,-0.0106566933328283,0.791590506265174,0,0
CRYZ,-0.0107489526696371,0.895105169752106,0,0
ADCK3,-0.0110065929519708,0.855241990138164,0,0
CEBPZ,-0.0110758038935525,0.763523621061393,0,0
CDC25A,-0.0113938868451689,0.931508213776651,0,0
UGDH,-0.0115651189052167,0.840617018514031,0,0
CSK,-0.0120608326252382,0.83473647730008,0,0
NRAS,-0.0123575508937897,0.770748810949536,0,0
AARS,-0.01242715773713,0.751574687923573,0,0
WDR7,-0.0124536016462934,0.685575189511298,0,0
DNMT3A,-0.0126785222495025,0.80494997385342,-0.0170818711117093,0.805473570870424
PTK2,-0.0131884803789004,0.691959675667038,0,0
FSD1,-0.0133376866533644,0.746807601777014,0,0
FOXJ3,-0.0134383183508216,0.70516925072118,-0.0151948326302012,0.688892434242769
CHAC1,-0.0134756494650182,0.923061697707506,-0.00928359759544465,0.946384724515173
GNAS,-0.0135750469626367,0.921083281888324,0,0
PSMG1,-0.0135855386566346,0.801766694153566,0,0
HEBP1,-0.0136379533536767,0.838160685923965,-0.00509425668427513,0.920460917862213
EXT1,-0.0139567051668749,0.751687244536555,0,0
SLC35B1,-0.0139763190510559,0.752214401383856,0,0
S100A13,-0.0140220826273588,0.832106878652253,0,0
RPA2,-0.0141636915995356,0.808072209851361,0,0
USP14,-0.0146972743605308,0.692560391787558,0,0
CEP57,-0.0147101859002935,0.716943741196706,0,0
CHERP,-0.0149672169952173,0.86622468696562,-0.0197415811697879,0.850399444829521
HLA-DMA,-0.0153924088156291,0.859801678187821,0,0
LYPLA1,-0.0162771131280685,0.750061114824967,0,0
KLHDC2,-0.0164492217835626,0.79463786362398,0,0
NT5DC2,-0.0164868664644348,0.889155876456647,0,0
BAMBI,-0.0165015101000756,0.908615600205581,0,0
SORBS3,-0.0166123507816303,0.854589852841621,0,0
PIK3CA,-0.0168102130085991,0.618329787916308,0,0
NSDHL,-0.0168186706009943,0.78011913035289,0,0
BNIP3,-0.0168431797527257,0.780243205132023,0.295084710082896,1.68928686099412e-06
PIK3R4,-0.0170329469259679,0.724687605994898,-0.0109924628434711,0.837414180688262
CTSD,-0.0174366186634678,0.673926578223024,0,0
BPHL,-0.0174701240647784,0.715719259680393,0,0
PARP1,-0.017581205904127,0.712957716284194,0,0
SQSTM1,-0.0175844231048881,0.620423096737184,0,0
TP53BP2,-0.0176831669020734,0.694251214114588,0,0
