SYMBOL,logFC,logCPM,F,PValue,FDR
MDN1,-73.09995494347399,10.7975626596639,123123.93495556364,3.92830523679609e-77,2.6747830357344578e-73
GTF2I,-74.43974316188059,10.639259228737924,117260.497145119,1.1422844599581773e-76,3.8889074439276146e-73
YWHAG,-66.90366500361897,11.62628721142267,82314.86749438343,2.625793683285727e-73,5.411541728011915e-70
ENO2,-75.27062392757237,10.589875436833454,81598.43834685611,3.179052270825035e-73,5.411541728011915e-70
TCF20,-63.889678028774085,11.975371448289136,78499.93351807902,7.413505141756157e-73,1.0095711302043535e-69
ARHGEF12,-65.70834976614954,11.751574312990403,66711.01716016345,2.604198065013339e-71,2.955330770779304e-68
HOOK3,-76.01320045797141,10.465449586357986,55420.111215567136,1.502236504786132e-69,1.4612469087269673e-66
N4BP2L2,-67.65396318656171,11.498409088876036,54120.9101456957,2.5235719954530386e-69,2.1478752146299674e-66
BCL7A,-94.57262905386631,8.137940660553484,49943.18176015738,1.4618024096996514e-68,1.1059347341827696e-65
ALG11,-83.40931853644578,9.511269504509773,48234.419755746894,3.1294261850417618e-68,2.1308262893949353e-65
ZNF439,-98.44173077290543,7.63724783687391,46075.281815989576,8.517613421967853e-68,5.272402708198101e-65
MED13L,-79.77396333898108,9.975390582584135,45527.35218191864,1.1063979666341031e-67,6.277886462343006e-65
VHL,-92.90871154149725,8.322824230189099,45276.44416547641,1.248489184734855e-67,6.431102939857085e-65
HAUS3,-93.91554796414003,8.198688398076179,45157.64975496407,1.3223005016595564e-67,6.431102939857085e-65
TRIM44,-76.37394512802624,10.415619142597894,44244.68528489105,2.0666100764264895e-67,8.861205238079674e-65
CCDC127,-96.01679776619713,7.9444412863528004,44229.44592129617,2.0822335704108502e-67,8.861205238079674e-65
ZNF546,-95.40628564290817,7.984796791993428,43552.632599277335,2.917053093877281e-67,1.1683655597770826e-64
LOC344065,-110.31948445257096,6.1547805606456745,42816.53170863579,4.234362550688822e-67,1.6017652559800105e-64
JRK,-104.27364918330703,6.886096911635847,42561.811244853045,4.8243692792811166e-67,1.7120475248133505e-64
N4BP1,-95.00973419028396,8.078836626084554,42481.09900517457,5.028778160708916e-67,1.7120475248133505e-64
