SYMBOL,logFC,logCPM,F,PValue,FDR
DELE1,-89.10315114643711,7.197309006580948,15559.390126647311,8.024169941421006e-34,5.628152796912693e-30
ZNF2,-100.7921792367364,5.491791756096351,13280.496833250376,4.866755708032558e-33,1.1809056329250665e-29
NSUN6,-87.92994272257823,7.314232390854268,12963.436746602893,6.407193714005899e-33,1.1809056329250665e-29
ZNF234,-92.64247389470312,6.694623937006989,12472.022201436645,9.946238003829181e-33,1.1809056329250665e-29
ZNF439,-89.85661059559438,7.151074056515148,12313.529910039702,1.1504377589801787e-32,1.1809056329250665e-29
ZNF674,-94.62441863922506,6.449621207990358,11913.817869164883,1.6747138972588708e-32,1.1809056329250665e-29
SMIM7,-89.47889461613602,7.162177622502307,11892.809742495627,1.7086852998021825e-32,1.1809056329250665e-29
CENPBD1P,-101.42689773221103,5.46350480057861,11881.234894826672,1.7277222178341462e-32,1.1809056329250665e-29
GATAD1,-82.71683991317077,8.078118695328264,11777.510966209222,1.9089893737026985e-32,1.1809056329250665e-29
KDELR1,-94.39151142644464,6.474540722653899,11770.250004587071,1.9224318464876293e-32,1.1809056329250665e-29
ZNF550,-94.81775121063214,6.391025817826227,11742.267215613208,1.975208592111078e-32,1.1809056329250665e-29
ZFP82,-89.69806676640951,7.128282560895783,11670.56405376067,2.117776583804852e-32,1.1809056329250665e-29
MRPL57,-92.14553676508393,6.767543501565449,11636.809656062263,2.1887329951562395e-32,1.1809056329250665e-29
DCP1A,-90.57967034709681,6.9497686962077365,11309.39284280295,3.028416120585627e-32,1.517236476413399e-29
NUDT19,-99.88577947581113,5.675948275738213,11204.575721120844,3.3668514092686016e-32,1.5743397189739983e-29
ANAPC16,-86.91474590626675,7.489661924395241,11084.888205665755,3.804414231331958e-32,1.58648128697829e-29
LLPH,-88.00426031774805,7.344729727146501,11029.039662488049,4.029437287979291e-32,1.58648128697829e-29
TRIM52,-85.80664470023467,7.657129392361426,10970.29807355146,4.2818382785609e-32,1.58648128697829e-29
ZNF285,-95.19601362435195,6.319853159104102,10966.762701157488,4.2975683565137593e-32,1.58648128697829e-29
POLR3K,-96.62186555182312,6.163035716776353,10889.461817089084,4.6577072014731806e-32,1.6334579155566443e-29
CCDC127,-86.09757955923877,7.642986673978587,10818.709685335532,5.016241660720878e-32,1.6754247146807733e-29
ZSWIM1,-96.94703825828246,6.06502163646818,10751.144892912225,5.386797589726808e-32,1.6905344590770587e-29
ZNF629,-90.79989011128983,6.990702974814478,10716.407897996945,5.588814750613368e-32,1.6905344590770587e-29
ALG11,-75.9224955073581,9.079714968135937,10684.03008497173,5.784549047312434e-32,1.6905344590770587e-29
MAP3K3,-92.67934641581108,6.719278147887014,10435.173222029847,7.563212857879105e-32,2.0233158780390487e-29
ZNF35,-100.53916213630313,5.628679601758338,10419.710401949642,7.691877142573653e-32,2.0233158780390487e-29
JRK,-91.21649294951536,6.904697748063543,10314.816402708573,8.630134735284268e-32,2.0233158780390487e-29
TOP1,-77.43533758481793,8.825165044109987,10262.780598288064,9.141191190954672e-32,2.0233158780390487e-29
CRIPT,-80.4027461538095,8.454420178908945,10188.84384675261,9.924808268923933e-32,2.0233158780390487e-29
MED9,-86.61717019325569,7.558480038979641,10155.609002438956,1.030059808258852e-31,2.0233158780390487e-29
ZNF543,-92.7695146232505,6.68671350512539,10149.377309930082,1.0372768742307424e-31,2.0233158780390487e-29
HAUS3,-84.8134286049322,7.8326464855441165,10135.244989340621,1.0538484788945821e-31,2.0233158780390487e-29
LCMT2,-96.55973390026854,6.164403814802785,10130.435824936476,1.0595532144786136e-31,2.0233158780390487e-29
ZNF595,-88.83611281757328,7.245857530858994,10100.558663724092,1.0957554615350104e-31,2.0233158780390487e-29
ZNF790,-96.6585515243632,6.112833984814078,10091.095379796196,1.107501018265533e-31,2.0233158780390487e-29
CNPY2,-88.2740894452855,7.324263762916891,10081.128594877882,1.1200197485924622e-31,2.0233158780390487e-29
ZNF280D,-86.72104938307669,7.529713790490424,10064.759427333891,1.140915430350025e-31,2.0233158780390487e-29
TAF15,-77.19942805705199,8.895708210295002,10047.605685646788,1.1632685588070527e-31,2.0233158780390487e-29
MPLKIP,-90.62062355963228,6.985985624444944,10007.948451163256,1.2167914155488207e-31,2.0233158780390487e-29
NOCT,-100.05249726943006,5.681774236031323,10007.900334621436,1.21685796014826e-31,2.0233158780390487e-29
ZNF224,-90.19041181576438,7.0407982735794805,9995.222913694817,1.2345293774338158e-31,2.0233158780390487e-29
TRNAU1AP,-95.27394005653065,6.327427289470908,9993.19060491443,1.2373881411615048e-31,2.0233158780390487e-29
NSMAF,-86.60270457083149,7.555541079910727,9964.813512720022,1.2780663045297492e-31,2.0233158780390487e-29
MED13L,-69.9324629949002,9.923259885840498,9959.366347216706,1.286039910922359e-31,2.0233158780390487e-29
CMC2,-86.79271522223351,7.534948953268367,9905.75755096073,1.3674646783694084e-31,2.0233158780390487e-29
ZNF558,-92.97454127042741,6.599109684877752,9890.301459695536,1.3919696134971572e-31,2.0233158780390487e-29
LOC100505555,-92.2067465573524,6.797564280447486,9883.54051910028,1.402838591681969e-31,2.0233158780390487e-29
ZNF846,-92.2067465573524,6.797564280447486,9883.54051910028,1.402838591681969e-31,2.0233158780390487e-29
ZBED4,-92.67007209672853,6.683637176318286,9876.96743369647,1.413494126374585e-31,2.0233158780390487e-29
SMIM12,-88.62179647831452,7.360530766932871,9852.245426527685,1.4543658911034478e-31,2.0401844720399164e-29
FITM2,-92.81660781703575,6.657517465073281,9776.158392332065,1.5884372848187067e-31,2.184568454062433e-29
H2BC6,-105.54963021762616,4.823850092386643,9749.848030755662,1.6378794290853421e-31,2.2092473683854981e-29
BORCS5,-86.07639371880428,7.700114223708337,9731.495639756802,1.6733571645261104e-31,2.2145145569785166e-29
MRPS25,-82.33973318408536,8.21610463696506,9698.981051728255,1.7382821337852037e-31,2.2383601860886792e-29
ZNF175,-92.72192404973708,6.700521085693908,9690.72470783906,1.7552011724390841e-31,2.2383601860886792e-29
GBF1,-75.90675306329716,9.11479776430955,9665.183719006223,1.8086844068440972e-31,2.2653772195722317e-29
RPUSD4,-95.32615594146182,6.380905665412295,9642.783039589203,1.8570526860064455e-31,2.2851521999384577e-29
DDX52,-79.44721798934748,8.57050389737939,9591.220596563458,1.9738207250218975e-31,2.386961821604067e-29
PIGBOS1,-103.45917033762007,5.198679502901375,9569.653396653677,2.0250101310372116e-31,2.4073595015415258e-29
POLD3,-94.17772459539509,6.452418010606288,9541.449716939891,2.094141782517962e-31,2.4480517437634978e-29
RBM15B,-89.30781472399147,7.171585877958541,9478.039213895314,2.2591313935888095e-31,2.5845789654774976e-29
ENTPD7,-93.96999558584808,6.457464717255816,9468.690623966639,2.2846292537725244e-31,2.5845789654774976e-29
ZNF197,-84.97822999475376,7.792346226479442,9355.122296166492,2.620688306358317e-31,2.872110590749568e-29
ZNF660-ZNF197,-84.97822999475376,7.792346226479442,9355.122296166492,2.620688306358317e-31,2.872110590749568e-29
N4BP1,-84.93030291280802,7.817584372490379,9329.987916140572,2.7021110911280404e-31,2.915785722026473e-29
ZBTB39,-99.12742109287869,5.783485026404182,9290.135599318317,2.8369087201616574e-31,3.014860267153616e-29
WDR70,-89.32529069885236,7.173828772042099,9251.657096662135,2.97402579390566e-31,3.0712664185880456e-29
ZNF284,-98.36580772273851,5.815436843432942,9250.690754822142,2.9775608278298706e-31,3.0712664185880456e-29
PDE12,-84.8414383994157,7.804098305422761,9237.733334974433,3.0254052778223596e-31,3.0753902345863814e-29
ZNF26,-99.49631232529552,5.764627772967731,9213.060839071131,3.1188354388007462e-31,3.1163136520843046e-29
CSTB,-96.14205062312531,6.158207952980086,9187.451991698857,3.219141233449058e-31,3.1163136520843046e-29
CMBL,-91.53183929826302,6.8507425820175945,9173.84702482842,3.2738526481576876e-31,3.1163136520843046e-29
ZNF350,-96.79179386134297,6.139803223642886,9172.611702306363,3.2788702715536225e-31,3.1163136520843046e-29
PPP1R3E,-92.33896315848682,6.742090157426247,9170.415098901554,3.2878130917342247e-31,3.1163136520843046e-29
FBXO17,-95.26790735215313,6.308182073940082,9116.424025674107,3.516178350276423e-31,3.2488616133372816e-29
SCGB2B2,-94.81184175110242,6.397903436888238,9109.495513375594,3.546711505791266e-31,3.2488616133372816e-29
PIGM,-94.91813590023357,6.373513785985349,9105.014001462849,3.5666145455798503e-31,3.2488616133372816e-29
ZNF431,-99.18396109430992,5.830303050138426,9070.609902465683,3.7235164288573245e-31,3.3483005425647784e-29
GID8,-87.37717835333132,7.46333098541494,9048.576651336554,3.82793509203431e-31,3.3986249032314747e-29
TMEM86A,-103.24273284621053,5.211509056178712,9015.91461547771,3.988631030705895e-31,3.4970322561713934e-29
CD2AP,-88.60591131848517,7.256685264229806,8987.597308510909,4.133898582382621e-31,3.5365577990648833e-29
C2orf72,-87.62292286297284,7.44421140415954,8987.471680020379,4.134555738855439e-31,3.5365577990648833e-29
RABGGTA,-105.50616953343129,4.89529433632462,8965.79829749139,4.249647292625817e-31,3.591207965117769e-29
VPS28,-89.24810073365,7.133619685807919,8947.283850358539,4.350726340053385e-31,3.6145631624445954e-29
TIMM22,-86.14887397357559,7.688293906965313,8941.945988155887,4.380351708123619e-31,3.6145631624445954e-29
SURF6,-77.23783184582875,8.903800558541185,8900.524310663977,4.617842633174099e-31,3.7662265382654805e-29
POLR3C,-87.51016314434229,7.432163643261975,8862.21734822859,4.849980369918484e-31,3.9043455893505587e-29
UQCC3,-105.60695596295751,4.788383240339583,8854.459151884608,4.898523123222828e-31,3.9043455893505587e-29
MIEF2,-100.31844010498851,5.6342860783499,8839.844634433695,4.991407295985419e-31,3.911942344323043e-29
SMDT1,-88.20749602374593,7.328912694473974,8835.467067002975,5.019600955076616e-31,3.911942344323043e-29
RNF115,-76.39261747677672,9.038112263709342,8819.74581416925,5.122290493962228e-31,3.94810390380781e-29
ZNF660,-87.18886123898487,7.529771847370856,8793.781164872355,5.296927441761585e-31,3.9926672345735075e-29
MDN1,-66.86664595806876,10.40567417575703,8789.007885460596,5.3297315188572045e-31,3.9926672345735075e-29
GET4,-94.4809198156779,6.418260026965636,8785.947514586653,5.350879955088533e-31,3.9926672345735075e-29
SERPINB9,-94.46775101041084,6.418969650451516,8769.860621287422,5.4635585536413426e-31,4.0338315468674083e-29
LRRC14,-100.27481715723319,5.615364492264401,8757.716311622113,5.550331175624164e-31,4.055210715190405e-29
CNPY4,-100.83270957314943,5.539052625414601,8720.854054014006,5.823027372258843e-31,4.2105890710333535e-29
NOM1,-91.44018638632024,6.875645059981292,8704.144808670613,5.951408356007338e-31,4.2202600295848046e-29
RCC1L,-98.25375451402152,5.8771961780385995,8703.459379396203,5.956739990431932e-31,4.2202600295848046e-29
OXSR1,-85.7684196935871,7.67565099788238,8684.625243539573,6.1052938687503715e-31,4.2597214521075544e-29
ZNF805,-86.65779165258999,7.510086713063936,8681.05551587657,6.133901720314556e-31,4.2597214521075544e-29
ZNF749,-97.87161990066832,5.956394953120613,8629.335476881259,6.565166983357528e-31,4.4877542643202413e-29
GMCL1,-90.62702727258441,6.989425707042015,8626.444324592303,6.590229387296619e-31,4.4877542643202413e-29
ZFP2,-101.8173904774983,5.4233398020546,8579.822182152882,7.009086690120079e-31,4.7002034852388916e-29
RNF168,-82.79770517337806,8.098207656316381,8576.90587144147,7.0362327623336705e-31,4.7002034852388916e-29
XNDC1N,-95.49865087831903,6.244465102014111,8562.541724196948,7.1716187977480995e-31,4.7454466271136956e-29
WDR61,-88.29272245609832,7.268912143024483,8554.718510292809,7.246544540387789e-31,4.7502115332971917e-29
POLG2,-101.46849680209708,5.4292663615327665,8534.353365962392,7.445612060987369e-31,4.799464296444319e-29
PGBD4,-85.91413331894591,7.655950673189806,8533.051898087806,7.458534478363712e-31,4.799464296444319e-29
FAM118B,-93.28791455045672,6.590863264982773,8523.99162336081,7.549173849532297e-31,4.813627761874503e-29
HNRNPL,-78.83873150419207,8.648853136774393,8512.302540483133,7.6678862539675585e-31,4.845275151831392e-29
FSBP,-90.47022015889027,6.965812675459992,8485.78944815961,7.944744458871487e-31,4.919478229658309e-29
ZNF253,-89.75221606796704,7.112034098586298,8481.465449690682,7.990919485874526e-31,4.919478229658309e-29
MCPH1,-86.18349333384205,7.607302093301099,8481.01651819372,7.995730227844984e-31,4.919478229658309e-29
LOC122455342,-92.72936141750895,6.668486347461753,8453.377728559664,8.298062255663864e-31,5.06109640532403e-29
ORC2,-86.78522860300576,7.5226777865805525,8434.39444142262,8.512908307010188e-31,5.147374040118057e-29
RBM28,-75.62596997080783,9.138592077450042,8391.129800642184,9.02551847441962e-31,5.263904372379608e-29
ZW10,-92.87247589748726,6.717919065001508,8388.371028981552,9.059325170696431e-31,5.263904372379608e-29
SAP30,-98.14262002990229,5.835946343756532,8382.773555089025,9.128342078693322e-31,5.263904372379608e-29
ALDH18A1,-92.74947493306483,6.703257056722597,8380.91548692473,9.151378343282875e-31,5.263904372379608e-29
TMEM127,-85.17724040923531,7.732374235442313,8378.51557811275,9.181225959821619e-31,5.263904372379608e-29
FOXJ2,-92.95564974025532,6.630170305209153,8375.683547035653,9.216584147291302e-31,5.263904372379608e-29
DCP1B,-100.04042853875093,5.661307531597326,8371.440630035433,9.269834865440734e-31,5.263904372379608e-29
ATG14,-86.15240416972351,7.610455209904564,8359.5070088773,9.421410352881798e-31,5.263904372379608e-29
ZNF460,-77.65767506891281,8.794532684196952,8359.39751121382,9.422813563791907e-31,5.263904372379608e-29
TMEM62,-92.60379986463856,6.7052902867470054,8356.804021646709,9.456115639005284e-31,5.263904372379608e-29
CWC25,-86.1392939998969,7.590507054872004,8350.570249998049,9.53668613159766e-31,5.266954057246142e-29
C11orf1,-95.89244452018083,6.21589784180706,8320.318172871363,9.93843992551931e-31,5.409453915017562e-29
SDHAP4,-86.0530752799858,7.625366439575583,8313.90099377034,1.0026006455761923e-30,5.409453915017562e-29
PPIL3,-95.52593887128467,6.338230775065149,8313.89588174851,1.0026076546225877e-30,5.409453915017562e-29
LAMC1,-86.21088730585262,7.611118459007742,8297.78414610606,1.024965408034605e-30,5.446746012183373e-29
HYPK,-86.4467482150909,7.585163396001951,8297.723504954809,1.0250505754322859e-30,5.446746012183373e-29
ZNF747,-99.10504327079265,5.765930392476108,8290.26556414722,1.0355837939639749e-30,5.461341902904751e-29
PCDHB15,-100.76039786825743,5.540504003013321,8273.74876888583,1.0593328048669532e-30,5.544895741296127e-29
C22orf39,-87.92136710304622,7.3742977816068676,8249.119749578422,1.095853535574477e-30,5.692141235592131e-29
DHFR2,-91.25373926993042,6.874044734558786,8243.948468069642,1.1036943370979894e-30,5.692141235592131e-29
ZNF486,-102.17970066892586,5.3079106465773584,8233.609802376259,1.1195536105498358e-30,5.726939227732886e-29
NUP37,-106.65852508193831,4.731733820493469,8224.163798625495,1.1342604269660213e-30,5.726939227732886e-29
PPARGC1A,-80.90967623264119,8.288017613433597,8223.732690076939,1.13493663053161e-30,5.726939227732886e-29
PIGH,-99.78126023948248,5.68971603118721,8211.838942174145,1.1537662582121226e-30,5.780368953642735e-29
ALDH1B1,-103.89260152871924,5.130393413376842,8198.875791396791,1.1746767127215064e-30,5.843391817750812e-29
RASSF5,-98.50829074527358,5.942087509454807,8184.697635888889,1.1980201018416104e-30,5.917544362195109e-29
URB1,-84.15379051243357,7.920027460929787,8167.983540295487,1.2261888039214667e-30,6.014327462031586e-29
DESI1,-82.13755841101612,8.22193486708778,8160.792359830345,1.2385292479316243e-30,6.03266954513362e-29
ZNF699,-93.87565737793837,6.537619846189919,8154.908343627479,1.248727034160646e-30,6.040394081105359e-29
CHSY1,-91.18185727645933,6.908194923375297,8147.501709090131,1.2616937651383465e-30,6.04092749458019e-29
MSL2,-84.48416845712615,7.839208007150487,8141.666875220036,1.2720118980410649e-30,6.04092749458019e-29
BCDIN3D,-100.03116107068718,5.587700003674544,8140.169086329867,1.274675319643382e-30,6.04092749458019e-29
PEX13,-86.689631026351,7.487528825056004,8126.44537941724,1.29936368389923e-30,6.11660193212698e-29
GPR173,-96.77997401965796,6.1032829684611976,8109.519140000978,1.330532097216786e-30,6.218926535282316e-29
LNX2,-96.55073781943136,6.1155917687042205,8105.083611178977,1.3388336282116193e-30,6.218926535282316e-29
PARD6B,-94.56021482918666,6.359221918306558,8087.373278585641,1.3725462822915452e-30,6.316329860314927e-29
TSPY26P,-98.32822782981279,5.851368828970546,8084.648967874044,1.3778136136700651e-30,6.316329860314927e-29
SYAP1,-78.46412829961992,8.679407124195961,8054.946307512687,1.4366910353600565e-30,6.47936870274122e-29
PLEKHA8P1,-108.63361958802841,4.413167676648336,8045.3418315407325,1.4563104565171227e-30,6.47936870274122e-29
RING1,-79.3493996634853,8.609965083188513,8043.757022835274,1.459575724352915e-30,6.47936870274122e-29
