SYMBOL,logFC,logCPM,F,PValue,FDR
HAUS3,-35.73998822027744,7.987144445133904,27638.385449517926,3.440289591058401e-61,1.1731900855528073e-57
MRPS25,-35.00528109344786,8.250539435934577,27612.95434084979,3.5078190627980484e-61,1.1731900855528073e-57
CMC2,-36.26458939694691,7.859592899153262,26791.945370507932,6.634931128565679e-61,1.479368477299194e-57
PIGM,-40.75467260180652,6.370677198518733,25286.599645907336,2.2495656774137028e-60,3.7618362040550645e-57
MAP3K3,-39.154032982522146,6.821808538825872,23905.760019524627,7.361821910227092e-60,9.425882560500738e-57
CRIPT,-33.91733548928316,8.595871352834012,23749.499820554764,8.454970154433313e-60,9.425882560500738e-57
DELE1,-37.97537309702707,7.294354054793709,22364.18233273598,3.00686806933831e-59,2.8732772165434224e-56
SMIM7,-37.7485106831981,7.380355974036084,21538.115035922277,6.654784098009301e-59,4.284249479345869e-56
PDE12,-35.76952827906365,8.034006099692698,21496.00532363199,6.935435981635097e-59,4.284249479345869e-56
ZNF558,-39.30575771699374,6.81644308923248,21451.908079528654,7.242657367613564e-59,4.284249479345869e-56
MED9,-36.85298558311321,7.694068807316649,21418.652967089805,7.483752238623896e-59,4.284249479345869e-56
ZNF616,-40.29773953142723,6.484423915688262,21391.623321464478,7.6859012934893755e-59,4.284249479345869e-56
HNRNPL,-32.91921261220584,8.943500339341274,21080.184410758666,1.0474449578320975e-58,5.389507171491461e-56
ZNF439,-38.09192563908818,7.265031164211528,20970.51688763802,1.1693457130346657e-58,5.586966767492056e-56
ZSWIM5,-39.9078659357294,6.6298033820067745,20850.38116048872,1.3200966312496086e-58,5.886750910952421e-56
ZNF234,-39.377068300240026,6.823297487111937,20723.179331961554,1.5020940368414205e-58,6.279691882770163e-56
ZNF546,-37.57299481913867,7.381774890834313,20425.73183777354,2.038043507150931e-58,8.019101776077988e-56
ZNF543,-39.12539288051134,6.862501833683787,20155.0239883545,2.7008578723380813e-58,1.0036687948927458e-55
GATAD1,-35.21972074313827,8.19781292739398,20030.26489865095,3.079020906150577e-58,1.059169508004364e-55
CA13,-42.156730676893744,5.7333610475262224,20003.57353797746,3.166899410986288e-58,1.059169508004364e-55
ALG11,-32.2530405831782,9.205700562361399,19222.619252417324,7.338685233385752e-58,2.328495116604805e-55
LLPH,-37.40928146781633,7.491648638237184,19151.307129374003,7.937442758702249e-58,2.328495116604805e-55
TANGO6,-36.70771820144778,7.678637444774673,19105.5934272483,8.348000393512364e-58,2.328495116604805e-55
DCP1A,-38.08573674083524,7.2320134650168475,19104.878556285363,8.354594528108135e-58,2.328495116604805e-55
WHAMM,-38.66447675985791,7.0400770151412315,18720.09222384938,1.2834736135309786e-57,3.434062000363487e-55
C11orf1,-41.12607764999166,6.19350083616657,18566.949523682597,1.5263834019836258e-57,3.92691483687249e-55
SMIM12,-37.120701871778884,7.612327036830976,18484.360453379966,1.6769399707692282e-57,4.154463505361247e-55
EIF1AD,-40.03443694069464,6.646183782083378,18428.824435609138,1.7868650521254265e-57,4.19384983253283e-55
TRIM52,-36.79961503731181,7.667745642599913,18413.63145851747,1.818233594609838e-57,4.19384983253283e-55
LOC344065,-40.80823325601309,6.3033146578287464,18367.494649392032,1.9170752641907023e-57,4.274438814057203e-55
CCDC127,-36.41577483080724,7.873855733224358,18326.29697613931,2.010093584202095e-57,4.33726322087994e-55
RBM15B,-38.10482573579481,7.2103859732847075,18154.631895495826,2.4516477124150927e-57,5.124709858857674e-55
TSPY26P,-42.18841325101598,5.980576499751516,17764.55593498906,3.876948354565605e-57,7.858456831421009e-55
PM20D2,-39.173824440894705,6.907637748542403,17728.390167914768,4.0472829507891275e-57,7.926417079419327e-55
ZNF212,-44.15225189568483,5.123071147883777,17685.473849995957,4.2596313766559094e-57,7.926417079419327e-55
PDP2,-36.70232536522669,7.64193671897573,17673.380983570914,4.3215503373645224e-57,7.926417079419327e-55
KAT6B,-31.49305144647481,9.426964817762483,17661.27648644899,4.3844734928765903e-57,7.926417079419327e-55
RNF115,-31.44982265881631,9.405125981961314,17574.628346305224,4.86387444321725e-57,8.561698987021102e-55
GPATCH1,-39.46893947161618,6.759782884076795,17525.963392974692,5.156913661792021e-57,8.745609564051815e-55
MOCS3,-41.784076528072546,6.069258224135079,17514.30149321092,5.229845755151332e-57,8.745609564051815e-55
ILKAP,-37.55901961191988,7.413849861142563,17222.830352435794,7.451695510388971e-57,1.2057397426456375e-54
FADS3,-38.23120868974056,7.13762883521947,17209.890354520376,7.570798204681832e-57,1.2057397426456375e-54
ZNF549,-37.91548524186097,7.301594782974275,17165.964615759025,7.990191888888066e-57,1.2429393847621458e-54
N4BP1,-36.1771432692528,7.919598470056814,17054.088110920417,9.172049459297023e-57,1.3849107875495707e-54
SYDE2,-41.09612395364827,6.188922835602004,17032.008555031025,9.426189504520603e-57,1.3849107875495707e-54
POLR3K,-41.280500449829404,6.243078889734544,17023.67828982803,9.523979104093325e-57,1.3849107875495707e-54
TRNAU1AP,-40.26526442316797,6.447965526039532,16978.684068071427,1.007085567072091e-56,1.4332756081160037e-54
C22orf39,-36.97541991269751,7.601380794081757,16951.370139012306,1.0418794475771905e-56,1.451902421842464e-54
SDHAP4,-36.42822185349972,7.820571307982221,16857.133018930508,1.1719082428587778e-56,1.599774333975993e-54
SYNRG,-31.204696275135735,9.495408110082689,16804.755960862185,1.2514256534758603e-56,1.674157239220006e-54
SNAPC1,-40.715593218708534,6.395090091333388,16670.858715672148,1.4814838096749072e-56,1.9148455537922924e-54
FAM118B,-39.64516659604757,6.70681939496515,16667.076163656624,1.4885927462580236e-56,1.9148455537922924e-54
ZNF805,-36.49936117837167,7.700351756001449,16572.599920806337,1.6782464978471398e-56,2.0910346510485246e-54
TPM3P9,-41.25212506787177,6.187044414190708,16568.009419560276,1.6880829893350327e-56,2.0910346510485246e-54
PAICS,-35.31606607848924,8.20506440578232,16535.642381364825,1.7591754358214025e-56,2.1394771800380658e-54
SMCR8,-36.85436012462054,7.747225740861632,16476.669274328557,1.8968860855970284e-56,2.265762683314022e-54
CBL,-34.40569443347889,8.497884121539975,16419.835221546407,2.040313340974086e-56,2.3943256031185367e-54
CWC25,-36.70032362818604,7.689721817817412,16290.871714343815,2.409542888271845e-56,2.7705920463592225e-54
GID8,-36.599623055510264,7.715284020751092,16279.97690845664,2.443787273661147e-56,2.7705920463592225e-54
ZNHIT3,-33.89535856659031,8.642412903260094,16203.463640038002,2.6991100456514825e-56,3.009057849227128e-54
MSL2,-35.9742220790139,7.9168556779506325,16024.898950430881,3.4098533593301825e-56,3.724823136955709e-54
ZXDA,-40.534781849198204,6.39954430444464,16015.454762753503,3.452519576786574e-56,3.724823136955709e-54
ZNF224,-38.398754151213176,7.1581495113060924,15955.406690159645,3.7372123732788524e-56,3.9679704071209913e-54
"NANP",-44.809871641358846,5.078792410303454,15825.36903392284,4.4413304404101585e-56,4.6418842681099295e-54
ZNF629,-39.18599880425472,6.9134651910074085,15810.285841037796,4.531564025548286e-56,4.6545832339805145e-54
GET4,-40.26135478615846,6.47654284444182,15800.252034026245,4.592652017382478e-56,4.6545832339805145e-54
ATG14,-36.27312773202085,7.842459211997855,15709.524874649554,5.185794203586516e-56,5.177280213103016e-54
ZNF37BP,-30.89695976195292,9.649006782005248,15665.991036828787,5.498386326051555e-56,5.408633255141008e-54
CIAO1,-34.006955641556154,8.650602371096628,15649.258159404346,5.623731064676125e-56,5.449407825331167e-54
OTULIN,-38.48895012800378,7.095904191651006,15638.905960603113,5.702773923952485e-56,5.449407825331167e-54
NSMAF,-36.50016679590186,7.771460073561304,15518.023187544155,6.716845755339976e-56,6.328025529220999e-54
ZNF699,-39.58333218265812,6.7333598583457235,15391.891656501386,7.978514129157376e-56,7.372016488939255e-54
ZNF674,-40.173251666512556,6.584798446422228,15385.799928162625,8.045405945471157e-56,7.372016488939255e-54
PGBD4,-36.455888899197134,7.813062638640381,15336.886071007631,8.604282888382398e-56,7.77757408653917e-54
ANAPC16,-36.8759886651547,7.585419618988499,15274.959638612152,9.37074232047065e-56,8.291656015667672e-54
ZNF285,-40.41421657737323,6.464431032355578,15271.091741213206,9.420927749898986e-56,8.291656015667672e-54
COA7,-36.52367683943537,7.763889297712594,15246.11866538761,9.75180004820472e-56,8.471401366550828e-54
ZFP82,-38.11358528341329,7.21436461751586,15178.523817894076,1.070987866507729e-55,9.184407485987435e-54
VHL,-34.507228392418725,8.423185017918604,15139.084143558435,1.1313976984331676e-55,9.50321986587251e-54
TMEM62,-38.955591499885884,6.942818195000132,15135.804794216396,1.136578844774706e-55,9.50321986587251e-54
ZBED4,-39.72164505789408,6.669802315128961,14965.769097480046,1.4423712823165145e-55,1.1911137663475513e-53
TMEM229B,-40.915401774127,6.3706147049289,14941.404677598272,1.4927955082351718e-55,1.2177206286079348e-53
ACBD6,-38.05580522691895,7.2888120025544705,14916.316229471002,1.5466513412393845e-55,1.2316131930416956e-53
LHX4-AS1,-38.05580522691895,7.2888120025544705,14916.316229471002,1.5466513412393845e-55,1.2316131930416956e-53
ZNF2,-42.71603739940719,5.742719435134632,14895.682517504372,1.5924684790617749e-55,1.2531790184052014e-53
WDR70,-37.55643963263223,7.414505467596352,14857.792272486888,1.6803442016103482e-55,1.3069560889036766e-53
TCTA,-40.510015288281366,6.428396129672844,14753.459643327697,1.949572018725982e-55,1.4989295670411603e-53
ZNF595,-37.50900734504909,7.397316713074552,14681.38120209884,2.161692878477868e-55,1.6431322345611886e-53
TMEM86A,-43.9474650341386,5.23028591630728,14663.20095141299,2.218923430393304e-55,1.6676830141461586e-53
SLC25A53,-42.56833682796999,5.777545870667443,14643.052696762876,2.2842071891439708e-55,1.697673543131558e-53
EXTL3,-34.58420551814832,8.49456832470756,14625.285354662643,2.343445649234613e-55,1.7225613129373984e-53
POLR3C,-37.47374847696947,7.549490666576976,14616.565780235243,2.3731042253209417e-55,1.7254015394751935e-53
ENTPD7,-39.584340036724655,6.6969485842591,14567.303717813447,2.548212546002194e-55,1.8327950236783522e-53
NOL12,-42.33648333282678,5.795099116327083,14477.118881779177,2.9047607837221882e-55,2.0611624699148422e-53
POLD3,-39.71843860038892,6.661747316332092,14471.801728055672,2.9273498974721188e-55,2.0611624699148422e-53
LAMC1,-37.01607011631669,7.5509975364321145,14384.344033663534,3.326506128500717e-55,2.3178124472438847e-53
URB1,-36.02179406981366,7.9563224350646955,14332.544252750991,3.589443440067994e-55,2.475235790785032e-53
KCTD5,-43.60047369143626,5.4379647646081715,14307.32829536116,3.725232602235973e-55,2.5426613139139203e-53
DDX52,-33.59460516351254,8.818105590892673,14281.612038509546,3.869268306388099e-55,2.5906818873964755e-53
GCC1,-40.73222882454012,6.441381023597267,14280.950759663974,3.873048119893071e-55,2.5906818873964755e-53
ZNF790,-41.066713564494144,6.2979251960608895,14190.493095085947,4.428375173031687e-55,2.9328120329117777e-53
ZNF256,-42.27619117586183,5.83046155376851,14155.106634938793,4.667767993064544e-55,3.061049029961641e-53
TMEM185B,-40.35733554430581,6.473818813721716,14132.538115911368,4.827492714754931e-55,3.0665150288964483e-53
MIX23,-42.65559933557896,5.633448915017914,14131.484920717861,4.83508489639373e-55,3.0665150288964483e-53
ZNF284,-41.67812525632631,6.015752419800424,14128.215295531805,4.858734457323257e-55,3.0665150288964483e-53
ASAP3,-40.54420569439812,6.386888099170229,14128.112542873174,4.859479639154187e-55,3.0665150288964483e-53
ZNF550,-40.07082429955193,6.56863050333867,14118.27317426698,4.931394062728235e-55,3.0828126061298286e-53
SYAP1,-33.21730931243821,8.899496853657158,14110.944417285134,4.985682589095039e-55,3.0878917443015477e-53
FOXJ3,-33.03853311504322,9.060011719960656,14091.805983897288,5.130424671224141e-55,3.148386295946631e-53
SAMD5,-40.57801921070047,6.475457596429834,14018.46171068569,5.727171164402418e-55,3.4591550234371246e-53
SMG5,-34.89549430718901,8.294785633042702,14016.94374992343,5.7402632321949594e-55,3.4591550234371246e-53
CNPY2,-37.220220925587036,7.497189362716587,13994.69590389608,5.935783662453701e-55,3.5450407962636434e-53
ZNF391,-40.01449572933544,6.570307196417825,13981.654916655261,6.053622621702484e-55,3.578789296790735e-53
ZNF425,-43.94688866979105,5.279958954007229,13976.671573628586,6.099297052386662e-55,3.578789296790735e-53
LINC02210,-36.893985787688244,7.61919443365597,13958.668346294977,6.267334096604482e-55,3.645408501929337e-53
PAGR1,-44.217761722855215,5.207170235128192,13937.80101887974,6.468188113468861e-55,3.7298026112925185e-53
