SYMBOL,logFC,logCPM,F,PValue,FDR
DELE1,-12.699498328854569,7.197309006580948,1997.6791105045274,1.0462740383042486e-23,7.338566104666e-20
ZNF2,-14.443627181451019,5.491791756096351,1736.1130198904464,5.085618376510365e-23,1.6537067350102485e-19
NSUN6,-12.467108328944,7.314232390854268,1651.5227292235297,8.92242815990715e-23,1.6537067350102485e-19
ZNF234,-13.095874639061476,6.694623937006989,1592.3451007666858,1.3450238501953039e-22,1.6537067350102485e-19
ZNF439,-12.64126514667504,7.151074056515148,1558.291827077556,1.7150901006553047e-22,1.6537067350102485e-19
CENPBD1P,-14.52492781459037,5.46350480057861,1551.8432500472347,1.7969332253377424e-22,1.6537067350102485e-19
SMIM7,-12.91870166034681,7.162177622502307,1550.6944126143112,1.8119548150496894e-22,1.6537067350102485e-19
ZNF674,-13.50605012937811,6.449621207990358,1541.2943444253044,1.9401229609509803e-22,1.6537067350102485e-19
ZNF550,-13.541627218928953,6.391025817826227,1520.4999928762297,2.260108179780296e-22,1.6537067350102485e-19
MRPL57,-13.229320273278175,6.767543501565449,1511.8441740748872,2.409855554268285e-22,1.6537067350102485e-19
ZFP82,-12.797642004593985,7.128282560895783,1501.1582662232436,2.609786896550677e-22,1.6537067350102485e-19
DCP1A,-13.184115388504583,6.9497686962077365,1490.4078486376718,2.8292672968524354e-22,1.6537067350102485e-19
KDELR1,-13.080834600068545,6.474540722653899,1471.297017264301,3.2706601126353173e-22,1.7646469253864704e-19
NUDT19,-14.243408515050769,5.675948275738213,1454.952729022808,3.7078742189024954e-22,1.7688472070291804e-19
GATAD1,-11.477896013475895,8.078118695328264,1452.362488065792,3.7828212297458946e-22,1.7688472070291804e-19
ZNF285,-13.61462097091842,6.319853159104102,1422.6288272026159,4.771853059344245e-22,1.9006885960606534e-19
CCDC127,-12.54638198673218,7.642986673978587,1420.200529152518,4.86425740360033e-22,1.9006885960606534e-19
POLR3K,-13.863354940303608,6.163035716776353,1419.8506903612526,4.877729502294234e-22,1.9006885960606534e-19
LLPH,-12.42372131297607,7.344729727146501,1398.211528213648,5.795456077553307e-22,2.1394383646294154e-19
TRIM52,-12.089621864702709,7.657129392361426,1383.5164092822642,6.525066918715064e-22,2.2823551769837643e-19
ANAPC16,-12.03222634205674,7.489661924395241,1371.3808865567817,7.203111068799582e-22,2.2823551769837643e-19
ZNF629,-12.86476937671205,6.990702974814478,1368.9644033758727,7.347070331446231e-22,2.2823551769837643e-19
ZSWIM1,-13.57497797553152,6.06502163646818,1363.6572745947653,7.674343373473983e-22,2.2823551769837643e-19
NOCT,-14.687869033569205,5.681774236031323,1343.7523238216204,9.05067108497996e-22,2.2823551769837643e-19
JRK,-13.128083498832552,6.904697748063543,1342.676923525007,9.132315605900886e-22,2.2823551769837643e-19
ZNF35,-14.213757549194536,5.628679601758338,1340.6554928877454,9.287959531202227e-22,2.2823551769837643e-19
MAP3K3,-13.147899083059473,6.719278147887014,1337.8793202006045,9.506437501375228e-22,2.2823551769837643e-19
ALG11,-10.73879849320595,9.079714968135937,1332.789009996874,9.921696148790316e-22,2.2823551769837643e-19
HAUS3,-12.338897753107148,7.8326464855441165,1325.6458502758474,1.0538051200287563e-21,2.2823551769837643e-19
ZNF543,-13.357336679410368,6.68671350512539,1323.7300573604011,1.0710354918813535e-21,2.2823551769837643e-19
TOP1,-11.179422832995861,8.825165044109987,1315.5676734852311,1.1479587987238519e-21,2.2823551769837643e-19
CRIPT,-11.595656574196648,8.454420178908945,1310.71938666174,1.196480311137097e-21,2.2823551769837643e-19
SMIM12,-12.987890812111342,7.360530766932871,1305.8879302893542,1.2470606911186224e-21,2.2823551769837643e-19
LCMT2,-13.703078871551202,6.164403814802785,1304.1590717029305,1.2657212479510983e-21,2.2823551769837643e-19
ZNF790,-13.755450526798858,6.112833984814078,1303.593402500008,1.2718926116337648e-21,2.2823551769837643e-19
CMC2,-12.660024581985054,7.534948953268367,1302.9498109024053,1.2789539273591168e-21,2.2823551769837643e-19
ZNF595,-12.713599395247746,7.245857530858994,1302.5953176591295,1.2828615362624221e-21,2.2823551769837643e-19
FITM2,-13.590222436681564,6.657517465073281,1300.2291872759163,1.3092785710669698e-21,2.2823551769837643e-19
MED9,-12.34460268645242,7.558480038979641,1299.6369731679881,1.315982631378295e-21,2.2823551769837643e-19
NSMAF,-12.515571775546388,7.555541079910727,1296.2148044318449,1.3554614096029486e-21,2.2823551769837643e-19
MPLKIP,-12.988007593612206,6.985985624444944,1295.4849472163978,1.364046761580946e-21,2.2823551769837643e-19
CNPY2,-12.600032645162509,7.324263762916891,1295.262112914826,1.366679746696865e-21,2.2823551769837643e-19
ZNF224,-12.845267604923794,7.0407982735794805,1283.71851914272,1.5109395420652326e-21,2.464588360010591e-19
BORCS5,-12.465328034563795,7.700114223708337,1268.1112228480574,1.7329488134658915e-21,2.7111406354493305e-19
H2BC6,-14.968038558076305,4.823850092386643,1263.9691405982842,1.7976614606160488e-21,2.7111406354493305e-19
ZNF280D,-12.147741332067252,7.529713790490424,1262.260745511417,1.825113709908355e-21,2.7111406354493305e-19
TRNAU1AP,-13.30283160815108,6.327427289470908,1261.367187280756,1.8396536771388223e-21,2.7111406354493305e-19
ZBED4,-13.085754800790099,6.683637176318286,1259.228953196414,1.8749610684371907e-21,2.7111406354493305e-19
MRPS25,-11.913239457366835,8.21610463696506,1256.1376658315005,1.9273153247484267e-21,2.7111406354493305e-19
RPUSD4,-13.676826427006871,6.380905665412295,1255.8229518446735,1.932733875970709e-21,2.7111406354493305e-19
GBF1,-11.089846115558052,9.11479776430955,1253.6093923273065,1.9713169718836023e-21,2.7111406354493305e-19
LOC100505555,-12.915985338737448,6.797564280447486,1247.758103181693,2.0774007217306725e-21,2.7492242758903653e-19
ZNF846,-12.915985338737448,6.797564280447486,1247.758103181693,2.0774007217306725e-21,2.7492242758903653e-19
ZNF558,-12.939095955502236,6.599109684877752,1240.3318212177514,2.221073776098549e-21,2.8849280491768934e-19
MED13L,-9.949146357895152,9.923259885840498,1236.31212165838,2.3033216389840294e-21,2.9373632683334517e-19
DDX52,-11.46360947748109,8.57050389737939,1232.8030932736408,2.3778326837677553e-21,2.9782354364191136e-19
PIGBOS1,-14.578497742127977,5.198679502901375,1229.7796794924723,2.444137123405304e-21,3.007575049748211e-19
ZNF284,-14.275932099990538,5.815436843432942,1224.3559820814394,2.5681765068842765e-21,3.10572241711833e-19
TAF15,-10.673889695823874,8.895708210295002,1222.2578968144228,2.6179822438657795e-21,3.1122927895719623e-19
N4BP1,-12.347589460223528,7.817584372490379,1219.5956365968404,2.6826988015011188e-21,3.136074898954808e-19
RBM15B,-12.697683459412355,7.171585877958541,1213.6245977771123,2.834266780705918e-21,3.226200234462416e-19
CMBL,-13.339016445678523,6.8507425820175945,1211.6390830805512,2.8867106028492486e-21,3.226200234462416e-19
ZNF175,-12.870854484701912,6.700521085693908,1211.2248395786132,2.897784641732709e-21,3.226200234462416e-19
FBXO17,-13.886608589719655,6.308182073940082,1209.461228771463,2.945451403631377e-21,3.228030647667262e-19
POLD3,-13.156413951978088,6.452418010606288,1203.6085572740728,3.1098496897881485e-21,3.309018560597415e-19
PDE12,-12.300631978819567,7.804098305422761,1203.4753959889108,3.1137043769522297e-21,3.309018560597415e-19
ZNF26,-14.178564190314642,5.764627772967731,1195.1694655431354,3.3647271615307077e-21,3.5224173598472216e-19
RNF115,-11.51478549336516,9.038112263709342,1188.4499690832142,3.583929621607118e-21,3.647387283728696e-19
ZNF197,-12.0439215098945,7.792346226479442,1186.7997568279095,3.640107069589517e-21,3.647387283728696e-19
ZNF660-ZNF197,-12.0439215098945,7.792346226479442,1186.7997568279095,3.640107069589517e-21,3.647387283728696e-19
GID8,-12.675946314946836,7.46333098541494,1183.4970381189219,3.755438576552802e-21,3.692530986146095e-19
WDR70,-12.681176661309399,7.173828772042099,1182.516189427291,3.790450969525503e-21,3.692530986146095e-19
TMEM86A,-14.776030199048167,5.211509056178712,1179.3862362589946,3.9045731770013364e-21,3.7130429733797834e-19
ZBTB39,-13.858633690182494,5.783485026404182,1178.8459213230624,3.92464938659196e-21,3.7130429733797834e-19
MIEF2,-14.619256395035572,5.6342860783499,1177.6279048326562,3.970319689242711e-21,3.7130429733797834e-19
RABGGTA,-15.10882919114441,4.89529433632462,1175.2335544731532,4.06179165447863e-21,3.735425535543548e-19
ENTPD7,-12.93751928973018,6.457464717255816,1174.1261763192963,4.10487017518854e-21,3.735425535543548e-19
TIMM22,-12.545382556733824,7.688293906965313,1172.877982328898,4.154023264505229e-21,3.735425535543548e-19
CSTB,-13.49044556640967,6.158207952980086,1167.3744897188335,4.378513413999202e-21,3.8493057850820357e-19
ZNF350,-13.589899364714798,6.139803223642886,1166.9199653299227,4.39763515527834e-21,3.8493057850820357e-19
PPP1R3E,-13.008468300153883,6.742090157426247,1165.7961221500689,4.445306082002351e-21,3.8493057850820357e-19
SMDT1,-12.862709046796082,7.328912694473974,1163.7542705990072,4.53336158125393e-21,3.8776826988920807e-19
SCGB2B2,-13.353784224506771,6.397903436888238,1160.738478395823,4.666908064591235e-21,3.9140710023528405e-19
PIGM,-13.362560795572326,6.373513785985349,1159.6564895215636,4.715859193855353e-21,3.9140710023528405e-19
LNX2,-15.013928395835485,6.1155917687042205,1158.6975668665639,4.75970961470374e-21,3.9140710023528405e-19
VPS28,-12.803111326825867,7.133619685807919,1157.5753492216434,4.811591366691027e-21,3.9140710023528405e-19
UQCC3,-15.070889368322025,4.788383240339583,1156.6481509984437,4.8549212604034376e-21,3.9140710023528405e-19
C2orf72,-12.497674274609077,7.44421140415954,1152.59225985312,5.0495143645542885e-21,4.0246924719299747e-19
POLR3C,-12.609944313309919,7.432163643261975,1150.1987307730083,5.168320006958872e-21,4.073100733574104e-19
GMCL1,-13.30668268373932,6.989425707042015,1148.4961452467012,5.254679382492459e-21,4.09514679875579e-19
ZNF431,-13.760377310494162,5.830303050138426,1140.6312050517604,5.674502348931358e-21,4.373731810484016e-19
ZNF749,-14.116170870367958,5.956394953120613,1133.347472127683,6.095994111872632e-21,4.647532902247244e-19
LRRC14,-14.231339581558007,5.615364492264401,1131.8139687270464,6.1890045272337475e-21,4.651322143490446e-19
FSBP,-13.29982116656793,6.965812675459992,1131.0876683522126,6.2335939761634144e-21,4.651322143490446e-19
GET4,-13.40389363587684,6.418260026965636,1128.4025420116943,6.401499837313397e-21,4.683719997041122e-19
SERPINB9,-13.419152938127782,6.418969650451516,1128.259739188943,6.410566291929679e-21,4.683719997041122e-19
OXSR1,-12.375706007405876,7.67565099788238,1126.4152497824778,6.528935474936526e-21,4.721026125897401e-19
NOM1,-13.048834460254596,6.875645059981292,1121.9562510837043,6.82502739401782e-21,4.884769606289896e-19
PGBD4,-12.498675980999927,7.655950673189806,1117.8091039568392,7.113556719571809e-21,5.017588919603349e-19
