signatureID,ID_geneid,Name_GeneSymbol,Value_LogDiffExp,Significance_pvalue
InputSig,5300,PIN1,0.114138842046452,0.679705320335775
InputSig,51335,NGRN,0.0469274415985646,0.828427734886347
InputSig,1465,CSRP1,0.15911464151389,0.581449944256537
InputSig,23149,FCHO1,0.0915456816048686,0.712120574710473
InputSig,51005,AMDHD2,0.309313278450858,0.613560817665893
InputSig,4125,MAN2B1,0.264706987474239,0.399496074307657
InputSig,2274,FHL2,0.294965633796692,0.47729677756891
InputSig,3385,ICAM3,0.440393909916145,0.555006917365504
InputSig,54681,P4HTM,0.257268518581462,0.215709149153538
InputSig,10559,SLC35A1,0.12793583910479,0.528877788102585
InputSig,2770,GNAI1,0.0165416393784336,0.947703112177285
InputSig,5331,PLCB3,0.114208686609333,0.722877149999483
InputSig,351,APP,0.135659138868488,0.477547679769935
InputSig,23659,PLA2G15,0.112308566510814,0.784441816298095
InputSig,6119,RPA3,0.142009328846731,0.655552590553273
InputSig,2063,NR2F6,0.167486722055771,0.69661939531083406
InputSig,54915,YTHDF1,0.0277560615554116,0.895156646581314
InputSig,55958,KLHL9,0.00293750921292685,0.985931982335879
InputSig,26520,TIMM9,0.0248472056166026,0.946441821025352
InputSig,51026,GOLT1B,0.0238270683916663,0.927648056667884
InputSig,3033,HADH,0.0690198071323632,0.783505791641813
InputSig,6184,RPN1,0.187761644455597,0.286137761777024
InputSig,6832,SUPV3L1,0.0749541291135193,0.691299113019166
InputSig,4836,NMT1,0.108995182668043,0.436983959465815
InputSig,890,CCNA2,0.264888264398582,0.616706266006341
InputSig,25,ABL1,0.153099504922447,0.368549339360633
InputSig,991,CDC20,0.204557519227064,0.856917828432431
InputSig,4232,MEST,0.0515524583792549,0.863405469639537
InputSig,6275,S100A4,0.619065503425338,0.561525118643921
InputSig,5261,PHKG2,0.178583636125142,0.550040253367687
InputSig,5467,PPARD,0.0645895687530877,0.784107771904066
InputSig,1509,CTSD,0.338161996023554,0.219857992726607
InputSig,5891,MOK,0.00166634915681773,0.993947142995134
InputSig,55837,EAPP,0.0585990052376418,0.746562483509536
InputSig,3157,HMGCS1,0.00281677058344822,0.991342628602094
InputSig,998,CDC42,0.00239695743988086,0.988717109977248
InputSig,2745,GLRX,0.310730955151569,0.232734338342005
InputSig,10227,MFSD10,0.0797808560493261,0.847213995837108
InputSig,7105,TSPAN6,0.30985526964943,0.498849436993538
InputSig,10606,PAICS,0.0120626139441812,0.944247110154134
InputSig,7043,TGFB3,0.08459778208247,0.800465488036964
InputSig,310,ANXA7,0.0100176735156236,0.94532876889033
InputSig,57192,MCOLN1,0.029945896803413,0.949788851103515
InputSig,6390,SDHB,0.0220338024313799,0.908120276210931
InputSig,4851,NOTCH1,0.14336586795035,0.606081500776449
InputSig,51056,LAP3,0.0841332785158321,0.574475315721342
InputSig,22934,RPIA,0.09579759962849,0.842200816117152
InputSig,7016,TESK1,0.105991267307189,0.698808007972724
InputSig,57215,THAP11,0.178881536657409,0.613188968541291
InputSig,10362,HMG20B,0.564152136602334,0.0943961276615027
InputSig,57406,ABHD6,0.144749238390825,0.466903925600708
InputSig,2185,PTK2B,0.367942112580663,0.0924309759681586
InputSig,5498,PPOX,0.183892271440678,0.594157630994033
InputSig,3551,IKBKB,0.0297800008399774,0.883385803586614
InputSig,1500,CTNND1,0.158953967349132,0.657810671585726
InputSig,5111,PCNA,0.0158933889359634,0.952432742781048
InputSig,6908,TBP,0.259415999304123,0.361796049017209
InputSig,8321,FZD1,0.31102758069815,0.344668990729701
InputSig,51021,MRPS16,0.191428070553523,0.204286160963116
InputSig,54850,FBXL12,0.201966242494227,0.711015172256311
InputSig,5321,PLA2G4A,0.36316698717451,0.337282557076867
InputSig,10174,SORBS3,0.183336292682647,0.486737446738187
InputSig,5971,RELB,0.0285487695293186,0.976311414145531
InputSig,9491,PSMF1,9.5404123783788e-4,0.992516142002983
InputSig,2042,EPHA3,0.674245735896817,0.156307513382257
InputSig,9467,SH3BP5,0.0575355503584051,0.833764080589246
InputSig,5720,PSME1,0.135405267871569,0.551093815871381
InputSig,26020,LRP10,0.0244989932117312,0.927786281611832
InputSig,1429,CRYZ,0.259426553267392,0.14831411985416
InputSig,211,ALAS1,0.142151692519109,0.471638044442646
InputSig,808,CALM3,0.118587694060649,0.673465948028441
InputSig,10112,KIF20A,0.0221702007969722,0.984510607722865
InputSig,79090,TRAPPC6A,0.126762051203172,0.849323102420355
InputSig,4208,MEF2C,0.288177175659198,0.500879905070451
InputSig,5048,PAFAH1B1,0.0837426078151978,0.667852171462496
InputSig,55699,IARS2,0.0410220683448995,0.744166195666301
InputSig,6793,STK10,0.0110812180684015,0.9625853144356
InputSig,80347,COASY,0.00921021534301424,0.979038537842608
InputSig,7376,NR1H2,0.280396885235713,0.201599330582769
InputSig,57147,SCYL3,0.0832429625932445,0.739746495129263
InputSig,55008,HERC6,0.195695749871903,0.338563386995694
InputSig,3566,IL4R,0.558610648684761,0.165778424101971
InputSig,6850,SYK,0.0858089001517591,0.825522506894826
InputSig,10682,EBP,0.0510338732359504,0.931732205823162
InputSig,1029,CDKN2A,0.285662528380263,0.785944601092482
InputSig,1861,TOR1A,0.0422159245532749,0.851993939865608
InputSig,2778,GNAS,0.127473183193391,0.547423830827047
InputSig,3156,HMGCR,0.197565796328727,0.493174237992723
InputSig,23597,ACOT9,0.0405451950400178,0.87083190388167
InputSig,5154,PDGFA,3.1491242912324e-4,0.998312198800916
InputSig,27095,TRAPPC3,0.186406527801521,0.387139727064424
